repository,number,eligible,ga,v_old,v_new,update_type,statically_compatible,dynamically_compatible,err
OpenFeign/querydsl,32,1,org.datanucleus:datanucleus-maven-plugin,5.2.1,6.0.0-release,major,1,,
OpenFeign/querydsl,10,1,org.datanucleus:javax.jdo,3.2.0-m13,3.2.1,patch,0,,
devlive-community/datacap,597,1,org.duckdb:duckdb_jdbc,0.8.1,0.9.2,minor,0,,
devlive-community/datacap,429,1,org.duckdb:duckdb_jdbc,0.7.0,0.8.1,minor,0,,
OpenFeign/querydsl,29,1,org.easymock:easymock,4.3,5.2.0,major,0,,
spring-projects-experimental/spring-boot-migrator,932,1,org.eclipse.jgit:org.eclipse.jgit,6.4.0.202211300538-r,6.6.1.202309021850-r,minor,0,,
jhipster/jhipster-lite,9177,1,org.eclipse.jgit:org.eclipse.jgit,6.8.0.202311291450-r,6.9.0.202403050737-r,minor,0,,
jhipster/jhipster-lite,8291,1,org.eclipse.jgit:org.eclipse.jgit,6.7.0.202309050840-r,6.8.0.202311291450-r,minor,0,,
OpenFeign/querydsl,229,1,org.eclipse.persistence:eclipselink,2.7.13,2.7.14,patch,0,,
KouShenhai/KCloud-Platform-Alibaba,1186,1,org.elasticsearch.client:elasticsearch-rest-high-level-client,7.17.16,7.17.17,patch,1,0,no_maven
KouShenhai/KCloud-Platform-Alibaba,1007,1,org.elasticsearch.client:elasticsearch-rest-high-level-client,7.17.15,7.17.16,patch,1,0,no_maven
KouShenhai/KCloud-Platform-IoT,1186,1,org.elasticsearch.client:elasticsearch-rest-high-level-client,7.17.16,7.17.17,patch,1,0,no_maven
KouShenhai/KCloud-Platform-IoT,1007,1,org.elasticsearch.client:elasticsearch-rest-high-level-client,7.17.15,7.17.16,patch,1,0,no_maven
devlive-community/datacap,672,1,org.elasticsearch.plugin:x-pack-sql-jdbc,8.11.3,8.12.0,minor,0,,
devlive-community/datacap,549,1,org.elasticsearch.plugin:x-pack-sql-jdbc,7.10.0,8.11.3,major,0,,
OpenFeign/querydsl,334,1,org.firebirdsql.jdbc:jaybird,5.0.3.java11,5.0.4.java11,patch,1,0,no_maven
OpenFeign/querydsl,131,1,org.firebirdsql.jdbc:jaybird,5.0.2.java8,5.0.3.java8,patch,1,0,no_maven
OpenFeign/querydsl,106,1,org.firebirdsql.jdbc:jaybird,4.0.6.java8,5.0.2.java8,major,0,,
KouShenhai/KCloud-Platform-Alibaba,959,1,org.flywaydb:flyway-mysql,9.20.0,10.1.0,major,0,,
KouShenhai/KCloud-Platform-IoT,959,1,org.flywaydb:flyway-mysql,9.20.0,10.1.0,major,0,,
alibaba/fastjson2,2087,1,org.furyio:fury-core,0.4.0,0.4.1,patch,0,,
alibaba/fastjson2,2074,1,org.furyio:fury-core,0.3.1,0.4.0,minor,0,,
alibaba/fastjson2,2042,1,org.furyio:fury-core,0.3.0,0.3.1,patch,0,,
alibaba/fastjson2,1991,1,org.furyio:fury-core,0.2.1,0.3.0,minor,0,,
alibaba/fastjson2,1981,1,org.furyio:fury-core,0.2.0,0.2.1,patch,0,,
alibaba/fastjson2,1908,1,org.furyio:fury-core,0.1.1,0.1.2,patch,1,0,no_maven
alibaba/fastjson2,1823,1,org.furyio:fury-core,0.1.0,0.1.1,patch,0,,
alibaba/fastjson2,2274,1,org.gaul:modernizer-maven-plugin,2.7.0,2.8.0,minor,1,0,no_compile
alibaba/fastjson2,1916,1,org.gaul:modernizer-maven-plugin,2.6.0,2.7.0,minor,1,0,no_compile
OpenFeign/querydsl,90,1,org.geolatte:geolatte-geom,1.8.2,1.9.1,minor,0,,
alibaba/fastjson2,2201,1,org.gitlab4j:gitlab4j-api,5.4.0,5.5.0,minor,0,,
alibaba/fastjson2,2039,1,org.gitlab4j:gitlab4j-api,5.3.0,5.4.0,minor,1,0,
cmu-db/benchbase,478,1,org.glassfish.jaxb:jaxb-runtime,4.0.4,4.0.5,patch,1,,
cmu-db/benchbase,411,1,org.glassfish.jaxb:jaxb-runtime,4.0.3,4.0.4,patch,1,,
alibaba/fastjson2,2354,1,org.glassfish.jersey:jersey-bom,2.41,2.42,minor,0,,no_jar
alibaba/fastjson2,1970,1,org.glassfish.jersey:jersey-bom,2.40,2.41,minor,0,,no_jar
hantsy/jakartaee10-starter-boilerplate,69,1,org.glassfish.main.distributions:glassfish,7.0.10,7.0.14,patch,0,,no_jar
alibaba/fastjson2,2512,1,org.graalvm.buildtools:native-maven-plugin,0.9.19,0.10.1,minor,0,,
Jojoooo1/spring-boot-api,38,1,org.hibernate.orm:hibernate-micrometer,6.3.0.Final,6.3.1.Final,patch,1,0,no_maven
conduktor/conduktor-poc-kafka-protocol,92,1,org.hibernate.validator:hibernate-validator,8.0.0.Final,8.0.1.Final,patch,0,,
SpringBootCourses/tasklist,14,1,org.hibernate.validator:hibernate-validator,8.0.0.Final,8.0.1.Final,patch,0,,
OpenFeign/querydsl,68,1,org.hibernate:hibernate-search-orm,5.11.9.Final,5.11.12.Final,patch,1,0,no_resolve
OpenFeign/querydsl,81,1,org.hsqldb:hsqldb,2.6.0,2.7.2,minor,0,,
cmu-db/benchbase,374,1,org.immutables:value,2.9.0,2.10.0,minor,0,,
OpenFeign/querydsl,363,1,org.jacoco:jacoco-maven-plugin,0.8.11,0.8.12,patch,1,0,no_test
michelin/kstreamplify,194,1,org.jacoco:jacoco-maven-plugin,0.8.11,0.8.12,patch,1,0,no_test
michelin/kstreamplify,113,1,org.jacoco:jacoco-maven-plugin,0.8.10,0.8.11,patch,1,0,no_test
awslabs/eventbridge-kafka-connector,275,1,org.jacoco:jacoco-maven-plugin,0.8.11,0.8.12,patch,1,0,no_test
awslabs/eventbridge-kafka-connector,155,1,org.jacoco:jacoco-maven-plugin,0.8.10,0.8.11,patch,1,0,no_test
alibaba/fastjson2,2394,1,org.jacoco:jacoco-maven-plugin,0.8.11,0.8.12,patch,1,0,no_test
alibaba/fastjson2,1941,1,org.jacoco:jacoco-maven-plugin,0.8.10,0.8.11,patch,1,0,no_test
instancio/instancio,982,1,org.jacoco:jacoco-maven-plugin,0.8.11,0.8.12,patch,1,0,no_test
instancio/instancio,770,1,org.jacoco:jacoco-maven-plugin,0.8.10,0.8.11,patch,1,0,no_test
jhipster/jhipster-lite,9435,1,org.jacoco:jacoco-maven-plugin,0.8.11,0.8.12,patch,1,0,no_test
gameyfin/gameyfin,289,1,org.jacoco:jacoco-maven-plugin,0.8.11,0.8.12,patch,1,0,no_test
gameyfin/gameyfin,184,1,org.jacoco:jacoco-maven-plugin,0.8.10,0.8.11,patch,1,0,no_test
kspalaiologos/kamilalisp,61,1,org.jacoco:jacoco-maven-plugin,0.8.10,0.8.11,patch,1,0,no_test
brenoepics/at4j,83,1,org.jacoco:jacoco-maven-plugin,0.8.11,0.8.12,patch,1,0,no_test
brenoepics/at4j,54,1,org.jacoco:jacoco-maven-plugin,0.8.7,0.8.11,patch,1,0,no_test
openbrms/openbrms,32,1,org.jacoco:jacoco-maven-plugin,0.8.10,0.8.11,patch,1,0,no_test
SpringBootCourses/tasklist,43,1,org.jacoco:jacoco-maven-plugin,0.8.8,0.8.11,patch,1,0,no_test
liquibase/liquibase-databricks,121,1,org.jacoco:jacoco-maven-plugin,0.8.11,0.8.12,patch,1,0,no_test
liquibase/liquibase-databricks,90,1,org.jacoco:jacoco-maven-plugin,0.8.10,0.8.11,patch,1,0,no_test
alibaba/fastjson2,2248,1,org.javamoney.moneta:moneta-core,1.4.2,1.4.4,patch,0,,
OpenFeign/querydsl,221,1,org.javassist:javassist,3.30.1-GA,3.30.2-GA,patch,1,,
OpenFeign/querydsl,211,1,org.javassist:javassist,3.30.1-GA,3.30.2-GA,patch,1,,
OpenFeign/querydsl,185,1,org.javassist:javassist,3.29.2-GA,3.30.1-GA,minor,1,,
OpenFeign/querydsl,166,1,org.javassist:javassist,3.29.2-GA,3.30.1-GA,minor,1,,
OpenFeign/querydsl,20,1,org.javassist:javassist,3.28.0-GA,3.29.2-GA,minor,0,,
alibaba/fastjson2,2125,1,org.javassist:javassist,3.29.2-GA,3.30.2-GA,minor,1,,
rabobank/shadow-tool,148,1,org.javers:javers-core,7.4.1,7.4.2,patch,1,0,no_maven
rabobank/shadow-tool,144,1,org.javers:javers-core,7.4.0,7.4.1,patch,1,0,no_maven
rabobank/shadow-tool,141,1,org.javers:javers-core,7.3.8,7.4.0,minor,0,,
rabobank/shadow-tool,139,1,org.javers:javers-core,7.3.7,7.3.8,patch,1,0,no_maven
rabobank/shadow-tool,128,1,org.javers:javers-core,7.3.6,7.3.7,patch,1,0,no_maven
rabobank/shadow-tool,114,1,org.javers:javers-core,7.3.5,7.3.6,patch,1,0,no_maven
rabobank/shadow-tool,104,1,org.javers:javers-core,7.3.3,7.3.5,patch,0,,
rabobank/shadow-tool,95,1,org.javers:javers-core,7.0.2,7.3.3,minor,0,,
OpenFeign/querydsl,36,1,org.jboss.logging:jboss-logging,3.4.2.Final,3.5.3.Final,minor,1,0,no_compile
OpenFeign/querydsl,423,1,org.jboss.logging:jboss-logging,3.5.3.Final,3.6.0.Final,minor,0,,
hantsy/jakartaee10-starter-boilerplate,57,1,org.jboss.remoting:jboss-remoting,5.0.27.Final,5.0.28.Final,patch,1,,
hbelmiro/100DaysOfJava,69,1,org.jboss.weld.se:weld-se-shaded,5.1.1.Final,5.1.2.Final,patch,0,,
OpenFeign/querydsl,325,1,org.jetbrains.dokka:dokka-maven-plugin,1.9.10,1.9.20,patch,1,0,no_maven
alibaba/fastjson2,2289,1,org.jetbrains.dokka:dokka-maven-plugin,1.9.10,1.9.20,patch,1,0,no_maven
alibaba/fastjson2,1939,1,org.jetbrains.dokka:dokka-maven-plugin,1.9.0,1.9.10,patch,1,0,no_maven
alibaba/fastjson2,1822,1,org.jetbrains.dokka:dokka-maven-plugin,1.8.20,1.9.0,minor,1,0,no_maven
devlive-community/datacap,461,1,org.jetbrains.dokka:dokka-maven-plugin,1.8.10,1.9.10,minor,1,0,no_maven
huanmeng-qwq/Gui,4,1,org.jetbrains.dokka:dokka-maven-plugin,1.8.10,1.9.20,minor,1,0,no_maven
OpenFeign/querydsl,193,1,org.jetbrains:annotations,24.0.1,24.1.0,minor,1,0,no_maven
OpenFeign/querydsl,111,1,org.jetbrains:annotations,24.0.1,24.1.0,minor,1,0,no_maven
OpenFeign/querydsl,19,1,org.jetbrains:annotations,21.0.1,24.0.1,major,1,0,no_maven
instancio/instancio,819,1,org.jetbrains:annotations,24.0.1,24.1.0,minor,1,0,no_maven
huanmeng-qwq/Gui,10,1,org.jetbrains:annotations,24.0.1,24.1.0,minor,1,0,no_maven
ApliNi/Chat2QQ,38,1,org.jetbrains:annotations,24.0.1,24.1.0,minor,1,0,no_maven
kspalaiologos/kamilalisp,72,1,org.jline:jline-reader,3.24.0,3.24.1,patch,1,0,no_compile
kspalaiologos/kamilalisp,68,1,org.jline:jline-reader,3.23.0,3.24.0,minor,1,0,no_compile
kspalaiologos/kamilalisp,69,1,org.jline:jline-terminal,3.24.0,3.24.1,patch,1,0,no_compile
kspalaiologos/kamilalisp,67,1,org.jline:jline-terminal,3.23.0,3.24.0,minor,0,,
OpenFeign/querydsl,72,1,org.joda:joda-money,1.0.1,1.0.4,patch,1,,
Swofty-Developments/HypixelSkyBlock,87,1,org.json:json,20240205,20240303,major,1,0,
Swofty-Developments/HypixelSkyBlock,66,1,org.json:json,20231013,20240205,major,0,,
alibaba/fastjson2,2288,1,org.json:json,20240205,20240303,major,1,0,
alibaba/fastjson2,2244,1,org.json:json,20231013,20240205,major,0,,
alibaba/fastjson2,1940,1,org.json:json,20230618,20231013,major,1,0,no_compile
cmu-db/benchbase,476,1,org.json:json,20240205,20240303,major,1,0,
cmu-db/benchbase,378,1,org.json:json,20230227,20231013,major,0,,
albilu/netbeansPython,74,1,org.json:json,20230618,20231013,major,1,0,no_compile
artemnefedov/JavaAI,36,1,org.json:json,20240205,20240303,major,1,0,
usdAG/FlowMate,18,1,org.jsoup:jsoup,1.17.1,1.17.2,patch,1,0,
usdAG/FlowMate,12,1,org.jsoup:jsoup,1.15.3,1.17.1,minor,0,,
SonicCloudOrg/sonic-agent,391,1,org.jsoup:jsoup,1.15.4,1.16.2,minor,0,,
michelin/kstreamplify,63,1,org.junit.jupiter:junit-jupiter,5.9.3,5.10.0,minor,1,0,no_maven
awslabs/eventbridge-kafka-connector,232,1,org.junit.jupiter:junit-jupiter,5.10.1,5.10.2,patch,1,0,no_maven
awslabs/eventbridge-kafka-connector,163,1,org.junit.jupiter:junit-jupiter,5.10.0,5.10.1,patch,1,0,no_maven
awslabs/eventbridge-kafka-connector,84,1,org.junit.jupiter:junit-jupiter,5.9.3,5.10.0,minor,1,0,no_maven
brenoepics/at4j,64,1,org.junit.jupiter:junit-jupiter,5.10.1,5.10.2,patch,1,0,no_maven
dmlloyd/jdk-classfile-preview,30,1,org.junit.jupiter:junit-jupiter,5.10.1,5.10.2,patch,1,0,no_maven
dmlloyd/jdk-classfile-preview,18,1,org.junit.jupiter:junit-jupiter,5.10.0,5.10.1,patch,1,0,no_maven
dmlloyd/jdk-classfile-preview,5,1,org.junit.jupiter:junit-jupiter,5.9.3,5.10.0,minor,1,0,no_maven
std-uritemplate/std-uritemplate,122,1,org.junit.jupiter:junit-jupiter,5.10.1,5.10.2,patch,1,0,no_maven
std-uritemplate/std-uritemplate,88,1,org.junit.jupiter:junit-jupiter,5.10.0,5.10.1,patch,1,0,no_maven
std-uritemplate/std-uritemplate,21,1,org.junit.jupiter:junit-jupiter,RELEASE,5.10.0,major,0,,no_jar
YehiaFarghaly/database-engine,131,1,org.junit.jupiter:junit-jupiter,5.10.1,5.10.2,patch,1,0,no_maven
YehiaFarghaly/database-engine,116,1,org.junit.jupiter:junit-jupiter,5.10.0,5.10.1,patch,1,0,no_maven
YehiaFarghaly/database-engine,99,1,org.junit.jupiter:junit-jupiter,5.9.3,5.10.0,minor,1,0,no_maven
MoshiCoCo/Apple-Monitor,30,1,org.junit.jupiter:junit-jupiter-api,5.9.0,5.10.0,minor,0,,
kspalaiologos/kamilalisp,70,1,org.junit.jupiter:junit-jupiter-api,5.10.0,5.10.1,patch,1,0,no_maven
kspalaiologos/kamilalisp,41,1,org.junit.jupiter:junit-jupiter-api,5.9.3,5.10.0,minor,0,,
apache/maven-wrapper,122,1,org.junit.jupiter:junit-jupiter-api,5.10.1,5.10.2,patch,1,0,no_maven
bytemcnetzwerk/evelon,30,1,org.junit.jupiter:junit-jupiter-api,5.10.0,5.10.1,patch,1,0,no_maven
bytemcnetzwerk/evelon,3,1,org.junit.jupiter:junit-jupiter-api,5.9.3,5.10.0,minor,0,,
SpringBootCourses/tasklist,39,1,org.junit.jupiter:junit-jupiter-api,5.10.1,5.10.2,patch,1,0,no_maven
SpringBootCourses/tasklist,18,1,org.junit.jupiter:junit-jupiter-api,5.10.0,5.10.1,patch,1,0,no_maven
kspalaiologos/kamilalisp,71,1,org.junit.jupiter:junit-jupiter-engine,5.10.0,5.10.1,patch,1,0,no_maven
kspalaiologos/kamilalisp,40,1,org.junit.jupiter:junit-jupiter-engine,5.9.3,5.10.0,minor,0,,
artemnefedov/JavaAI,32,1,org.junit.jupiter:junit-jupiter-engine,5.10.1,5.10.2,patch,1,0,no_maven
artemnefedov/JavaAI,25,1,org.junit.jupiter:junit-jupiter-engine,5.10.0,5.10.1,patch,1,0,no_maven
artemnefedov/JavaAI,16,1,org.junit.jupiter:junit-jupiter-engine,5.9.3,5.10.0,minor,0,,
britka/playwrightium,14,1,org.junit.jupiter:junit-jupiter-params,5.10.1,5.10.2,patch,1,0,no_maven
hbelmiro/100DaysOfJava,101,1,org.junit.platform:junit-platform-commons,1.10.1,1.10.2,patch,1,,
alibaba/fastjson2,2513,1,org.junit.platform:junit-platform-launcher,1.9.1,1.10.2,minor,0,,
OpenFeign/querydsl,286,1,org.junit:junit-bom,5.10.1,5.10.2,patch,0,,NO_JAR
OpenFeign/querydsl,285,1,org.junit:junit-bom,5.10.1,5.10.2,patch,0,,NO_JAR
alibaba/fastjson2,2254,1,org.junit:junit-bom,5.10.1,5.10.2,patch,0,,no_jar
alibaba/fastjson2,1996,1,org.junit:junit-bom,5.10.0,5.10.1,patch,0,,no_jar
alibaba/fastjson2,1684,1,org.junit:junit-bom,5.9.3,5.10.0,minor,0,,no_jar
instancio/instancio,897,1,org.junit:junit-bom,5.10.1,5.10.2,patch,0,,no_jar
sventorben/keycloak-restrict-client-auth,247,1,org.junit:junit-bom,5.10.1,5.10.2,patch,0,,no_jar
sventorben/keycloak-restrict-client-auth,212,1,org.junit:junit-bom,5.10.0,5.10.1,patch,0,,no_jar
sventorben/keycloak-restrict-client-auth,188,1,org.junit:junit-bom,5.9.3,5.10.0,minor,0,,no_jar
sventorben/keycloak-home-idp-discovery,319,1,org.junit:junit-bom,5.10.1,5.10.2,patch,0,,no_jar
sventorben/keycloak-home-idp-discovery,268,1,org.junit:junit-bom,5.10.0,5.10.1,patch,0,,no_jar
sventorben/keycloak-home-idp-discovery,222,1,org.junit:junit-bom,5.9.3,5.10.0,minor,0,,no_jar
apache/maven-wrapper,118,1,org.junit:junit-bom,5.10.1,5.10.2,patch,0,,no_jar
apache/maven-wrapper,111,1,org.junit:junit-bom,5.10.0,5.10.1,patch,0,,no_jar
apache/maven-wrapper,103,1,org.junit:junit-bom,5.9.2,5.10.0,minor,0,,no_jar
hantsy/jakartaee10-starter-boilerplate,56,1,org.junit:junit-bom,5.10.1,5.10.2,patch,0,,no_jar
camunda-community-hub/zeebe-clickhouse-exporter,55,1,org.junit:junit-bom,5.9.3,5.10.0,minor,0,,no_jar
databricks/databricks-sdk-java,124,1,org.junit:junit-bom,5.9.3,5.10.0,minor,0,,no_jar
liquibase/liquibase-databricks,89,1,org.liquibase.ext:liquibase-sdk-maven-plugin,0.10.22,0.10.23,patch,1,1,
liquibase/liquibase-databricks,85,1,org.liquibase.ext:liquibase-sdk-maven-plugin,0.10.20,0.10.22,patch,1,1,
jhipster/jhipster-lite,9381,1,org.liquibase:liquibase-core,4.26.0,4.27.0,minor,0,,
jhipster/jhipster-lite,8865,1,org.liquibase:liquibase-core,4.25.1,4.26.0,minor,0,,
jhipster/jhipster-lite,8413,1,org.liquibase:liquibase-core,4.25.0,4.25.1,patch,0,,
SpringBootCourses/cqrs-banking-app,65,1,org.liquibase:liquibase-core,4.25.1,4.27.0,minor,0,,
SpringBootCourses/cqrs-banking-app,58,1,org.liquibase:liquibase-core,4.25.1,4.27.0,minor,0,,
SpringBootCourses/cqrs-banking-app,23,1,org.liquibase:liquibase-core,4.25.1,4.26.0,minor,0,,
SpringBootCourses/data-analyser-microservice,32,1,org.liquibase:liquibase-core,4.25.1,4.26.0,minor,0,,
SpringBootCourses/tasklist,41,1,org.liquibase:liquibase-core,4.25.1,4.26.0,minor,0,,
SpringBootCourses/tasklist,23,1,org.liquibase:liquibase-core,4.23.0,4.25.1,minor,0,,
liquibase/liquibase-databricks,73,1,org.liquibase:liquibase-parent-pom,0.3.2,0.3.3,patch,0,,no_jar
cmu-db/benchbase,438,1,org.mariadb.jdbc:mariadb-java-client,3.3.1,3.3.2,patch,0,,
bytemcnetzwerk/evelon,7,1,org.mariadb.jdbc:mariadb-java-client,3.1.4,3.2.0,minor,0,,
bytemcnetzwerk/evelon,2,1,org.mariadb.jdbc:mariadb-java-client,3.1.3,3.1.4,patch,0,,
instancio/instancio,839,1,org.mockito:mockito-bom,4.8.0,4.11.0,minor,0,,no_jar
KouShenhai/KCloud-Platform-Alibaba,1148,1,org.mockito:mockito-core,5.8.0,5.9.0,minor,1,0,no_maven
KouShenhai/KCloud-Platform-IoT,1148,1,org.mockito:mockito-core,5.8.0,5.9.0,minor,1,0,no_maven
GoogleCloudPlatform/jit-access,305,1,org.mockito:mockito-core,5.10.0,5.11.0,minor,1,0,no_maven
GoogleCloudPlatform/jit-access,267,1,org.mockito:mockito-core,5.8.0,5.10.0,minor,0,,
GoogleCloudPlatform/jit-access,208,1,org.mockito:mockito-core,5.7.0,5.8.0,minor,1,0,no_maven
GoogleCloudPlatform/jit-access,190,1,org.mockito:mockito-core,5.6.0,5.7.0,minor,0,,
GoogleCloudPlatform/jit-access,171,1,org.mockito:mockito-core,5.5.0,5.6.0,minor,1,0,no_maven
GoogleCloudPlatform/jit-access,140,1,org.mockito:mockito-core,5.4.0,5.5.0,minor,1,0,no_maven
brenoepics/at4j,73,1,org.mockito:mockito-core,5.10.0,5.11.0,minor,1,0,no_maven
brenoepics/at4j,58,1,org.mockito:mockito-core,5.9.0,5.10.0,minor,0,,
brenoepics/at4j,40,1,org.mockito:mockito-core,5.8.0,5.9.0,minor,1,0,no_maven
SpringBootCourses/tasklist,47,1,org.mockito:mockito-core,5.9.0,5.11.0,minor,0,,
SpringBootCourses/tasklist,22,1,org.mockito:mockito-core,5.4.0,5.9.0,minor,0,,
rabobank/shadow-tool,123,1,org.mockito:mockito-core,5.7.0,5.8.0,minor,1,0,no_maven
rabobank/shadow-tool,103,1,org.mockito:mockito-core,5.6.0,5.7.0,minor,0,,
java-operator-sdk/jenvtest,164,1,org.mockito:mockito-core,5.10.0,5.11.0,minor,1,0,no_maven
java-operator-sdk/jenvtest,158,1,org.mockito:mockito-core,5.8.0,5.10.0,minor,0,,
java-operator-sdk/jenvtest,140,1,org.mockito:mockito-core,5.7.0,5.8.0,minor,1,0,no_maven
java-operator-sdk/jenvtest,109,1,org.mockito:mockito-core,5.4.0,5.5.0,minor,1,0,no_maven
jhipster/jhipster-lite,9108,1,org.mockito:mockito-junit-jupiter,5.10.0,5.11.0,minor,1,0,no_maven
jhipster/jhipster-lite,8729,1,org.mockito:mockito-junit-jupiter,5.9.0,5.10.0,minor,1,0,no_maven
jhipster/jhipster-lite,8633,1,org.mockito:mockito-junit-jupiter,5.8.0,5.9.0,minor,1,0,no_maven
jhipster/jhipster-lite,8249,1,org.mockito:mockito-junit-jupiter,5.7.0,5.8.0,minor,1,0,no_maven
brenoepics/at4j,8,1,org.mockito:mockito-junit-jupiter,5.2.0,5.8.0,minor,1,0,no_maven
alibaba/fastjson2,2383,1,org.moditect:moditect-maven-plugin,1.2.0.Final,1.2.1.Final,patch,1,,
alibaba/fastjson2,2325,1,org.moditect:moditect-maven-plugin,1.1.0,1.2.0.Final,minor,1,,
alibaba/fastjson2,1998,1,org.moditect:moditect-maven-plugin,1.0.0.Final,1.1.0,minor,1,,
alibaba/fastjson2,2509,1,org.mongodb:bson,5.0.1,5.1.0,minor,1,0,no_maven
alibaba/fastjson2,2398,1,org.mongodb:bson,5.0.0,5.0.1,patch,1,0,no_maven
alibaba/fastjson2,2278,1,org.mongodb:bson,4.11.1,5.0.0,major,0,,
alibaba/fastjson2,2007,1,org.mongodb:bson,4.11.0,4.11.1,patch,1,0,no_maven
alibaba/fastjson2,1930,1,org.mongodb:bson,4.10.2,4.11.0,minor,1,0,no_maven
alibaba/fastjson2,1681,1,org.mongodb:bson,4.9.1,4.10.2,minor,0,,
OpenFeign/querydsl,56,1,org.mongodb:mongo-java-driver,3.12.8,3.12.14,patch,1,0,no_maven
Swofty-Developments/Continued-Slime-World-Manager,5,1,org.mongodb:mongo-java-driver,3.11.0-rc0,3.12.14,minor,0,,
bytemcnetzwerk/evelon,19,1,org.mongodb:mongodb-driver-sync,4.10.2,4.11.0,minor,0,,
devlive-community/datacap,460,1,org.mongodb:mongodb-jdbc,2.0.2,2.0.3,patch,0,,
alibaba/fastjson2,2240,1,org.msgpack:jackson-dataformat-msgpack,0.9.6,0.9.8,patch,1,0,no_maven
alibaba/fastjson2,1903,1,org.msgpack:jackson-dataformat-msgpack,0.9.5,0.9.6,patch,1,0,no_maven
alibaba/fastjson2,1703,1,org.msgpack:jackson-dataformat-msgpack,0.9.4,0.9.5,patch,1,0,no_maven
quarkiverse/quarkus-langchain4j,68,1,org.mvnpm.at.mvnpm:vaadin-webcomponents,24.2.1,24.2.3,patch,1,0,no_maven
quarkiverse/quarkus-langchain4j,553,1,org.mvnpm.at.mvnpm:vaadin-webcomponents,24.3.11,24.3.12,patch,1,0,no_maven
quarkiverse/quarkus-langchain4j,474,1,org.mvnpm.at.mvnpm:vaadin-webcomponents,24.3.10,24.3.11,patch,1,0,no_maven
quarkiverse/quarkus-langchain4j,1,1,org.mvnpm:es-module-shims,1.8.0,1.8.2,patch,1,0,no_maven
usdAG/FlowMate,20,1,org.neo4j.client:neo4j-browser,5.12.0,5.15.0,minor,1,0,no_compile
usdAG/FlowMate,14,1,org.neo4j:neo4j,5.13.0,5.15.0,minor,0,,
usdAG/FlowMate,17,1,org.neo4j:neo4j-bolt,5.13.0,5.15.0,minor,0,,
usdAG/FlowMate,13,1,org.neo4j:neo4j-native,5.13.0,5.15.0,minor,1,0,no_compile
usdAG/FlowMate,26,1,org.neo4j:neo4j-ogm-bolt-driver,4.0.8,4.0.9,patch,1,0,no_test
usdAG/FlowMate,25,1,org.neo4j:neo4j-ogm-core,4.0.8,4.0.9,patch,1,0,no_test
hbelmiro/100DaysOfJava,47,1,org.openjdk.jmh:jmh-core,1.36,1.37,minor,0,,
hbelmiro/100DaysOfJava,49,1,org.openjdk.jmh:jmh-generator-annprocess,1.36,1.37,minor,1,0,no_test
usdAG/FlowMate,8,1,org.openjfx:javafx-controls,19.0.2.1,21.0.1,major,1,,
quarkiverse/quarkus-fx,48,1,org.openjfx:javafx-fxml,21.0.2,21.0.3,patch,1,,
quarkiverse/quarkus-fx,16,1,org.openjfx:javafx-fxml,17.0.10,21.0.2,major,1,,
YehiaFarghaly/database-engine,125,1,org.openjfx:javafx-fxml,21.0.1,21.0.2,patch,1,,
YehiaFarghaly/database-engine,112,1,org.openjfx:javafx-fxml,21,21.0.1,patch,1,,
YehiaFarghaly/database-engine,106,1,org.openjfx:javafx-fxml,20.0.2,21,major,1,,
YehiaFarghaly/database-engine,124,1,org.openjfx:javafx-media,21.0.1,21.0.2,patch,1,,
YehiaFarghaly/database-engine,109,1,org.openjfx:javafx-media,21,21.0.1,patch,1,,
YehiaFarghaly/database-engine,103,1,org.openjfx:javafx-media,20.0.2,21,major,1,,
YehiaFarghaly/database-engine,127,1,org.openjfx:javafx-swing,21.0.1,21.0.2,patch,1,,
YehiaFarghaly/database-engine,110,1,org.openjfx:javafx-swing,21,21.0.1,patch,1,,
YehiaFarghaly/database-engine,105,1,org.openjfx:javafx-swing,20.0.2,21,major,1,,
YehiaFarghaly/database-engine,126,1,org.openjfx:javafx-web,21.0.1,21.0.2,patch,1,,
YehiaFarghaly/database-engine,111,1,org.openjfx:javafx-web,21,21.0.1,patch,1,,
YehiaFarghaly/database-engine,107,1,org.openjfx:javafx-web,20.0.2,21,major,1,,
OpenFeign/querydsl,242,1,org.orbisgis:h2gis,2.2.0,2.2.1,patch,0,,
OpenFeign/querydsl,235,1,org.orbisgis:h2gis,2.2.0,2.2.1,patch,0,,
OpenFeign/querydsl,70,1,org.orbisgis:h2gis,2.0.0,2.2.0,minor,0,,
OpenFeign/querydsl,8,1,org.ow2.asm:asm,9.2,9.6,minor,0,,
alibaba/fastjson2,2369,1,org.ow2.asm:asm,9.6,9.7,minor,1,,
alibaba/fastjson2,1914,1,org.ow2.asm:asm,9.5,9.6,minor,1,,
instancio/instancio,977,1,org.ow2.asm:asm,9.6,9.7,minor,1,,
OpenFeign/querydsl,356,1,org.ow2.asm:asm-bom,9.6,9.7,minor,0,,NO_JAR
OpenFeign/querydsl,35,1,org.ow2.asm:asm-commons,9.2,9.6,minor,1,,
KouShenhai/KCloud-Platform-Alibaba,1222,1,org.postgresql:postgresql,42.7.1,42.7.2,patch,0,,
OpenFeign/querydsl,344,1,org.postgresql:postgresql,42.7.2,42.7.3,patch,1,0,no_maven
