ga,version,repository,tag_name,tag_commit,err
com.jcabi:jcabi-xml,0.29.0,jcabi/jcabi-xml,0.29.0,6636948c6c4c51ec1e4d98e44b46a65dd3f0e50d,
com.konghq:unirest-java,3.14.2,Kong/unirest-java,v3.14.2,c151179c6a3295588737df23c945870f30e4bc29,
com.konghq:unirest-java,3.14.5,Kong/unirest-java,v3.14.5,a49c78f4dd8a2e743f0718771a9d92921f1fac7b,
com.microsoft.sqlserver:mssql-jdbc,11.2.1.jre8,microsoft/mssql-jdbc,v11.2.1,a6d125c1cd157157f1cd4044bd08767d155ce054,
com.microsoft.sqlserver:mssql-jdbc,12.4.2.jre8,microsoft/mssql-jdbc,v12.4.2,4054ad05f8c66222ae34425c6bd9b22f581bd3e3,
com.microsoft.sqlserver:mssql-jdbc,12.5.0.jre8-preview,microsoft/mssql-jdbc,v12.5.0,d9b79dd09264b37d4ec3a92ecd71867336982e3d,
com.microsoft.sqlserver:mssql-jdbc,12.6.0.jre8,microsoft/mssql-jdbc,v12.6.0,3cd946efe4e61446ba9ae073ecc0530746dee6a2,
com.microsoft.sqlserver:mssql-jdbc,12.6.1.jre8,microsoft/mssql-jdbc,v12.6.1,64e6ee57922edbaab85b3242d7601da4a40a890e,
com.microsoft.sqlserver:mssql-jdbc,12.7.0.jre8-preview,microsoft/mssql-jdbc,v12.7.0,c073e78cd18153b305c29533fe53b02200edf796,
com.mycila:license-maven-plugin,4.2,,,,NO_GITHUB
com.mycila:license-maven-plugin,4.3,,,,NO_GITHUB
com.mysema.maven:apt-maven-plugin,1.0.9,,,,NO_GITHUB
com.mysema.maven:apt-maven-plugin,1.1.3,,,,NO_GITHUB
com.networknt:json-schema-validator,1.0.86,,,,NO_GITHUB
com.networknt:json-schema-validator,1.0.87,networknt/json-schema-validator,1.0.87,b634de7c83a2da68957a27f0ea55d08a5133903c,
com.puppycrawl.tools:checkstyle,10.12.5,checkstyle/checkstyle,checkstyle-10.12.5,aa6faae95a98105d103352b7d7aee997ac92b47d,
com.puppycrawl.tools:checkstyle,10.12.6,checkstyle/checkstyle,checkstyle-10.12.6,1c9695555f770365d3f0e1449b07fef8a25627fc,
com.puppycrawl.tools:checkstyle,10.12.7,checkstyle/checkstyle,checkstyle-10.12.7,b54819d1f783a10ca8df13c5987ec0ac28052b3a,
com.puppycrawl.tools:checkstyle,10.14.0,checkstyle/checkstyle,checkstyle-10.14.0,256b8038ad64e20f930d12c215a695c60930adf8,
com.puppycrawl.tools:checkstyle,10.14.1,checkstyle/checkstyle,checkstyle-10.14.1,4729a8ce44c32264ebc289bc43a48d22fdd8e2c7,
com.puppycrawl.tools:checkstyle,10.14.2,checkstyle/checkstyle,checkstyle-10.14.2,5317f9316f4f9741265e832667efe258dc0ee5e4,
com.puppycrawl.tools:checkstyle,10.15.0,checkstyle/checkstyle,checkstyle-10.15.0,72fe7d3fcf04b25e4d8b91bd6e63ed59b50967f0,
com.puppycrawl.tools:checkstyle,10.16.0,checkstyle/checkstyle,checkstyle-10.16.0,e8aa612d624d62baa8f6208a39092a0a46e31987,
com.slack.api:slack-api-client,1.32.1,slackapi/java-slack-sdk,v1.32.1,b9676b54c56b34eb5f05be001c04204aa4f4515e,
com.slack.api:slack-api-client,1.32.2,slackapi/java-slack-sdk,v1.32.2,8bf72c24b49e045e44dde821d656035b28417327,
com.slack.api:slack-api-client,1.33.0,slackapi/java-slack-sdk,v1.33.0,edd6e748d406b86d7f9a1405f4d295140e6234ff,
com.slack.api:slack-api-client,1.34.0,slackapi/java-slack-sdk,v1.34.0,198ea70982ad4ac176f2d5e0404fe41e4d5af8db,
com.slack.api:slack-api-client,1.35.0,slackapi/java-slack-sdk,v1.35.0,ecf1039e0d1c27e5aee1e25116fb2eada70826e1,
com.slack.api:slack-api-client,1.35.1,slackapi/java-slack-sdk,v1.35.1,796e2ef36a364a5310384c15274727fcc382ef32,
com.slack.api:slack-api-client,1.38.0,slackapi/java-slack-sdk,v1.38.0,802d2b34cd7bc392f86cad8d79f2c840257f4fcb,
com.slack.api:slack-api-client,1.38.1,slackapi/java-slack-sdk,v1.38.1,e8d988e754d0350fa87682c014c12cc40060889a,
com.spotify.fmt:fmt-maven-plugin,2.20,spotify/fmt-maven-plugin,fmt-maven-plugin-2.20,eded35e68bdba8ef52b1dbe102119d1e519ffda4,
com.spotify.fmt:fmt-maven-plugin,2.21.1,spotify/fmt-maven-plugin,2.21.1,50f8a137f44e565783194f4914ad7702b9a6ccd3,
com.spotify.fmt:fmt-maven-plugin,2.22,spotify/fmt-maven-plugin,2.22.0,bacc3fca092c6c674a8e89042b66aaa1f34cd98e,
com.spotify.fmt:fmt-maven-plugin,2.22.1,spotify/fmt-maven-plugin,2.22.1,c71fbb2b234acfc7f88e113b8a0de94f3305a273,
com.squareup:kotlinpoet-jvm,1.15.1,square/kotlinpoet,1.15.1,3ef169f7a3827b5622e831376a65eeb4bc3b3176,
com.squareup:kotlinpoet-jvm,1.15.2,square/kotlinpoet,1.15.2,376f7a5484b104b3fccfb230d342193ef06468e5,
com.squareup:kotlinpoet-jvm,1.15.3,square/kotlinpoet,1.15.3,6e3d289d206594a1cd57ae70c81465d41b70d2b6,
com.squareup:kotlinpoet-jvm,1.16.0,square/kotlinpoet,1.16.0,5e7077661b04fbf011ac5d71c955b9292e940460,
com.sun.xml.bind:jaxb-xjc,4.0.2,,,,NO_GITHUB
com.sun.xml.bind:jaxb-xjc,4.0.4,,,,NO_GITHUB
com.sun.xml.bind:jaxb-xjc,4.0.5,,,,NO_GITHUB
com.tngtech.archunit:archunit,1.2.0,TNG/ArchUnit,v1.2.0,12e8fb188c4beec33e525b5e491ef3ed5ba252e4,
com.tngtech.archunit:archunit,1.2.1,TNG/ArchUnit,v1.2.1,17ced0833324760dfdf49aaa07ea00c1fbee63aa,
com.tngtech.archunit:archunit-junit5-api,1.2.0,TNG/ArchUnit,v1.2.0,12e8fb188c4beec33e525b5e491ef3ed5ba252e4,
com.tngtech.archunit:archunit-junit5-api,1.2.1,TNG/ArchUnit,v1.2.1,17ced0833324760dfdf49aaa07ea00c1fbee63aa,
com.tngtech.archunit:archunit-junit5-api,1.3.0,TNG/ArchUnit,v1.3.0,dc7238fc7dfcfc50f5473c0cb3825de3dd9ced72,
commons-codec:commons-codec,1.16.0,,,,NO_GITHUB
commons-codec:commons-codec,1.16.1,,,,NO_GITHUB
commons-codec:commons-codec,1.17.0,,,,NO_GITHUB
commons-io:commons-io,2.14.0,,,,NO_GITHUB
commons-io:commons-io,2.15.0,,,,NO_GITHUB
commons-io:commons-io,2.15.1,,,,NO_GITHUB
commons-io:commons-io,2.16.0,,,,NO_GITHUB
commons-io:commons-io,2.16.1,,,,NO_GITHUB
de.flapdoodle.embed:de.flapdoodle.embed.mongo.spring30x,4.6.2,flapdoodle-oss/de.flapdoodle.embed.mongo.spring,de.flapdoodle.embed.mongo.spring30x-4.6.2,1d793d3dbf06951b12acde59abbd48edc3833cb4,
de.flapdoodle.embed:de.flapdoodle.embed.mongo.spring30x,4.9.2,flapdoodle-oss/de.flapdoodle.embed.mongo.spring,de.flapdoodle.embed.mongo.spring30x-4.9.2,911d1d5b2d9fd42c9f8ce8d6edc641e48f218e41,
dev.cel:cel,0.4.0,,,,NO_GITHUB
dev.cel:cel,0.4.1,,,,NO_GITHUB
dev.morphia.morphia:morphia-core,2.3.5,MorphiaOrg/morphia,r2.3.5,1a8c6b7d3bcd48f55e4ab2839be33188068aeed6,
dev.morphia.morphia:morphia-core,2.3.6,MorphiaOrg/morphia,r2.3.6,b40565c46fa9399b4420f46291fd38987fd4118a,
dev.morphia.morphia:morphia-core,2.4.0,MorphiaOrg/morphia,r2.4.0,c6b4c9195cb30336260f7a2c4428959c92ea114c,
dev.morphia.morphia:morphia-core,2.4.1,MorphiaOrg/morphia,r2.4.1,ada2b50d80c52812dd2e75cfe793ae9687fac55f,
dev.morphia.morphia:morphia-core,2.4.2,MorphiaOrg/morphia,v2.4.2,7c250fa4d4c76940786209f0642594357b000c6c,
dev.morphia.morphia:morphia-core,2.4.5,MorphiaOrg/morphia,v2.4.5,97b702741053faf0da772c8b972ce98739309f5d,
dev.morphia.morphia:morphia-core,2.4.6,MorphiaOrg/morphia,v2.4.6,b9b171e1cf2d64df140ba004c0d360417da0ec01,
dev.morphia.morphia:morphia-core,2.4.8,MorphiaOrg/morphia,v2.4.8,405e4a9ecb1c46a7f77072965aa6d6deb40d36c9,
dev.morphia.morphia:morphia-core,2.4.9,MorphiaOrg/morphia,v2.4.9,a906837d084ea6641bcc00c29d98b7e1ecaf2218,
eu.michael-simons.neo4j:neo4j-migrations,2.10.0,michael-simons/neo4j-migrations,2.10.0,ff0e4fc98ce5297aa742591fdd541693fcbe5f0a,
eu.michael-simons.neo4j:neo4j-migrations,2.10.1,michael-simons/neo4j-migrations,2.10.1,10485362ef4c09e90d35518f1e38d0af9784c05b,
eu.michael-simons.neo4j:neo4j-migrations,2.8.0,michael-simons/neo4j-migrations,2.8.0,c8ae8f862d410cac33a0ebff20dc58b73ddf5a8f,
eu.michael-simons.neo4j:neo4j-migrations,2.8.1,michael-simons/neo4j-migrations,2.8.1,4cbf88ddd1c1888d16ffffcb58a3dc6f95e3d527,
eu.michael-simons.neo4j:neo4j-migrations,2.8.2,michael-simons/neo4j-migrations,2.8.2,dfd041251cfa3337ba3422de68f4ee99f295c6f3,
eu.michael-simons.neo4j:neo4j-migrations,2.9.0,michael-simons/neo4j-migrations,2.9.0,f35da910bc3590422b887df2ba3769ec0c49b134,
eu.michael-simons.neo4j:neo4j-migrations,2.9.1,michael-simons/neo4j-migrations,2.9.1,bcc18af6017b3e0867d8f30c165e038d281366dd,
eu.michael-simons.neo4j:neo4j-migrations,2.9.2,michael-simons/neo4j-migrations,2.9.2,ad36d36af75a7c275d3d725befe511c9352a9c25,
eu.michael-simons.neo4j:neo4j-migrations,2.9.3,michael-simons/neo4j-migrations,2.9.3,933b9244c926b7eed6c6eb5ff2d00f98e052b3cc,
info.picocli:picocli,4.7.4,remkop/picocli,v4.7.4,248390479ed1ab9aa779a2aaee57d477b425033a,
info.picocli:picocli,4.7.5,remkop/picocli,v4.7.5,6336bb4f412c0e62c61431286a6ce09f41447e54,
info.picocli:picocli,4.7.6,remkop/picocli,v4.7.6,368d97e4f60ab2d546199a92611a22abf337b091,
io.asyncer:r2dbc-mysql,1.1.1,asyncer-io/r2dbc-mysql,r2dbc-mysql-1.1.1,cdcfc77899b3d8a6d5786ab68e5ee26af21169f1,
io.asyncer:r2dbc-mysql,1.1.2,asyncer-io/r2dbc-mysql,r2dbc-mysql-1.1.2,c41c5ef3ceb353c24c38b056b84c4e936fe6c881,
io.asyncer:r2dbc-mysql,1.1.3,asyncer-io/r2dbc-mysql,r2dbc-mysql-1.1.3,9a1a74e20bdd8cf36625b94a57f0001963a45bb6,
io.crate:crate-jdbc,2.6.0,crate/crate-jdbc,2.6.0,949137bf94f86c1c9cf39439e523ff953030d3c6,
io.crate:crate-jdbc,2.7.0,crate/crate-jdbc,2.7.0,ad5a0aef05ce5fe6d9c4ab75cb24b9dba4f672b2,
io.fabric8:maven-model-helper,29,fabric8-launcher/maven-model-helper,v29,ead97aed148d0cc0c43a579f3a742ab4bd5d2ff6,
io.fabric8:maven-model-helper,30,fabric8-launcher/maven-model-helper,v30,9aa4fd04cef835745edef1606c8ecab8230f59c9,
io.fabric8:maven-model-helper,35,fabric8-launcher/maven-model-helper,v35,57fb8b0269df107472cfe7164629e2aa66b7c0b5,
io.fabric8:maven-model-helper,36,fabric8-launcher/maven-model-helper,v36,42c8922d07261d434859a8fbf6020fad464edcb0,
io.github.classgraph:classgraph,4.8.164,classgraph/classgraph,classgraph-4.8.164,8360c03ebcd1f196a7101f4364aaab0bed206376,
io.github.classgraph:classgraph,4.8.165,classgraph/classgraph,classgraph-4.8.165,f4419d410172d137a020c58c18ff6e1b756d1e82,
io.github.classgraph:classgraph,4.8.168,classgraph/classgraph,classgraph-4.8.168,de2651a2b82e13c746388e92912709b9070810cd,
io.github.classgraph:classgraph,4.8.170,classgraph/classgraph,classgraph-4.8.170,da9a1b4cb109d9e4fbe0f317031ae183ae7e7aeb,
io.github.classgraph:classgraph,4.8.171,classgraph/classgraph,classgraph-4.8.171,a81b80e6d889e083c71ccdecfa1e19d7037d2750,
io.github.classgraph:classgraph,4.8.172,classgraph/classgraph,classgraph-4.8.172,d3b229538bb7b9badef53307ce238377ade3c0c9,
io.github.dreamvoid:MiraiMC-Integration,1.8-pre2,DreamVoid/MiraiMC,v1.8-pre2,6022401aeb89e61f26d201c220c23dd3ab1202bb,
io.github.dreamvoid:MiraiMC-Integration,1.8-rc1,DreamVoid/MiraiMC,v1.8-rc1,0e698aa9ddd62d9eaa74ea1387f5c76c9984559a,
io.github.dreamvoid:MiraiMC-Integration,1.8-rc2,DreamVoid/MiraiMC,v1.8-rc2,f45a337dc26a2d23bcada193a4e677fd42dfecca,
io.github.dreamvoid:MiraiMC-Integration,1.8.1,DreamVoid/MiraiMC,v1.8.1,b1b47122075b0b72a1621638e6b2829ee2344285,
io.github.dreamvoid:MiraiMC-Integration,1.8.2,DreamVoid/MiraiMC,v1.8.2,8a267fea2d94811d297827b88831a3dbf93826f9,
io.github.dreamvoid:MiraiMC-Integration,1.8.3,DreamVoid/MiraiMC,v1.8.3,2abeb5b51766fb309bcb57a13597b658be5a1705,
io.github.git-commit-id:git-commit-id-maven-plugin,6.0.0,git-commit-id/git-commit-id-maven-plugin,v6.0.0,a35d8e80981627ed515d21ed35b0454ace609eb8,
io.github.git-commit-id:git-commit-id-maven-plugin,7.0.0,git-commit-id/git-commit-id-maven-plugin,v7.0.0,0fdf9c70ec77dfdc34a259a83c5c2e3257daf389,
io.github.git-commit-id:git-commit-id-maven-plugin,8.0.0,git-commit-id/git-commit-id-maven-plugin,v8.0.0,119cf98f26c47785cd03521916fcb82dfe00f2f7,
io.github.git-commit-id:git-commit-id-maven-plugin,8.0.1,git-commit-id/git-commit-id-maven-plugin,v8.0.1,b9483c2155119af4e3fbc08f2d2d2d97bb272bc8,
io.github.git-commit-id:git-commit-id-maven-plugin,8.0.2,git-commit-id/git-commit-id-maven-plugin,v8.0.2,a65350097c2cb897714ac395a4c409b5bea88a01,
io.github.itning:guava-retrying3,3.0.2,itning/guava-retrying3,v3.0.2,86b397ea5ffe66eec6482fd70284b3b20770ca26,
io.github.itning:guava-retrying3,3.0.3,itning/guava-retrying3,v3.0.3,2fc68b5a624733290a7a71c188fd420fa8aaf6f9,
io.hypersistence:hypersistence-utils-hibernate-62,3.5.3,vladmihalcea/hypersistence-utils,hypersistence-utils-parent-3.5.3,22f740c08e7ccbc8bb62d02754fa855995547347,
io.hypersistence:hypersistence-utils-hibernate-62,3.6.0,vladmihalcea/hypersistence-utils,hypersistence-utils-parent-3.6.0,b4cc8e2fb165fffc5da3064952b9460a40c4ef49,
io.hypersistence:hypersistence-utils-hibernate-62,3.6.1,vladmihalcea/hypersistence-utils,hypersistence-utils-parent-3.6.1,3bcceb6ea03d39184452a6a459f2edc0b3a60a9e,
io.hypersistence:hypersistence-utils-hibernate-62,3.7.0,vladmihalcea/hypersistence-utils,hypersistence-utils-parent-3.7.0,41dfb04afac4c1962babbfd1809881b30b9c668c,
io.hypersistence:hypersistence-utils-hibernate-62,3.7.1,vladmihalcea/hypersistence-utils,hypersistence-utils-parent-3.7.1,48774616b82300f50e4e8de22ac8ba492c14c135,
io.hypersistence:hypersistence-utils-hibernate-63,3.7.1,vladmihalcea/hypersistence-utils,hypersistence-utils-parent-3.7.1,48774616b82300f50e4e8de22ac8ba492c14c135,
io.hypersistence:hypersistence-utils-hibernate-63,3.7.2,vladmihalcea/hypersistence-utils,hypersistence-utils-parent-3.7.2,c7e9f30c365e9270bcf9231a3529e9e673beb769,
io.hypersistence:hypersistence-utils-hibernate-63,3.7.3,vladmihalcea/hypersistence-utils,hypersistence-utils-parent-3.7.3,5f35c2fbcb3cca4003008061432ba14c4935f1bc,
io.hypersistence:hypersistence-utils-hibernate-63,3.7.4,vladmihalcea/hypersistence-utils,hypersistence-utils-parent-3.7.4,d1145e8fb4adc359c53c17c5bd2d7ea4f08c70ef,
io.hypersistence:hypersistence-utils-hibernate-63,3.7.5,vladmihalcea/hypersistence-utils,hypersistence-utils-parent-3.7.5,887d8b7d75ca7f41737113ec9ec7aefd4b582c0e,
io.minio:minio,8.5.3,minio/minio-java,8.5.3,b144a0d7afdaeefabc1c6e6c0a1c244b1fab1f27,
io.minio:minio,8.5.7,minio/minio-java,8.5.7,f1e0d9bde6afa3b11d8907e14727325a50c3e88e,
io.minio:minio,8.5.8,minio/minio-java,8.5.8,f30ddb2852dc9be7e1d72348bd1ae1fe565a856e,
io.minio:minio,8.5.9,minio/minio-java,8.5.9,7b2b3a18f007e3e94dd68573da2088f1d4320bac,
io.netty:netty-all,4.1.104.Final,netty/netty,netty-4.1.104.Final,257742648994569cadce5a6fac079bc8c041b141,
io.netty:netty-all,4.1.105.Final,netty/netty,netty-4.1.105.Final,47579d07fe9b0232df4e83120131388864bfb52b,
io.netty:netty-all,4.1.106.Final,netty/netty,netty-4.1.106.Final,9d0ec7b9356487f11921340c6b54f9f0c8c8b4b7,
io.netty:netty-all,4.1.107.Final,netty/netty,netty-4.1.107.Final,1908d3a8b02b6ebd00b6c3c0f60cf31a8e31d2ca,
io.netty:netty-all,4.1.108.Final,netty/netty,netty-4.1.108.Final,3a3f9d13b129555802de5652667ca0af662f554e,
io.netty:netty-all,4.1.109.Final,netty/netty,netty-4.1.109.Final,43455dfe98202b8dc63d89ac3f04027c3e8f9f54,
io.netty:netty-all,4.1.94.Final,netty/netty,netty-4.1.94.Final,da1a448d5bc4f36cc1744db93fcaf64e198db2bd,
io.netty:netty-all,4.1.99.Final,netty/netty,netty-4.1.99.Final,8e3fe284251d61543cfc37c6b061b63ce6946aaf,
io.openliberty.tools:liberty-maven-plugin,3.8,OpenLiberty/ci.maven,liberty-maven-3.8,ffa05649567d79aeac01286138283ca800b59a04,
io.openliberty.tools:liberty-maven-plugin,3.8.2,OpenLiberty/ci.maven,liberty-maven-3.8.2,4ebcd7e25abca56c0d222854672875b733aadda6,
io.opentelemetry:opentelemetry-api,1.36.0,open-telemetry/opentelemetry-java,v1.36.0,049c6cf06202cf8caf2ffb30f4589517461a4b0f,
io.opentelemetry:opentelemetry-api,1.37.0,open-telemetry/opentelemetry-java,v1.37.0,a3e7f51425f6d412de9dad4f267720b521b05ae1,
io.opentelemetry:opentelemetry-exporter-otlp,1.30.1,open-telemetry/opentelemetry-java,v1.30.1,60c06dbe682f686f1a13907604f93d7adeecbef9,
io.opentelemetry:opentelemetry-exporter-otlp,1.31.0,open-telemetry/opentelemetry-java,v1.31.0,c25c0a0ee0da01ab2f74ba83052d1c249ed57020,
io.projectreactor:reactor-bom,2023.0.3,reactor/reactor,2023.0.3,803884a36a35146db921b26f429ababfec2f10de,
io.projectreactor:reactor-bom,2023.0.4,reactor/reactor,2023.0.4,4e376643d8e690e9d7e3c306a8b55b7695eb114e,
io.projectreactor:reactor-core,3.5.10,reactor/reactor-core,v3.5.10,7f9c77ec28dc0bdfc1eafe04062cb1195fd9b552,
io.projectreactor:reactor-core,3.5.11,reactor/reactor-core,v3.5.11,c6b7f8778bd398ba38f019f6e43977cafb0a68e5,
io.projectreactor:reactor-core,3.5.7,reactor/reactor-core,v3.5.7,0e0cdf8224aaf85dba3f2ba5ea5ad2665a3d7ced,
io.projectreactor:reactor-core,3.5.8,reactor/reactor-core,v3.5.8,1df750e20d392dc72344871e8ad220a6ae2ebf7c,
io.projectreactor:reactor-core,3.5.9,reactor/reactor-core,v3.5.9,77541615768672cd1563627871cd574d058f3dd9,
io.projectreactor:reactor-core,3.6.0,reactor/reactor-core,v3.6.0,e42dd15faf7c022235be020c79b64671d5a7f870,
io.projectreactor:reactor-core,3.6.1,reactor/reactor-core,v3.6.1,70b912d3dc96d32e41d1cdb8ee67d418e2007f08,
io.projectreactor:reactor-core,3.6.2,reactor/reactor-core,v3.6.2,38c8501e8bc1802a84fdb34955c5af89ee94c46e,
io.projectreactor:reactor-core,3.6.4,reactor/reactor-core,v3.6.4,5aedeaa34593aef3640f14a904857b9fd4e5ea7a,
io.projectreactor:reactor-core,3.6.5,reactor/reactor-core,v3.6.5,826673d4215f34762647a3ce08d3eb6c2a4ea064,
io.quarkiverse.wiremock:quarkus-wiremock-test,1.3.0,quarkiverse/quarkus-wiremock,1.3.0,3375b1ae8748db1d53ffc27b7d6aac4519e87546,
io.quarkiverse.wiremock:quarkus-wiremock-test,1.3.1,quarkiverse/quarkus-wiremock,1.3.1,18e39a67cf6683a781f77cdaa9c82292aa549cd5,
io.quarkiverse.wiremock:quarkus-wiremock-test,1.3.2,quarkiverse/quarkus-wiremock,1.3.2,01dfcd7d2342ba92f41283fbf98cdc544d07a2f6,
io.smallrye:jandex,3.1.2,smallrye/jandex,3.1.2,f3e55b2f19486f9a24784e290ab2e3b44459699d,
io.smallrye:jandex,3.1.6,smallrye/jandex,3.1.6,7cf59dc1352b7c75e97b505184933ce1a8bf4225,
io.smallrye:jandex,3.1.7,smallrye/jandex,3.1.7,0f8ee62d0cdd918ba4c52ac3eba20bdc41c3e5e4,
io.smallrye:jandex,3.1.8,smallrye/jandex,3.1.8,b827ceb149e0a66cc7068844c643e0e1cc97366d,
io.smallrye:jandex-maven-plugin,3.1.6,smallrye/jandex,3.1.6,7cf59dc1352b7c75e97b505184933ce1a8bf4225,
io.smallrye:jandex-maven-plugin,3.1.7,smallrye/jandex,3.1.7,0f8ee62d0cdd918ba4c52ac3eba20bdc41c3e5e4,
io.spring.javaformat:spring-javaformat-maven-plugin,0.0.39,spring-io/spring-javaformat,v0.0.39,3cc02e9af4db4aaac02f75686f26c11e8e95c1d1,
io.spring.javaformat:spring-javaformat-maven-plugin,0.0.41,spring-io/spring-javaformat,v0.0.41,b6e55eb287c11ac0aaf1254c6efdf30c43a480ff,
io.sundr:sundr-maven-plugin,0.101.0,sundrio/sundrio,0.101.0,7fe6f4443b4ed7645e55646b373a3e57f3c900df,
io.sundr:sundr-maven-plugin,0.101.3,sundrio/sundrio,0.101.3,05e08ec9716c99a664106c815cae5acabcc3c351,
io.sundr:sundr-maven-plugin,0.103.0,sundrio/sundrio,0.103.0,0b0b52c00a698b9e4cf1f05dfde45d40608a23f7,
io.sundr:sundr-maven-plugin,0.103.1,sundrio/sundrio,,,NO_TAG
io.sundr:sundr-maven-plugin,0.200.0,sundrio/sundrio,0.200.0,205004886c2f48a413bef8a78e74c5e286f1ad96,
io.swagger:swagger-annotations,1.6.12,swagger-api/swagger-core,v1.6.12,6e6c45f3278795f8e651aa9f6f109f7a1fe40c8b,
io.swagger:swagger-annotations,1.6.13,swagger-api/swagger-core,v1.6.13,197e229b4bc6999160afffa21d26ebef1ca22175,
io.undertow:undertow-core,2.3.10.Final,undertow-io/undertow,2.3.10.Final,7d8ebdd72ab175508a371fbd8a40888b25d17ab7,
io.undertow:undertow-core,2.3.7.Final,undertow-io/undertow,2.3.7.Final,b7c54c422166cb30f84ba15ff0c3ddfa29211f5e,
io.undertow:undertow-core,2.3.8.Final,undertow-io/undertow,2.3.8.Final,cea0f3f66ac0f4eafc23ac50708ba4cb1e0d9468,
io.undertow:undertow-websockets-jsr,2.3.10.Final,undertow-io/undertow,2.3.10.Final,7d8ebdd72ab175508a371fbd8a40888b25d17ab7,
io.undertow:undertow-websockets-jsr,2.3.7.Final,undertow-io/undertow,2.3.7.Final,b7c54c422166cb30f84ba15ff0c3ddfa29211f5e,
io.undertow:undertow-websockets-jsr,2.3.8.Final,undertow-io/undertow,2.3.8.Final,cea0f3f66ac0f4eafc23ac50708ba4cb1e0d9468,
io.undertow:undertow-websockets-jsr,2.3.9.Final,undertow-io/undertow,2.3.9.Final,4db51f960c801837c223667fbd4764b0eb07c7fc,
jakarta.activation:jakarta.activation-api,2.1.1,jakartaee/jaf-api,2.1.1,6c7dd2d757f6a705048c8b4e074c6f741dee110d,
jakarta.activation:jakarta.activation-api,2.1.2,jakartaee/jaf-api,2.1.2,0750e49665855b4b85487aa3780bf0daf09e8e4c,
jakarta.json.bind:jakarta.json.bind-api,3.0.0,jakartaee/jsonb-api,3.0.0,9dc1f518ec6663cbe29c94a1d2ad96694184f89c,
jakarta.json.bind:jakarta.json.bind-api,3.0.1,jakartaee/jsonb-api,3.0.1,2f3154010a16cb4569595c3c16125661f9407038,
jakarta.xml.bind:jakarta.xml.bind-api,4.0.0,jakartaee/jaxb-api,4.0.0,7e887b2a666361c1cb4ebb7b91c7c4922708a907,
jakarta.xml.bind:jakarta.xml.bind-api,4.0.1,jakartaee/jaxb-api,4.0.1,2ab55f89b89adefc88214f76dee4b250871de369,
jakarta.xml.bind:jakarta.xml.bind-api,4.0.2,jakartaee/jaxb-api,4.0.2,ca43d8b962e2ef8170616741ca5dd3312ee2316b,
joda-time:joda-time,2.10.10,JodaOrg/joda-time,v2.10.10,b126e8a56be3fbcd581efff9478aa11e310a4972,
joda-time:joda-time,2.12.5,JodaOrg/joda-time,v2.12.5,806da07a2502235d32672a47a6f5ebb434b40a0a,
joda-time:joda-time,2.12.6,JodaOrg/joda-time,v2.12.6,d95b7d6ae4d09be7ca565909eb36a2b5272da6ef,
joda-time:joda-time,2.12.7,JodaOrg/joda-time,v2.12.7,290a451396637ed9ad52cce61e40382e8095d8fb,
junit:junit,4.13.1,junit-team/junit4,r4.13.1,1b683f4ec07bcfa40149f086d32240f805487e66,
junit:junit,4.13.2,junit-team/junit4,r4.13.2,05fe2a64f59127c02135be22f416e91260d6ede6,
kr.motd.maven:os-maven-plugin,1.6.2,trustin/os-maven-plugin,os-maven-plugin-1.6.2,3d168a9d9731953d8a9002a73bd4657f2164648a,
kr.motd.maven:os-maven-plugin,1.7.1,trustin/os-maven-plugin,os-maven-plugin-1.7.1,9913130a2e3d77dedebc263e5c379685c438b59a,
net.alchim31.maven:scala-maven-plugin,3.1.3,,,,NO_GITHUB
net.alchim31.maven:scala-maven-plugin,3.4.6,,,,NO_GITHUB
net.alchim31.maven:scala-maven-plugin,4.8.1,,,,NO_GITHUB
net.alchim31.maven:scala-maven-plugin,4.9.0,,,,NO_GITHUB
net.bytebuddy:byte-buddy,1.14.10,,,,NO_GITHUB
net.bytebuddy:byte-buddy,1.14.11,,,,NO_GITHUB
net.bytebuddy:byte-buddy,1.14.12,,,,NO_GITHUB
net.bytebuddy:byte-buddy,1.14.13,,,,NO_GITHUB
net.bytebuddy:byte-buddy,1.14.14,,,,NO_GITHUB
net.bytebuddy:byte-buddy,1.14.15,,,,NO_GITHUB
net.bytebuddy:byte-buddy-agent,1.14.10,,,,NO_GITHUB
net.bytebuddy:byte-buddy-agent,1.14.11,,,,NO_GITHUB
net.bytebuddy:byte-buddy-agent,1.14.12,,,,NO_GITHUB
net.bytebuddy:byte-buddy-agent,1.14.13,,,,NO_GITHUB
net.bytebuddy:byte-buddy-agent,1.14.14,,,,NO_GITHUB
net.bytebuddy:byte-buddy-agent,1.14.5,,,,NO_GITHUB
net.bytebuddy:byte-buddy-agent,1.14.7,,,,NO_GITHUB
net.datafaker:datafaker,2.2.0,datafaker-net/datafaker,v2.2.0,60f0774f2f36e748cf428a760a84d4f8ec28806b,
net.datafaker:datafaker,2.2.1,datafaker-net/datafaker,v2.2.1,580f8f804707d2803f1b540b577e052e1d86d918,
net.datafaker:datafaker,2.2.2,datafaker-net/datafaker,v2.2.2,55ed9c7b8448f37f127480f7f6ecbbdcdf7b9adb,
net.jqwik:jqwik,1.8.3,jqwik-team/jqwik,1.8.3,80b6e679b96fcc91e1f6f0036c361f547d714f7c,
