ga,version,groundtruth_repo,groundtruth_tag,repo,tag,commit,exact_match,has_tests,err
io.fabric8:docker-maven-plugin,0.39.0,fabric8io/${artifactId},v0.39.0,fabric8io/docker-maven-plugin,v0.39.0,090a9f6c6d1837216cd7ec3acb04a44a92b7d2ca,True,True,
io.fabric8:docker-maven-plugin,0.40.0,fabric8io/${artifactId},v0.40.0,fabric8io/docker-maven-plugin,v0.40.0,83524e20a287da6bf36445e090c9c2083f2c7293,True,True,
io.fabric8:docker-maven-plugin,0.36.1,fabric8io/${artifactId},v0.36.1,fabric8io/docker-maven-plugin,v0.36.1,bc3960cb25176e6af97274fdc19e987b166c8ddf,True,True,
io.fabric8:docker-maven-plugin,0.35.0,fabric8io/${artifactId},v0.35.0,fabric8io/docker-maven-plugin,v0.35.0,b670520a516850acebf97ce57373bf1a323d3f92,True,True,
io.fabric8:docker-maven-plugin,0.43.1,fabric8io/${artifactId},v0.43.1,fabric8io/docker-maven-plugin,v0.43.1,df1aec348ecec04d76c7dba55c497511fdd151e3,True,True,
io.repaint.maven:tiles-maven-plugin,2.39,repaint-io/maven-tiles,tiles-maven-plugin-2.39,repaint-io/maven-tiles,tiles-maven-plugin-2.39,68173dd855c94824af3ce3e05e98e1d89d7f81cb,True,False,
io.repaint.maven:tiles-maven-plugin,2.40,repaint-io/maven-tiles,tiles-maven-plugin-2.40,repaint-io/maven-tiles,tiles-maven-plugin-2.40,92eedcf655baa622ed581e49ef45f16d1ee3a08b,True,False,
io.jooby:jooby,3.0.5,jooby-project/${artifactId},v3.0.5,jooby-project/jooby,v3.0.5,7ef677442ace7a02274101f24bfed5e369bd2e8f,True,True,
io.jooby:jooby,3.0.0.M7,jooby-project/${artifactId},v3.0.0.M7,jooby-project/jooby,v3.0.0.M7,608a95a0c20df6527732e92fbac84932ad5d5750,True,True,
io.liftwizard:liftwizard,0.17.0,motlin/${artifactId},0.17.0,motlin/liftwizard,0.17.0,65310a4bcf3555ab09ac005b403cf72a37860989,True,True,
io.liftwizard:liftwizard,0.25.0,motlin/${artifactId},0.25.0,motlin/liftwizard,0.25.0,86be143a328d77e191f99b331b2d9ad8a5f5f741,True,True,
io.liftwizard:liftwizard,0.30.0,motlin/${artifactId},0.30.0,motlin/liftwizard,0.30.0,2c053f313d84e1201b8e9e4916694cb2af35a2d6,True,True,
io.liftwizard:liftwizard,0.9.0,motlin/${artifactId},0.9.0,motlin/liftwizard,0.9.0,a19ad2e377eadd127083393ca4dda104553f9858,True,True,
io.liftwizard:liftwizard,0.35.0,motlin/${artifactId},0.35.0,motlin/liftwizard,0.35.0,2eb80b77c9182cccf410b6d6ce31f91db888e20d,True,True,
io.liftwizard:liftwizard,2.1.1,motlin/${artifactId},2.1.1,motlin/liftwizard,2.1.1,216fb2ca24d6e5f91e2d0fec8b24fbf15ceb43a5,True,True,
io.liftwizard:liftwizard,0.29.0,motlin/${artifactId},0.29.0,motlin/liftwizard,0.29.0,669244401edf118e530ead5eb61529dcc5e17189,True,True,
io.liftwizard:liftwizard,0.5.0,motlin/${artifactId},0.5.0,motlin/liftwizard,0.5.0,5b0358b48ef5551ceb9f7f4fedb54cb27f546aed,True,True,
io.liftwizard:liftwizard,0.12.0,motlin/${artifactId},0.12.0,motlin/liftwizard,0.12.0,7b2fb4b2574fefe5a0a6e4d9e9a9c816d22c5e11,True,True,
io.liftwizard:liftwizard,0.20.0,motlin/${artifactId},0.20.0,motlin/liftwizard,0.20.0,de860a225979f7afb9cf860d524fdef31655cdbb,True,True,
io.liftwizard:liftwizard,0.23.0,motlin/${artifactId},0.23.0,motlin/liftwizard,0.23.0,7895a8cad1347687be98adc3c7944e2286ca6cab,True,True,
io.liftwizard:liftwizard,0.11.0,motlin/${artifactId},0.11.0,motlin/liftwizard,0.11.0,504c0810bf373e6a2919a4d321b97547f5637240,True,True,
io.liftwizard:liftwizard,0.6.0,motlin/${artifactId},0.6.0,motlin/liftwizard,0.6.0,95cf646a10a526f7a03db14ab46bd589c43df0a1,True,True,
io.liftwizard:liftwizard,0.18.0,motlin/${artifactId},0.18.0,motlin/liftwizard,0.18.0,10cd09fc8843a100fd8749b3d72c303a165d7aca,True,True,
io.liftwizard:liftwizard,0.36.0,motlin/${artifactId},0.36.0,motlin/liftwizard,0.36.0,6eff0160feca08395e379b13f2a726a5168e61ff,True,True,
io.liftwizard:liftwizard,2.1.0,motlin/${artifactId},2.1.0,motlin/liftwizard,2.1.0,594e90c4588425db5df62a0243b16f12a21c6769,True,True,
io.liftwizard:liftwizard,0.33.0,motlin/${artifactId},0.33.0,motlin/liftwizard,0.33.0,3e789953f282b2b6beb0828ac7b478b17ff10415,True,True,
io.liftwizard:liftwizard,0.26.0,motlin/${artifactId},0.26.0,motlin/liftwizard,0.26.0,f7453a6f858fb5858927b32ea7130ddbf7ff28c5,True,True,
io.liftwizard:liftwizard,0.3.0,motlin/${artifactId},0.3.0,motlin/liftwizard,0.3.0,bf7b18fb9cb9ac7f1815dbea4fc7131b829dcf11,True,True,
io.liftwizard:liftwizard,0.14.0,motlin/${artifactId},0.14.0,motlin/liftwizard,0.14.0,66f8f0b20271ecd00e0ff61202607a8787cf3e95,True,True,
io.liftwizard:liftwizard,2.1.5,motlin/${artifactId},2.1.5,motlin/liftwizard,2.1.5,9e58555de0fbc5116ee77d6094d564d211a19619,True,True,
io.liftwizard:liftwizard,0.4.0,motlin/${artifactId},0.4.0,motlin/liftwizard,0.4.0,15fd7aad9362da29d429e80ad359273fcf3b9d31,True,True,
io.liftwizard:liftwizard,0.13.0,motlin/${artifactId},0.13.0,motlin/liftwizard,0.13.0,18c85e2799466c630e65a5a6edbf923c1e8b4d6c,True,True,
io.liftwizard:liftwizard,0.28.0,motlin/${artifactId},0.28.0,motlin/liftwizard,0.28.0,677dbc65bb669ab00ca3dbb4037e887fca1ff1fb,True,True,
io.liftwizard:liftwizard,0.34.0,motlin/${artifactId},0.34.0,motlin/liftwizard,0.34.0,e9e7f5a54e9a6b4dc24b04c82b2c5dfc4161cfdf,True,True,
io.liftwizard:liftwizard,2.0.1,motlin/${artifactId},2.0.1,motlin/liftwizard,2.0.1,268f641e6f5d4ccce613dc1b87a78c2d8bd8d6e5,True,True,
io.liftwizard:liftwizard,0.8.0,motlin/${artifactId},0.8.0,motlin/liftwizard,0.8.0,f538fb2583f3c0f85e454b21576efdbad9bb7221,True,True,
io.liftwizard:liftwizard,0.31.0,motlin/${artifactId},0.31.0,motlin/liftwizard,0.31.0,a63f36c453d29c1c85723e7f52ac9c35049cfdf1,True,True,
io.liftwizard:liftwizard,2.1.3,motlin/${artifactId},2.1.3,motlin/liftwizard,2.1.3,fcea33a65877f09da883130b4b90557fadc0c4d9,True,True,
io.liftwizard:liftwizard,1.0.1,motlin/${artifactId},1.0.1,motlin/liftwizard,1.0.1,4ea841ffc9335b22a28a7a19f9156e8ba5820027,True,True,
io.liftwizard:liftwizard,0.24.0,motlin/${artifactId},0.24.0,motlin/liftwizard,0.24.0,d0b30ba4ad863d988edd6d07a37fa9d0d43d5560,True,True,
io.liftwizard:liftwizard,0.16.0,motlin/${artifactId},0.16.0,motlin/liftwizard,0.16.0,005fe0b7447324473fd0d4f18712b5b8dbfb9a89,True,True,
io.liftwizard:liftwizard,0.1.0,motlin/${artifactId},0.1.0,motlin/liftwizard,0.1.0,1029ce7c456b2ce21b37eb067a4a87236ce8a054,True,True,
io.liftwizard:liftwizard,2.1.4,motlin/${artifactId},2.1.4,motlin/liftwizard,2.1.4,7070aad7fa5553f3f8a364debb95e069096e27fe,True,True,
io.liftwizard:liftwizard,0.2.0,motlin/${artifactId},0.2.0,motlin/liftwizard,0.2.0,1d72ba51a1254fd2f082fbf64b4a85992c48b7c3,True,True,
io.liftwizard:liftwizard,0.15.0,motlin/${artifactId},0.15.0,motlin/liftwizard,0.15.0,4ea3c0458b3347c020f2f8a009380d805f62ff21,True,True,
io.liftwizard:liftwizard,0.27.0,motlin/${artifactId},0.27.0,motlin/liftwizard,0.27.0,787bdf8cad0aa6ffe408a94841a68269515cce5d,True,True,
io.liftwizard:liftwizard,0.32.0,motlin/${artifactId},0.32.0,motlin/liftwizard,0.32.0,2ce5a23f47916ae8cbf6de688f744ad1febc572f,True,True,
io.liftwizard:liftwizard,2.0.0,motlin/${artifactId},2.0.0,motlin/liftwizard,2.0.0,679da662f73203cae227b87acd3d591caf29d346,True,True,
io.liftwizard:liftwizard,0.19.0,motlin/${artifactId},0.19.0,motlin/liftwizard,0.19.0,a452e7eb59596e6a2f119389b6f1bb5c5883dcbe,True,True,
io.liftwizard:liftwizard,0.37.0,motlin/${artifactId},0.37.0,motlin/liftwizard,0.37.0,23cc86589077e99503c0925479d4dfd39340fa22,True,True,
io.liftwizard:liftwizard,2.1.2,motlin/${artifactId},2.1.2,motlin/liftwizard,2.1.2,e78ea2626f8818b43fc7ae91ddf4a76ec3aac08b,True,True,
io.liftwizard:liftwizard,1.0.0,motlin/${artifactId},1.0.0,motlin/liftwizard,1.0.0,74dbeb4225fe22f4a9d970c549a2b3423088318f,True,True,
io.liftwizard:liftwizard,0.10.0,motlin/${artifactId},0.10.0,motlin/liftwizard,0.10.0,861d61b8b65096184b6e638a691f365276932e56,True,True,
io.liftwizard:liftwizard,0.7.0,motlin/${artifactId},0.7.0,motlin/liftwizard,0.7.0,8ec929c794287784b8f3847e9f5ec8665cbf6e89,True,True,
io.liftwizard:liftwizard,0.22.0,motlin/${artifactId},0.22.0,motlin/liftwizard,0.22.0,f6a98dfe54cebf86fd4cda0367320915b6b998d6,True,True,
io.dwpbank.movewp3:microservice-security-autoconfiguration,3.0.1,movewp3/${artifactId},v3.0.1,movewp3/microservice-security-autoconfiguration,v3.0.1,195be69a16b9d12f5fa8f6f17977e7d38222dde4,True,True,
io.opentelemetry:opentelemetry-sdk,1.14.0,open-telemetry/opentelemetry-java,v1.14.0,open-telemetry/opentelemetry-java,v1.14.0,0e0429d0ac37bb25053e468fe708a50006f87a9b,True,True,
io.opentelemetry.instrumentation:opentelemetry-instrumentation-api,1.14.0-alpha,open-telemetry/opentelemetry-java-instrumentation,"v$(echo ""1.14.0-alpha"" | cut -d \- -f 1)",open-telemetry/opentelemetry-java-instrumentation,v1.14.0,0cd96e79a38fa41338c276e528a60de45c7a2ae2,True,True,
io.opentelemetry.instrumentation:opentelemetry-instrumentation-api,1.17.0-alpha,open-telemetry/opentelemetry-java-instrumentation,"v$(echo ""1.17.0-alpha"" | cut -d \- -f 1)",open-telemetry/opentelemetry-java-instrumentation,v1.17.0,7cc3340aa1e888b730403fd8d23947bf9cd6555f,True,True,
io.cucumber:html-formatter,20.2.0,cucumber/${artifactId},v20.2.0,,,,,,no_github_tag
io.cucumber:messages,23.0.0,cucumber/${artifactId},v23.0.0,cucumber/messages,v23.0.0,19d056d04251ca45627e7897740498ff78e903b4,True,True,
io.cucumber:messages,20.0.0,cucumber/${artifactId},v20.0.0,cucumber/messages,v20.0.0,255bd7e3837b0237d1346273b4785acf16d435ce,True,True,
io.cucumber:messages,24.0.0,cucumber/${artifactId},v24.0.0,cucumber/messages,v24.0.0,9f9e917dd7a9270f561d244ffb28caad8ca6ec53,True,True,
io.cucumber:messages,24.0.1,cucumber/${artifactId},v24.0.1,cucumber/messages,v24.0.1,30ecba04a90613d0f1fa50c9ab0c2bb1fc25d22d,True,True,
io.cucumber:messages,21.0.1,cucumber/${artifactId},v21.0.1,cucumber/messages,v21.0.1,f221b8e821ee56f0f3fcec1e2b2cb2d8df60545d,True,True,
io.cucumber:messages,22.0.0,cucumber/${artifactId},v22.0.0,cucumber/messages,v22.0.0,8f05704654ec059da96ed16e103ebddef0de96f1,True,True,
io.cucumber:gherkin-utils,8.0.4,cucumber/${artifactId},v8.0.4,,,,,,no_github_tag
io.cucumber:gherkin-utils,8.0.2,cucumber/${artifactId},v8.0.2,,,,,,no_github_tag
io.cucumber:gherkin-utils,8.0.5,cucumber/${artifactId},v8.0.5,,,,,,no_github_tag
io.cucumber:gherkin-utils,8.0.3,cucumber/${artifactId},v8.0.3,,,,,,no_github_tag
io.cucumber:cucumber-jvm,7.11.1,cucumber/${artifactId},v7.11.1,cucumber/cucumber-jvm,v7.11.1,fc0209579597aeaabff7bba22750dc9971c6a275,True,True,
io.cucumber:cucumber-jvm,7.12.0,cucumber/${artifactId},v7.12.0,cucumber/cucumber-jvm,v7.12.0,da3bc7c105777ba37661fb8cc8779861438fcdea,True,True,
io.cucumber:cucumber-jvm,7.14.1,cucumber/${artifactId},v7.14.1,cucumber/cucumber-jvm,v7.14.1,455b3b4c78e12ec196f0de47a3989cf9e082dd51,True,True,
io.cucumber:cucumber-jvm,7.11.0,cucumber/${artifactId},v7.11.0,cucumber/cucumber-jvm,v7.11.0,769306aeac82b4c869840f2c6c78e0f6d05df32b,True,True,
io.cucumber:cucumber-jvm,7.12.1,cucumber/${artifactId},v7.12.1,cucumber/cucumber-jvm,v7.12.1,b9f7212397196186bc6bef760beabbf577bae314,True,True,
io.cucumber:cucumber-jvm,7.14.0,cucumber/${artifactId},v7.14.0,cucumber/cucumber-jvm,v7.14.0,c72821b398d89c4ddda79ae5f45ad1d7e56d7c04,True,True,
io.cucumber:cucumber-jvm,7.13.0,cucumber/${artifactId},v7.13.0,cucumber/cucumber-jvm,v7.13.0,95180143a746da48739849e617169882e1da9b6f,True,True,
io.cucumber:cucumber-jvm,7.10.1,cucumber/${artifactId},v7.10.1,cucumber/cucumber-jvm,v7.10.1,7cc6243588e5a18360ab984b18f362322dc51041,True,True,
io.cucumber:cucumber-jvm,7.11.2,cucumber/${artifactId},v7.11.2,cucumber/cucumber-jvm,v7.11.2,5a468ba07d707e48b75b9c411d50c4f5a8b9db96,True,True,
io.cucumber:cucumber-jvm,7.15.0,cucumber/${artifactId},v7.15.0,cucumber/cucumber-jvm,v7.15.0,06ccdea448d6915ade70e79d4d71fc72ef6f8ab4,True,True,
io.cucumber:cucumber-jvm,7.10.0,cucumber/${artifactId},v7.10.0,cucumber/cucumber-jvm,v7.10.0,2ceada076a22044ed8006d13cfa31d1615d3d2e2,True,True,
io.cucumber:gherkin,26.0.2,cucumber/${artifactId},v26.0.2,cucumber/gherkin,v26.0.2,c6ee4a06ba07d23b3e33238dca341c0bf36eb214,True,True,
io.cucumber:gherkin,26.1.0,cucumber/${artifactId},v26.1.0,cucumber/gherkin,v26.1.0,5afbab2b3a81948cc8585ad830d4a3eab1700673,True,True,
io.cucumber:gherkin,26.2.0,cucumber/${artifactId},v26.2.0,cucumber/gherkin,v26.2.0,449bab662e0c33e307e175d59da939f0321162ea,True,True,
io.cucumber:gherkin,26.0.3,cucumber/${artifactId},v26.0.3,cucumber/gherkin,v26.0.3,f8896fe5e487e8cc33ccf48d96fad94b8ffe9654,True,True,
io.cucumber:gherkin,27.0.0,cucumber/${artifactId},v27.0.0,cucumber/gherkin,v27.0.0,650109d73b70e83fe6c1eb400005084fd5a2f59d,True,True,
io.cucumber:gherkin,26.0.0,cucumber/${artifactId},v26.0.0,cucumber/gherkin,v26.0.0,7a5feec945db0159ad90df2a9f07db3e6bd64f62,True,True,
io.cucumber:gherkin,26.0.1,cucumber/${artifactId},v26.0.1,cucumber/gherkin,v26.0.1,b017e26a1289e67e081ee7b973611dc9c47b57d4,True,True,
io.cucumber:ci-environment,10.0.1,cucumber/ci-environment,v10.0.1,cucumber/ci-environment,v10.0.1,4647b9c0e8fc799bdd5602b077cb1b7137909a1e,True,True,
io.cucumber:ci-environment,10.0.0,cucumber/ci-environment,v10.0.0,cucumber/ci-environment,v10.0.0,3f56d9fdfcc416a690ba2af3c251fcb62a31ac15,True,True,
io.cucumber:junit-xml-formatter,0.2.0,cucumber/cucumber-${artifactId},v0.2.0,cucumber/junit-xml-formatter,v0.2.0,c0f0847e21e96ce19f719107f26f7557a692534d,True,True,
io.cucumber:junit-xml-formatter,0.1.0,cucumber/cucumber-${artifactId},v0.1.0,cucumber/junit-xml-formatter,v0.1.0,5962df4be3ee47fb68db9bf5ec67b6b79e8e31b0,True,True,
io.cucumber:cucumber-expressions,17.0.0,cucumber/${artifactId},v17.0.0,cucumber/cucumber-expressions,v17.0.0,ea5aed79dfffca859dc92bfbc6a9265cc61181ed,True,True,
io.cucumber:cucumber-expressions,16.1.1,cucumber/${artifactId},v16.1.1,cucumber/cucumber-expressions,v16.1.1,e53cdfff00d57e5dc8db1d5600c564c8e855e815,True,True,
io.cucumber:cucumber-expressions,17.0.1,cucumber/${artifactId},v17.0.1,cucumber/cucumber-expressions,v17.0.1,d867c529213a8859dc5c7e8d389022bbd053c0fd,True,True,
io.cucumber:cucumber-expressions,16.1.0,cucumber/${artifactId},v16.1.0,cucumber/cucumber-expressions,v16.1.0,ec11da9d408469258aa6b9046aae3ca230e52c26,True,True,
io.cucumber:cucumber-expressions,16.1.2,cucumber/${artifactId},v16.1.2,cucumber/cucumber-expressions,v16.1.2,2d1d8c65d5ddef8433f92d526bb16d638a86d433,True,True,
io.cucumber:tag-expressions,6.1.0,cucumber/${artifactId},v6.1.0,cucumber/tag-expressions,v6.1.0,d5b512270cf3d020a130892d21642c654c505e25,True,True,
io.cucumber:tag-expressions,5.0.2,cucumber/${artifactId},v5.0.2,cucumber/tag-expressions,v5.0.2,5ea584f8031f9864cb41a9e406ba46541b978464,True,True,
io.cucumber:tag-expressions,5.0.4,cucumber/${artifactId},v5.0.4,cucumber/tag-expressions,v5.0.4,ca857f04ac51ef92a4638fe62005c87615839fdc,True,True,
io.cucumber:tag-expressions,5.0.3,cucumber/${artifactId},v5.0.3,cucumber/tag-expressions,v5.0.3,897fe4fb125f8781dd4495447fe837bff6171359,True,True,
io.cucumber:tag-expressions,5.0.5,cucumber/${artifactId},v5.0.5,cucumber/tag-expressions,v5.0.5,7491d527be64c6ec45c6bc88b52cd94af3ab26fd,True,True,
io.cucumber:tag-expressions,5.0.0,cucumber/${artifactId},v5.0.0,,,,,,no_github_tag
io.cucumber:tag-expressions,5.0.6,cucumber/${artifactId},v5.0.6,cucumber/tag-expressions,v5.0.6,0acd0153f8c8f80638b86a02ca47ca02ebb24ff8,True,True,
io.cucumber:tag-expressions,6.0.0,cucumber/${artifactId},v6.0.0,cucumber/tag-expressions,v6.0.0,c6c29dd26e2afe363dfaf698117a6f580ab22a58,True,True,
io.cucumber:tag-expressions,5.0.1,cucumber/${artifactId},v5.0.1,cucumber/tag-expressions,v5.0.1,f3fc846b0b00558053b34a6f6b504c8690e37c12,True,True,
io.github.derkrischan:jpdftest,0.8.0,derKrischan/${artifactId},jpdftest-0.8.0,derKrischan/jpdftest,jpdftest-0.8.0,b6a039b34dcb13aff07ef05bf241abba8fc95cf5,True,True,
io.github.derkrischan:jpdftest,0.11.0,derKrischan/${artifactId},jpdftest-0.11.0,derKrischan/jpdftest,jpdftest-0.11.0,d7ca920d4eab1404135873fd9e93aa9db870b254,True,True,
io.github.derkrischan:jpdftest,0.10.0,derKrischan/${artifactId},jpdftest-0.10.0,derKrischan/jpdftest,jpdftest-0.10.0,3fd546dd2a67c21435d699961b38b3d3fff7d5fe,True,True,
io.github.derkrischan:jpdftest,0.9.0,derKrischan/${artifactId},jpdftest-0.9.0,derKrischan/jpdftest,jpdftest-0.9.0,ed1291a1254028e65756ada26cebf98496a280ae,True,True,
io.github.chains-project:maven-lockfile,1.3.0,chains-project/${artifactId},v1.3.0,chains-project/maven-lockfile,v1.3.0,e2e52caf7a33df02fb4cf8f4597b8ab9d86bb911,True,True,
io.github.chains-project:maven-lockfile,3.4.0,chains-project/${artifactId},v3.4.0,chains-project/maven-lockfile,v3.4.0,b28ed56c5e8891b47988c5016752e68290a9009f,True,True,
io.github.chains-project:maven-lockfile,5.0.0,chains-project/${artifactId},v5.0.0,chains-project/maven-lockfile,v5.0.0,6572b9abec75a66b669cc6d432bdaf0ec25a92e3,True,True,
io.github.chains-project:maven-lockfile,1.2.0,chains-project/${artifactId},v1.2.0,chains-project/maven-lockfile,v1.2.0,b440109e6b695b1ac3d541c8b3fcd7a91631b88e,True,True,
io.github.albertus82:unexepack,0.1.1,albertus82/unEXEPACK,v0.1.1,albertus82/unEXEPACK,v0.1.1,fa7e3db9a36bdc194dae8e7acddc448bf949ce17,True,True,
io.github.albertus82:unexepack,0.2.0,albertus82/unEXEPACK,v0.2.0,albertus82/unEXEPACK,v0.2.0,cd8e94114c99bc12f0168d20bcf66582b691ca65,True,True,
io.github.albertus82:unexepack,0.2.1,albertus82/unEXEPACK,v0.2.1,albertus82/unEXEPACK,v0.2.1,f225f877cd9b4c0f70aadc162f40c59049998d9c,True,True,
io.github.albertus82:jface-utils,19.0.6,albertus82/${artifactId},v19.0.6,albertus82/jface-utils,v19.0.6,00962ddd5cb6f89ccb74225b9e2a8c4efc9bda61,True,True,
io.github.albertus82:jface-utils,20.0.0,albertus82/${artifactId},v20.0.0,albertus82/jface-utils,v20.0.0,058dc951542b09bd96e40bd1bd190af09756fe5a,True,True,
io.github.albertus82:jface-utils,19.0.0,albertus82/${artifactId},v19.0.0,albertus82/jface-utils,v19.0.0,bbc2d0ec7aee1c762cf9043fb6b69f4e2bd5ccf2,True,True,
io.github.albertus82:jface-utils,19.0.7,albertus82/${artifactId},v19.0.7,albertus82/jface-utils,v19.0.7,bbe4a5e3966e8bc0161c3cc16e8b8efbf34980f8,True,True,
io.github.albertus82:jface-utils,19.0.1,albertus82/${artifactId},v19.0.1,albertus82/jface-utils,v19.0.1,b62031f2b9a6349f5f6d413b453355f2486974f1,True,True,
io.github.albertus82:jface-utils,19.0.4,albertus82/${artifactId},v19.0.4,albertus82/jface-utils,v19.0.4,5b22724d1c7febabce84ab3f013344cac33e3384,True,True,
io.github.albertus82:jface-utils,19.0.2,albertus82/${artifactId},v19.0.2,albertus82/jface-utils,v19.0.2,9366b3c12d260daf714d187043b0c33647d1fc39,True,True,
io.github.albertus82:jface-utils,19.0.5,albertus82/${artifactId},v19.0.5,albertus82/jface-utils,v19.0.5,abde0fa9080deddd234be7ca424cfd24ffe5cbf3,True,True,
io.github.albertus82:jface-utils,19.0.3,albertus82/${artifactId},v19.0.3,albertus82/jface-utils,v19.0.3,c598b6f8eae8866f8c39b801843909809a733fe8,True,True,
io.github.hboutemy:sigstore-maven-plugin,1.0.0-beta-3,hboutemy/${artifactId},sigstore-maven-plugin-1.0.0-beta-3,hboutemy/sigstore-maven-plugin,sigstore-maven-plugin-1.0.0-beta-3,265514c0eeb57f25223dd0fb1d16f9d440e3e902,True,True,
io.github.sebastian-toepfer.json.rpc:json-printable-maven-plugin,0.1.2,sebastian-toepfer/${artifactId},0.1.2,sebastian-toepfer/json-printable-maven-plugin,0.1.2,2c65ba85c04b50f326ae35c3f0407073cec7ffbc,True,False,
io.github.sebastian-toepfer.json.rpc:json-printable-maven-plugin,0.1.3,sebastian-toepfer/${artifactId},0.1.3,sebastian-toepfer/json-printable-maven-plugin,0.1.3,32e08775987cefd5f5232e3cd96917be144baaed,True,False,
io.github.sebastian-toepfer.json-schema:json-schema,0.1.1,sebastian-toepfer/${artifactId},0.1.1,sebastian-toepfer/json-schema,0.1.1,225cee6ffc69fc4f69035afa6ae9319632321fd6,True,True,
io.github.git-commit-id:git-commit-id-maven-plugin,7.0.0,git-commit-id/${artifactId},v7.0.0,git-commit-id/git-commit-id-maven-plugin,v7.0.0,0fdf9c70ec77dfdc34a259a83c5c2e3257daf389,True,True,
io.github.git-commit-id:git-commit-id-maven-plugin,6.0.0,git-commit-id/${artifactId},v6.0.0,git-commit-id/git-commit-id-maven-plugin,v6.0.0,a35d8e80981627ed515d21ed35b0454ace609eb8,True,True,
io.github.shanqiang-sq:jstream,2.0.5,shanqiang-sq/jstream,jstream-root-2.0.5,shanqiang-sq/jstream,jstream-root-2.0.5,42cebce009eef995c3b116b10ec322e835a7da53,False,True,
io.github.shanqiang-sq:jstream,1.0.33,shanqiang-sq/jstream,jstream-root-1.0.33,shanqiang-sq/jstream,jstream-root-1.0.33,14f12be0cd702d28dbc5e1e6785d85636405a197,False,True,
io.github.shanqiang-sq:jstream,1.0.27,shanqiang-sq/jstream,jstream-root-1.0.27,shanqiang-sq/jstream,jstream-root-1.0.27,ab499bbdc9147efbc91254f7f844c0261313027f,False,True,
io.github.shanqiang-sq:jstream,1.0.35,shanqiang-sq/jstream,jstream-root-1.0.35,shanqiang-sq/jstream,jstream-root-1.0.35,f5e5478390027e6dc356fa1096a212d42493ef00,False,True,
io.github.shanqiang-sq:jstream,1.0.14,shanqiang-sq/jstream,jstream-root-1.0.14,shanqiang-sq/jstream,jstream-root-1.0.14,1cbc2dc878369b38c565fd2151ad0b86d23669b1,False,True,
io.github.shanqiang-sq:jstream,2.0.3,shanqiang-sq/jstream,jstream-root-2.0.3,shanqiang-sq/jstream,jstream-root-2.0.3,020976d627dde30cd029d041c5721474dcf2a617,False,True,
io.github.shanqiang-sq:jstream,2.0.4,shanqiang-sq/jstream,jstream-root-2.0.4,shanqiang-sq/jstream,jstream-root-2.0.4,2993cfc70480c38d4a85697c3f0fdd8f7c9efd20,False,True,
io.github.shanqiang-sq:jstream,1.0.26,shanqiang-sq/jstream,jstream-root-1.0.26,shanqiang-sq/jstream,jstream-root-1.0.26,8d5922c39f56ad5f876f4b885e42aca5959e914e,False,True,
io.github.shanqiang-sq:jstream,1.0.32,shanqiang-sq/jstream,jstream-root-1.0.32,shanqiang-sq/jstream,jstream-root-1.0.32,169c61e8e7fde0d879068cbc2e4645d8967278aa,False,True,
io.github.shanqiang-sq:jstream,1.0.18,shanqiang-sq/jstream,jstream-root-1.0.18,shanqiang-sq/jstream,jstream-root-1.0.18,b4c17edab709d3340d84df50bc94725ab9d62fd9,False,True,
io.github.shanqiang-sq:jstream,1.0.20,shanqiang-sq/jstream,jstream-root-1.0.20,shanqiang-sq/jstream,jstream-root-1.0.20,fa0bef74d1a0151ae41600d6551a27803060ccfc,False,True,
io.github.shanqiang-sq:jstream,1.0.34,shanqiang-sq/jstream,jstream-root-1.0.34,shanqiang-sq/jstream,jstream-root-1.0.34,2f4a7c8c90651eb4d06de26c9d33db2cdd6f7588,False,True,
io.github.shanqiang-sq:jstream,2.0.2,shanqiang-sq/jstream,jstream-root-2.0.2,shanqiang-sq/jstream,jstream-root-2.0.2,2749f0101fd2bc6eeb5ec8cff1a1afdedbbfe05f,False,True,
io.github.shanqiang-sq:jstream,1.0.15,shanqiang-sq/jstream,jstream-root-1.0.15,shanqiang-sq/jstream,jstream-root-1.0.15,9887468338aacd354a4f182b4539aaad565d8481,False,True,
io.github.shanqiang-sq:jstream,1.0.28,shanqiang-sq/jstream,jstream-root-1.0.28,shanqiang-sq/jstream,jstream-root-1.0.28,ed381dcf97730899a964ee46e9c25913ecb78324,False,True,
io.github.shanqiang-sq:jstream,1.0.31,shanqiang-sq/jstream,jstream-root-1.0.31,shanqiang-sq/jstream,jstream-root-1.0.31,bef2cb1bf115255f56f27e2ff9151ca0c4882ff0,False,True,
io.github.shanqiang-sq:jstream,1.0.25,shanqiang-sq/jstream,jstream-root-1.0.25,shanqiang-sq/jstream,jstream-root-1.0.25,fee327acfbe68e6dff67e11a50e425385b30bf35,False,True,
io.github.shanqiang-sq:jstream,2.0.7,shanqiang-sq/jstream,jstream-root-2.0.7,,,,,,no_pom
io.github.shanqiang-sq:jstream,1.0.16,shanqiang-sq/jstream,jstream-root-1.0.16,shanqiang-sq/jstream,jstream-root-1.0.16,6172085f345c67c8755c66ed97d4db1726c17dd2,False,True,
io.github.shanqiang-sq:jstream,2.0.1,shanqiang-sq/jstream,jstream-root-2.0.1,shanqiang-sq/jstream,jstream-root-2.0.1,7acdf677686b0a5dda2f1c29db4c74686e66467e,False,True,
