ga,version,groundtruth_repo,groundtruth_tag,repo,tag,commit,exact_match,has_tests,err
org.mybatis.spring.boot:mybatis-spring-boot,3.0.3,mybatis/spring-boot-starter,mybatis-spring-boot-3.0.3,mybatis/spring-boot-starter,mybatis-spring-boot-3.0.3,15125dff49d0f628096cd30f53b097733452207c,True,True,
org.mybatis.spring.boot:mybatis-spring-boot,3.0.2,mybatis/spring-boot-starter,mybatis-spring-boot-3.0.2,mybatis/spring-boot-starter,mybatis-spring-boot-3.0.2,033cec2b1adb771d1815caa0c99b5f45689b27c8,True,True,
org.mybatis.spring.boot:mybatis-spring-boot,2.3.0,mybatis/spring-boot-starter,mybatis-spring-boot-2.3.0,mybatis/spring-boot-starter,mybatis-spring-boot-2.3.0,7795710283ee42f675d8ca902a80f06f39670ece,True,True,
org.mybatis.spring.boot:mybatis-spring-boot,3.0.3,mybatis/spring-boot-starter,mybatis-spring-boot-3.0.3,mybatis/spring-boot-starter,mybatis-spring-boot-3.0.3,15125dff49d0f628096cd30f53b097733452207c,True,True,
org.mybatis.caches:mybatis-hazelcast,1.2.0,mybatis/hazelcast-cache,mybatis-hazelcast-1.2.0,mybatis/hazelcast-cache,mybatis-hazelcast-1.2.0,0817702b17dc6ab61fda2f293294be2b5c69ef67,True,True,
org.mybatis.caches:mybatis-hazelcast,1.1.3,mybatis/hazelcast-cache,mybatis-hazelcast-1.1.3,mybatis/hazelcast-cache,mybatis-hazelcast-1.1.3,f0ff3d7ba07d537bbb6f1db3b2c85e04492c02c5,True,True,
org.mybatis.caches:mybatis-hazelcast,1.3.0,mybatis/hazelcast-cache,mybatis-hazelcast-1.3.0,mybatis/hazelcast-cache,mybatis-hazelcast-1.3.0,042f5a151207d68960810a83230206f5db9031c9,True,True,
org.mybatis.caches:mybatis-memcached,1.1.1,mybatis/memcached-cache,mybatis-memcached-1.1.1,mybatis/memcached-cache,mybatis-memcached-1.1.1,1e5faa2ef6576b51f938a46b8518e10c4a5a18b0,True,True,
org.mybatis.caches:mybatis-ignite,1.1.1,mybatis/ignite-cache,mybatis-ignite-1.1.1,mybatis/ignite-cache,mybatis-ignite-1.1.1,65c5cd5ec50e0a0a9f339997a1ad2134203233a5,True,True,
org.mybatis.caches:mybatis-caffeine,1.1.0,mybatis/${artifactId},mybatis-caffeine-1.1.0,mybatis/caffeine-cache,mybatis-caffeine-1.1.0,cae9823061d78d425fe823cc4e1efcd682b32744,True,True,
org.mybatis.caches:mybatis-caffeine,1.0.1,mybatis/${artifactId},mybatis-caffeine-1.0.1,mybatis/caffeine-cache,mybatis-caffeine-1.0.1,3500bcb5f0290b8032df5099a6603e042cb6260f,True,True,
org.mybatis.caches:mybatis-ehcache,1.2.3,mybatis/ehcache-cache,mybatis-ehcache-1.2.3,mybatis/ehcache-cache,mybatis-ehcache-1.2.3,bd34e1e53c4fe64c0dc0f3dfceb5329697da4cb0,True,True,
org.slf4j:slf4j-parent,2.0.1,qos-ch/slf4j,v_2.0.1,qos-ch/slf4j,v_2.0.1,9752442b6e6db0749915dc40e80437dc97cd772d,False,True,
org.slf4j:slf4j-parent,2.0.6,qos-ch/slf4j,v_2.0.6,qos-ch/slf4j,v_2.0.6,5ff6f2c385c36ea4f8b85cacd69f7ca891c37818,False,True,
org.slf4j:slf4j-parent,2.0.5,qos-ch/slf4j,v_2.0.5,qos-ch/slf4j,v_2.0.5,7e62e1e6917e19e6eeb8faf97daa9e2469bc946d,False,True,
org.slf4j:slf4j-parent,2.0.8,qos-ch/slf4j,v_2.0.8,qos-ch/slf4j,v_2.0.8,10a151756d4ab7c79a95e5a74a3ed33fd7cf82a0,False,True,
org.slf4j:slf4j-parent,2.1.0-alpha1,qos-ch/slf4j,v_2.1.0-alpha1,qos-ch/slf4j,v_2.1.0-alpha1,d0fe6310eb4f1e9cb306b6934a3e7aee0feef46b,False,True,
org.slf4j:slf4j-parent,2.0.3,qos-ch/slf4j,v_2.0.3,qos-ch/slf4j,v_2.0.3,b2cb05f16acc21a3266a74ef5c578f2cd9efdead,False,True,
org.slf4j:slf4j-parent,2.0.4,qos-ch/slf4j,v_2.0.4,qos-ch/slf4j,v_2.0.4,35dd7ff1e75cf83ffb6784a9537ff92c865e78b2,False,True,
org.slf4j:slf4j-parent,1.7.36,qos-ch/slf4j,v_1.7.36,qos-ch/slf4j,v_1.7.36,e9ee55cca93c2bf26f14482a9bdf961c750d2a56,False,True,
org.slf4j:slf4j-parent,2.0.9,qos-ch/slf4j,v_2.0.9,qos-ch/slf4j,v_2.0.9,216459e5d81c3b066748c51a4eabcda32395fe05,False,True,
org.slf4j:slf4j-parent,2.0.0-beta1,qos-ch/slf4j,v_2.0.0-beta1,qos-ch/slf4j,v_2.0.0-beta1,aeebb6199d412a3883af2d0c414a69fde26b5971,False,True,
org.junit:junit-bom,5.8.2,junit-team/junit5,r5.8.2,junit-team/junit5,r5.8.2,f58cd419755846f1476e8d15783438de8d7aede4,True,True,
org.junit:junit-bom,5.9.3,junit-team/junit5,r5.9.3,junit-team/junit5,r5.9.3,bd7d03f517dfca3730fbd123c5fd4d4b70930129,True,True,
org.antlr:antlr4-master,4.12.0,antlr/antlr4,4.12.0,antlr/antlr4,4.12.0,a2c349f9bf268cf75aaf8cddff90a767e703d489,True,True,
org.antlr:antlr4-master,4.13.0,antlr/antlr4,4.13.0,antlr/antlr4,4.13.0,0ae86c2d69b6c438154e263a8b41195ed3c7377f,True,True,
org.antlr:antlr4-master,4.13.1,antlr/antlr4,4.13.1,antlr/antlr4,4.13.1,7ed420ff2c78d62883875c442d75f32e73bc86c8,True,True,
org.jrivard.xmlchai:xmlchai,0.1.0,jrivard/${artifactId},b8b0e095af45ed8b3212b934ce46f2dcb54fdea6,,,,,,no_github_link
org.jrivard.xmlchai:xmlchai,0.1.3,jrivard/chaixml,v1_0_3,,,,,,no_github_link
org.chabala.brick:brick-control-lab,0.2.1,chabala/${artifactId},0.2.1,,,,,,no_github_link
org.osgi:org.osgi.test.parent,1.0.1,osgi/osgi-test,1.0.1,osgi/osgi-test,1.0.1,46879fadb14d346e99b00ecb8d51368505e432e4,True,True,
org.osgi:org.osgi.test.parent,1.2.0,osgi/osgi-test,1.2.0,osgi/osgi-test,1.2.0,19a3f281b8f23fd8f91b5d6698a0e61d1361cc8d,True,True,
org.osgi:org.osgi.test.parent,1.1.0,osgi/osgi-test,1.1.0,osgi/osgi-test,1.1.0,6109d9757a5792c8101bfb844e19e893a7ddff21,True,True,
org.osgi:org.osgi.test.parent,1.2.1,osgi/osgi-test,1.2.1,osgi/osgi-test,1.2.1,f2688cbe9477689418bd8c709e369b57ceb5f033,True,True,
org.osgi:org.osgi.test.parent,0.10.0,osgi/osgi-test,0.10.0,osgi/osgi-test,0.10.0,16d91f72fae19b3b31d8763a1112009fa68025dd,True,True,
org.moditect.layrry:layrry-aggregator,1.0.0.Final,moditect/layrry,v1.0.0.Final,,,,,,no_github_link
org.moditect:moditect,1.0.0.Final,moditect/${artifactId},1.0.0.Final,,,,,,no_github_link
org.moditect:moditect,1.1.0,moditect/${artifactId},1.1.0,,,,,,no_github_link
org.glassfish.hk2:hk2-parent,3.0.5,eclipse-ee4j/glassfish-hk2,3.0.5-RELEASE,eclipse-ee4j/glassfish-hk2,3.0.5-RELEASE,e39314fad33256a1153d28a709852742d55fc97d,False,True,
org.glassfish.hk2:hk2-parent,3.0.4,eclipse-ee4j/glassfish-hk2,3.0.4-RELEASE,eclipse-ee4j/glassfish-hk2,3.0.4-RELEASE,29e20af020f57f5fbc6f5574c4c40250bfcefb67,False,True,
org.glassfish.hk2:hk2-parent,4.0.0-M1,eclipse-ee4j/glassfish-hk2,4.0.0-M1-RELEASE,eclipse-ee4j/glassfish-hk2,4.0.0-M1-RELEASE,42a032173afb6efa6c09b52af6e81428108d6ea0,False,True,
org.glassfish.build:glassfishbuild-maven-plugin,4.0.0,eclipse-ee4j/glassfish-build-maven-plugin,4.0.0,eclipse-ee4j/glassfish-build-maven-plugin,4.0.0,1518328f392bc9d9e2c65572c30c4db33764b814,True,False,
org.glassfish.main:glassfish-parent,8.0.0-M1,eclipse-ee4j/glassfish,8.0.0-M1,eclipse-ee4j/glassfish,8.0.0-M1,123831dcb762ec0a6bbec740a31849c0e79e0487,True,True,
org.glassfish.main:glassfish-parent,7.0.8,eclipse-ee4j/glassfish,7.0.8,eclipse-ee4j/glassfish,7.0.8,70a0f154fa779f00a8368836f57d20cc049a14ab,True,True,
org.glassfish.main:glassfish-parent,7.0.5,eclipse-ee4j/glassfish,7.0.5,eclipse-ee4j/glassfish,7.0.5,7b49f4eaf669e9a3b4f4648254f9016872455236,True,True,
org.glassfish.main:glassfish-parent,7.0.11,eclipse-ee4j/glassfish,7.0.11,eclipse-ee4j/glassfish,7.0.11,ad98c44e896c7a78cb4eb2a84ca9fac450fb3a10,True,True,
org.glassfish.main:glassfish-parent,7.0.3,eclipse-ee4j/glassfish,7.0.3,eclipse-ee4j/glassfish,7.0.3,8e1807085bf84d182c5344675a3fb243a5134037,True,True,
org.glassfish.main:glassfish-parent,7.0.9,eclipse-ee4j/glassfish,7.0.9,eclipse-ee4j/glassfish,7.0.9,5860e42c2edeb9f3b46428fcf9dab95790a9a3f0,True,True,
org.glassfish.main:glassfish-parent,7.0.10,eclipse-ee4j/glassfish,7.0.10,eclipse-ee4j/glassfish,7.0.10,b57abb800a07df684bfc0ebc66d00446e2ac56f6,True,True,
org.tomitribe.transformer:org.eclipse.transformer.parent,0.1.1,tomitribe/transformer,org.eclipse.transformer.parent-0.1.1,tomitribe/transformer,org.eclipse.transformer.parent-0.1.1,1a59e22974c245508b4b53d0e337aa361d818ceb,True,True,
org.tomitribe.transformer:org.eclipse.transformer.parent,0.1.1a,tomitribe/transformer,org.eclipse.transformer.parent-0.1.1a,tomitribe/transformer,org.eclipse.transformer.parent-0.1.1a,9a91fab15b1b319856b94a6451e20ba58c750e6c,True,True,
org.fusesource.jansi:jansi,2.3.1,fusesource/${artifactId},jansi-2.3.1,fusesource/jansi,jansi-2.3.1,0bdaccdb773d0962ff3b74a523ccf7b173be1c43,True,True,
org.fusesource.jansi:jansi,2.3.0,fusesource/${artifactId},jansi-2.3.0,fusesource/jansi,jansi-2.3.0,3e83934d3b8d36cde9a128b3dc3efb7cbd678d06,True,True,
org.fusesource.jansi:jansi,2.3.3,fusesource/${artifactId},jansi-2.3.3,fusesource/jansi,jansi-2.3.3,cbfca2415faea859cef996fa169c537e02bce679,True,True,
org.fusesource.jansi:jansi,2.4.0,fusesource/${artifactId},jansi-2.4.0,fusesource/jansi,jansi-2.4.0,165d4e0617362fe9d05f626d2b4b290cbaa65c63,True,True,
org.fusesource.jansi:jansi,2.1.1,fusesource/${artifactId},jansi-2.1.1,fusesource/jansi,jansi-2.1.1,81e7c3d1ab747997f304790c5814fadef4da1507,True,True,
org.fusesource.jansi:jansi,2.3.2,fusesource/${artifactId},jansi-2.3.2,fusesource/jansi,jansi-2.3.2,b79d26263f63abb49b51df7a9c2176df78b0606f,True,True,
org.fusesource.jansi:jansi,2.3.4,fusesource/${artifactId},jansi-2.3.4,fusesource/jansi,jansi-2.3.4,4e2e6a9f6813bedb4d788b2cd1f70c5617214a9a,True,True,
org.fusesource.jansi:jansi,2.4.1,fusesource/${artifactId},jansi-2.4.1,fusesource/jansi,jansi-2.4.1,69a3dea31f0de973e89d17a3024fa776640ef32a,True,True,
org.fusesource.jansi:jansi,2.2.0,fusesource/${artifactId},jansi-2.2.0,fusesource/jansi,jansi-2.2.0,7bb3d58ccad15353098810d42bc9da562851c2fc,True,True,
org.spdx:java-spdx-library,1.1.10,spdx/Spdx-Java-Library,v1.1.10,spdx/Spdx-Java-Library,v1.1.10,22bb47ff17a15e2e879a1029b2e65763ee0309a2,True,True,
org.spdx:java-spdx-library,1.1.9,spdx/Spdx-Java-Library,v1.1.9,spdx/Spdx-Java-Library,v1.1.9,016ca8b61bcf4d8a3f4c06cdb3c68c79de700c0e,True,True,
org.spdx:java-spdx-library,1.1.8,spdx/Spdx-Java-Library,v1.1.8,spdx/Spdx-Java-Library,v1.1.8,bb8a1c154307685870d71b73985295c559d818b0,True,True,
org.spdx:spdx-maven-plugin,0.7.2,spdx/${artifactId},v0.7.2,spdx/spdx-maven-plugin,v0.7.2,74f1979f7c1400ca6491e8d20da2eba635a0cfc1,True,True,
org.spdx:spdx-maven-plugin,0.7.0,spdx/${artifactId},v0.7.0,spdx/spdx-maven-plugin,v0.7.0,f87fb9a08f715e3a3e0fbad2c0b0cbd2b952364a,True,True,
org.spdx:spdx-maven-plugin,0.7.1,spdx/${artifactId},v0.7.1,spdx/spdx-maven-plugin,v0.7.1,5f6c47b3bff8e1fdd23a58dad082f248183ffd53,True,True,
org.spdx:spdx-maven-plugin,0.6.5,spdx/${artifactId},v0.6.5,spdx/spdx-maven-plugin,v0.6.5,217b5563b9ff25f96047ad0e395e972790e249c3,True,True,
org.cyclonedx:cyclonedx-maven-plugin,2.5.3,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.5.3,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.5.3,c2115a5680f331d300db4bba3af81386462eed2f,True,True,
org.cyclonedx:cyclonedx-maven-plugin,2.7.0,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.7.0,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.7.0,7247e9fc6d5ccf9580162755bdb7ac354875c981,True,True,
org.cyclonedx:cyclonedx-maven-plugin,2.7.11,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.7.11,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.7.11,349fe7cc7fd8b7f2224075b5fe7d73e7f0832140,True,True,
org.cyclonedx:cyclonedx-maven-plugin,2.7.6,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.7.6,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.7.6,3ede739f0196e96be782d7f0b9c6931fd65c4375,True,True,
org.cyclonedx:cyclonedx-maven-plugin,2.4.1,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.4.1,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.4.1,d640e139b77b884ea871d75e70d90e72d984fd72,True,False,
org.cyclonedx:cyclonedx-maven-plugin,2.2.0,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.2.0,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.2.0,c123fa6f86b6869cdf1eb269adc3e2377c09040c,True,False,
org.cyclonedx:cyclonedx-maven-plugin,2.6.2,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.6.2,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.6.2,ee586dfb5e2b6b1a57e5ac9371700f552ba54b73,True,True,
org.cyclonedx:cyclonedx-maven-plugin,2.5.2,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.5.2,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.5.2,6e2a3671f08e7f9b315c65db1315985e7617f990,True,True,
org.cyclonedx:cyclonedx-maven-plugin,2.7.1,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.7.1,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.7.1,416953f5a43ba87c1a377847f8e9274c090902f7,True,True,
org.cyclonedx:cyclonedx-maven-plugin,2.7.10,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.7.10,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.7.10,a6e8e5c028cf6e0b926f78932fa99ed9e320b385,True,True,
org.cyclonedx:cyclonedx-maven-plugin,2.7.7,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.7.7,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.7.7,691dcbe6341b03177a60f2aa02982bac2277a5e8,True,True,
org.cyclonedx:cyclonedx-maven-plugin,2.4.0,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.4.0,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.4.0,abf761c34b136d14e376bb439ff71700e85a6d4c,True,False,
org.cyclonedx:cyclonedx-maven-plugin,2.3.0,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.3.0,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.3.0,5e0631d68772cb1518591bc426268cdb04e52d6f,True,False,
org.cyclonedx:cyclonedx-maven-plugin,2.7.2,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.7.2,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.7.2,762a8c264b8ad12fe85ca36e6338934319d85344,True,True,
org.cyclonedx:cyclonedx-maven-plugin,2.5.1,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.5.1,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.5.1,ae2c71582214a22735cde80810d915ff5f1ac732,True,False,
org.cyclonedx:cyclonedx-maven-plugin,2.7.4,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.7.4,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.7.4,7d6dc082cdad5734b39b5f6682276170707363ad,True,True,
org.cyclonedx:cyclonedx-maven-plugin,2.6.0,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.6.0,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.6.0,6439ed8cf7221530a61c24109ee94554faa7d2f3,True,True,
org.cyclonedx:cyclonedx-maven-plugin,2.7.9,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.7.9,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.7.9,4258a68345895d3448ea96d193f843734cc4a676,True,True,
org.cyclonedx:cyclonedx-maven-plugin,2.7.3,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.7.3,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.7.3,d9e48dd2dffd0aa6ac3ca1e648b9ac545c6950d3,True,True,
org.cyclonedx:cyclonedx-maven-plugin,2.5.0,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.5.0,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.5.0,ab2283182d4884400c4dfea3a00628871be7fc3d,True,False,
org.cyclonedx:cyclonedx-maven-plugin,2.7.5,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.7.5,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.7.5,8ff9c3a9d72508db1f38eb3b48be8c87d6c940d4,True,True,
org.cyclonedx:cyclonedx-maven-plugin,2.6.1,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.6.1,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.6.1,37812907c61f8ba09ba3332337b08add3f17b396,True,True,
org.cyclonedx:cyclonedx-maven-plugin,2.7.8,cyclonedx/${artifactId},cyclonedx-maven-plugin-2.7.8,CycloneDX/cyclonedx-maven-plugin,cyclonedx-maven-plugin-2.7.8,651c49dadca02236dc66d9acc7002cb044a79b85,True,True,
org.cyclonedx:cyclonedx-core-java,8.0.0,cyclonedx/${artifactId},cyclonedx-core-java-8.0.0,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-8.0.0,0c91412ed4ba8f4e8ea1b44fd8fea0a4112e54d5,True,True,
org.cyclonedx:cyclonedx-core-java,5.0.1,cyclonedx/${artifactId},cyclonedx-core-java-5.0.1,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-5.0.1,1d21d093b3e62bb6856e0420e451da8267165a67,True,True,
org.cyclonedx:cyclonedx-core-java,7.1.6,cyclonedx/${artifactId},cyclonedx-core-java-7.1.6,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-7.1.6,a2038a918d41e189681a872a92f072ba8f9afc24,True,True,
org.cyclonedx:cyclonedx-core-java,4.1.0,cyclonedx/${artifactId},cyclonedx-core-java-4.1.0,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-4.1.0,c6aa59cc2099f8a7fe0896ddf8ece325ec935faa,True,True,
org.cyclonedx:cyclonedx-core-java,7.2.1,cyclonedx/${artifactId},cyclonedx-core-java-7.2.1,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-7.2.1,cf6fc4bc9de303012808e1c2cceecaf8990be47b,True,True,
org.cyclonedx:cyclonedx-core-java,7.1.0,cyclonedx/${artifactId},cyclonedx-core-java-7.1.0,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-7.1.0,d725a98235ef7a3ccf00e33e61896af9c91f76a5,True,True,
org.cyclonedx:cyclonedx-core-java,4.0.2,cyclonedx/${artifactId},cyclonedx-core-java-4.0.2,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-4.0.2,6441151978d4edb7d20fdd069717307487bc8030,True,True,
org.cyclonedx:cyclonedx-core-java,5.0.0,cyclonedx/${artifactId},cyclonedx-core-java-5.0.0,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-5.0.0,57e4cf20b2318ba57439146f7a85bc74cac2d07b,True,True,
org.cyclonedx:cyclonedx-core-java,8.0.1,cyclonedx/${artifactId},cyclonedx-core-java-8.0.1,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-8.0.1,062930582c342261c4ca8be318c9b412fe025c21,True,True,
org.cyclonedx:cyclonedx-core-java,4.1.1,cyclonedx/${artifactId},cyclonedx-core-java-4.1.1,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-4.1.1,a061b5226dc28d90026d0b579064222a1bc66ee5,True,True,
org.cyclonedx:cyclonedx-core-java,7.2.0,cyclonedx/${artifactId},cyclonedx-core-java-7.2.0,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-7.2.0,52ae6428f36b54fd5347fbf62cadcb7085d3af38,True,True,
org.cyclonedx:cyclonedx-core-java,3.0.8,cyclonedx/${artifactId},cyclonedx-core-java-3.0.8,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-3.0.8,360714361ffaaeeb583b7d77430610b138d057cc,True,True,
org.cyclonedx:cyclonedx-core-java,7.1.1,cyclonedx/${artifactId},cyclonedx-core-java-7.1.1,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-7.1.1,506d8ec911efa88ca55077b45d94cdb0a238ccda,True,True,
org.cyclonedx:cyclonedx-core-java,4.0.3,cyclonedx/${artifactId},cyclonedx-core-java-4.0.3,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-4.0.3,bad92f8b6f3b6bbb929f1acf093e276f14eedaf0,True,True,
org.cyclonedx:cyclonedx-core-java,7.3.2,cyclonedx/${artifactId},cyclonedx-core-java-7.3.2,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-7.3.2,6ad9664733c418eea9729490bab5ea74f0c1aa03,True,True,
org.cyclonedx:cyclonedx-core-java,6.0.0,cyclonedx/${artifactId},cyclonedx-core-java-6.0.0,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-6.0.0,db418d9da55cc3616667c29f4a90d80ff4d8b95a,True,True,
org.cyclonedx:cyclonedx-core-java,7.1.4,cyclonedx/${artifactId},cyclonedx-core-java-7.1.4,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-7.1.4,f6621aeb1486d04bd2760d89d02abc1ae930bd00,True,True,
org.cyclonedx:cyclonedx-core-java,8.0.2,cyclonedx/${artifactId},cyclonedx-core-java-8.0.2,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-8.0.2,b4b1907a29e3ba2afdd2e97f5ea2b27550c9b583,True,True,
org.cyclonedx:cyclonedx-core-java,5.0.3,cyclonedx/${artifactId},cyclonedx-core-java-5.0.3,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-5.0.3,5aee58f32889e9b2c6ad108196af5cc9a134e34a,True,True,
org.cyclonedx:cyclonedx-core-java,4.1.2,cyclonedx/${artifactId},cyclonedx-core-java-4.1.2,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-4.1.2,7115b44d9c8ece41df777008941c7c8fae97f7f4,True,True,
org.cyclonedx:cyclonedx-core-java,7.0.0,cyclonedx/${artifactId},cyclonedx-core-java-7.0.0,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-7.0.0,64a7fd3b448a8150cd84a5e45676e1efb362ea18,True,True,
org.cyclonedx:cyclonedx-core-java,7.3.1,cyclonedx/${artifactId},cyclonedx-core-java-7.3.1,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-7.3.1,00a33d874515bff98a7952de54e75af5e7a788b5,True,True,
org.cyclonedx:cyclonedx-core-java,5.0.5,cyclonedx/${artifactId},cyclonedx-core-java-5.0.5,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-5.0.5,d933705f9d2c76d0e896e346b406707f0cbcabeb,True,True,
org.cyclonedx:cyclonedx-core-java,4.0.0,cyclonedx/${artifactId},cyclonedx-core-java-4.0.0,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-4.0.0,dfd6f5137ca4074b66994fc425045bea64d2ce57,True,True,
org.cyclonedx:cyclonedx-core-java,7.1.2,cyclonedx/${artifactId},cyclonedx-core-java-7.1.2,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-7.1.2,375348d02f55059c916c2adcef46759454d2cee2,True,True,
org.cyclonedx:cyclonedx-core-java,7.1.5,cyclonedx/${artifactId},cyclonedx-core-java-7.1.5,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-7.1.5,f1bd2cad4a4aa7c3f5dbfe634661c9f154f6bb4d,True,True,
org.cyclonedx:cyclonedx-core-java,5.0.2,cyclonedx/${artifactId},cyclonedx-core-java-5.0.2,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-5.0.2,b6d1dbf928d68015f05751bb746ae65952c3dcc1,True,True,
org.cyclonedx:cyclonedx-core-java,8.0.3,cyclonedx/${artifactId},cyclonedx-core-java-8.0.3,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-8.0.3,3318e8582127645c6ae0b46e1c7dce70261c11ef,True,True,
org.cyclonedx:cyclonedx-core-java,7.3.0,cyclonedx/${artifactId},cyclonedx-core-java-7.3.0,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-7.3.0,ab601afdb75ef4578756945a648e395f7abe7997,True,True,
org.cyclonedx:cyclonedx-core-java,5.0.4,cyclonedx/${artifactId},cyclonedx-core-java-5.0.4,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-5.0.4,d25e21d7c6cf22931abd98f62eb9cc8f3b800f07,True,True,
org.cyclonedx:cyclonedx-core-java,4.0.1,cyclonedx/${artifactId},cyclonedx-core-java-4.0.1,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-4.0.1,b43f09519a79de7f03b8e6235e5b3f5c6a821502,True,True,
org.cyclonedx:cyclonedx-core-java,7.1.3,cyclonedx/${artifactId},cyclonedx-core-java-7.1.3,CycloneDX/cyclonedx-core-java,cyclonedx-core-java-7.1.3,84b806a90a43dad644a2613171404b7eb1f6841d,True,True,
org.mockito:mockito-core,5.2.0,mockito/mockito,v5.2.0,mockito/mockito,v5.2.0,74c811a60a5bf6b9ecb10d79ea95dba860b5cbf8,True,True,
org.mockito:mockito-core,4.9.0,mockito/mockito,v4.9.0,mockito/mockito,v4.9.0,0052e2f5f78ca2eda4593df158e1c2366639e5db,True,True,
org.mockito:mockito-core,5.1.1,mockito/mockito,v5.1.1,mockito/mockito,v5.1.1,50b21cf68b400a29369de58b9286d29e368212a7,True,True,
org.mockito:mockito-core,5.7.0,mockito/mockito,v5.7.0,mockito/mockito,v5.7.0,5c4e72c14959c893269aa980b527da2ebc6d9c61,True,True,
org.mockito:mockito-core,4.6.1,mockito/mockito,v4.6.1,mockito/mockito,v4.6.1,ff98622a8f4bbe96ef5405434b5d788fcd118bb4,True,True,
