ga,version,groundtruth_repo,groundtruth_tag,repo,tag,commit,exact_match,has_tests,has_tests_jar,err
org.apache.jackrabbit.vault:jackrabbit-filevault,3.6.6,apache/jackrabbit-filevault,jackrabbit-filevault-3.6.6,,,,,,,
org.apache.jackrabbit.vault:jackrabbit-filevault,3.4.8,apache/jackrabbit-filevault,jackrabbit-filevault-3.4.8,,,,,,,
org.apache.jackrabbit.vault:jackrabbit-filevault,3.7.2,apache/jackrabbit-filevault,jackrabbit-filevault-3.7.2,,,,,,,
org.apache.jackrabbit:filevault-package-maven-plugin,1.1.6,apache/jackrabbit-filevault-package-maven-plugin,filevault-package-maven-plugin-1.1.6,,,,,,,
org.apache.jackrabbit:filevault-package-maven-plugin,1.3.2,apache/jackrabbit-filevault-package-maven-plugin,filevault-package-maven-plugin-1.3.2,,,,,,,
org.apache.jackrabbit:filevault-package-maven-plugin,1.3.4,apache/jackrabbit-filevault-package-maven-plugin,filevault-package-maven-plugin-1.3.4,,,,,,,
org.apache.jackrabbit:filevault-package-maven-plugin,1.1.4,apache/jackrabbit-filevault-package-maven-plugin,filevault-package-maven-plugin-1.1.4,,,,,,,
org.apache.jackrabbit:filevault-package-maven-plugin,1.3.0,apache/jackrabbit-filevault-package-maven-plugin,filevault-package-maven-plugin-1.3.0,,,,,,,
org.apache.jackrabbit:filevault-package-maven-plugin,1.3.6,apache/jackrabbit-filevault-package-maven-plugin,filevault-package-maven-plugin-1.3.6,,,,,,,
org.apache.jackrabbit:filevault-package-maven-plugin,1.2.2,apache/jackrabbit-filevault-package-maven-plugin,filevault-package-maven-plugin-1.2.2,,,,,,,
org.apache.jackrabbit:filevault-package-maven-plugin,1.1.8,apache/jackrabbit-filevault-package-maven-plugin,filevault-package-maven-plugin-1.1.8,,,,,,,
org.apache.axis2:axis2,1.8.1,apache/axis-axis2-java-core,v1.8.1,,,,,,,
org.apache.mina:mina-parent,2.1.6,apache/mina,2.1.6,,,,,,,
org.apache.mina:mina-parent,2.2.1,apache/mina,2.2.1,,,,,,,
org.apache.ftpserver:ftpserver-parent,1.1.3,apache/mina-ftpserver,ftpserver-1.1.3,,,,,,,
org.apache.ftpserver:ftpserver-parent,1.1.4,apache/mina-ftpserver,1.1.4,,,,,,,
org.apache.ftpserver:ftpserver-parent,1.2.0,apache/mina-ftpserver,1.2.0,,,,,,,
org.apache.mina:mina-parent,2.2.0,apache/mina,2.2.0,,,,,,,
org.apache.mina:mina-parent,2.2.3,apache/mina,2.2.3,,,,,,,
org.apache.mina:mina-parent,2.2.2,apache/mina,2.2.2,,,,,,,
org.apache.qpid:protonj2-parent,1.0.0-M16,apache/qpid-protonj2,1.0.0-M16,,,,,,,
org.apache.qpid:protonj2-parent,1.0.0-M10,apache/qpid-protonj2,1.0.0-M10,,,,,,,
org.apache.qpid:protonj2-parent,1.0.0-M17,apache/qpid-protonj2,1.0.0-M17,,,,,,,
org.apache.qpid:protonj2-parent,1.0.0-M11,apache/qpid-protonj2,1.0.0-M11,,,,,,,
org.apache.qpid:protonj2-parent,1.0.0-M19,apache/qpid-protonj2,1.0.0-M19,,,,,,,
org.apache.qpid:protonj2-parent,1.0.0-M14,apache/qpid-protonj2,1.0.0-M14,,,,,,,
org.apache.qpid:protonj2-parent,1.0.0-M9,apache/qpid-protonj2,1.0.0-M9,,,,,,,
org.apache.qpid:protonj2-parent,1.0.0-M12,apache/qpid-protonj2,1.0.0-M12,,,,,,,
org.apache.qpid:protonj2-parent,1.0.0-M18,apache/qpid-protonj2,1.0.0-M18,,,,,,,
org.apache.qpid:protonj2-parent,1.0.0-M15,apache/qpid-protonj2,1.0.0-M15,,,,,,,
org.apache.qpid:protonj2-parent,1.0.0-M13,apache/qpid-protonj2,1.0.0-M13,,,,,,,
org.apache.qpid:proton-j-parent,0.34.1,apache/qpid-proton-j,0.34.1,,,,,,,
org.apache.qpid:proton-j-parent,0.34.0,apache/qpid-proton-j,0.34.0,,,,,,,
org.apache.qpid:qpid-jms-parent,2.2.0,apache/qpid-jms,2.2.0,,,,,,,
org.apache.qpid:qpid-jms-parent,1.7.0,apache/qpid-jms,1.7.0,,,,,,,
org.apache.qpid:qpid-jms-parent,2.1.0,apache/qpid-jms,2.1.0,,,,,,,
org.apache.qpid:qpid-jms-parent,1.8.0,apache/qpid-jms,1.8.0,,,,,,,
org.apache.qpid:qpid-jms-parent,2.4.0,apache/qpid-jms,2.4.0,,,,,,,
org.apache.qpid:qpid-jms-parent,2.3.0,apache/qpid-jms,2.3.0,,,,,,,
org.apache.qpid:qpid-jms-parent,2.5.0,apache/qpid-jms,2.5.0,,,,,,,
org.apache.qpid:qpid-jms-parent,1.9.0,apache/qpid-jms,1.9.0,,,,,,,
org.apache.qpid:qpid-jms-parent,1.10.0,apache/qpid-jms,1.10.0,,,,,,,
org.apache.paimon:paimon-parent,0.6.0-incubating,apache/incubator-paimon,release-0.6.0-incubating,,,,,,,
org.apache.accumulo:accumulo,1.10.2,apache/accumulo,rel/1.10.2,,,,,,,
org.apache.accumulo:accumulo,2.1.2,apache/accumulo,rel/2.1.2,,,,,,,
org.apache.accumulo:accumulo,2.1.1,apache/accumulo,rel/2.1.1,,,,,,,
org.apache.accumulo:accumulo,1.10.0,apache/accumulo,rel/1.10.0,,,,,,,
org.apache.accumulo:accumulo,3.0.0,apache/accumulo,rel/3.0.0,,,,,,,
org.apache.accumulo:accumulo,2.1.0,apache/accumulo,rel/2.1.0,,,,,,,
org.apache.accumulo:accumulo,1.10.1,apache/accumulo,rel/1.10.1,,,,,,,
org.apache.struts:struts2-parent,6.3.0.1,apache/struts,STRUTS_`echo 6.3.0.1 | tr . _`,,,,,,,
org.apache.struts:struts2-parent,6.0.0,apache/struts,STRUTS_`echo 6.0.0 | tr . _`,,,,,,,
org.apache.struts:struts2-parent,2.5.27,apache/struts,STRUTS_`echo 2.5.27 | tr . _`,,,,,,,
org.apache.struts:struts2-parent,6.1.2,apache/struts,STRUTS_`echo 6.1.2 | tr . _`,,,,,,,
org.apache.struts:struts2-parent,6.3.0,apache/struts,STRUTS_`echo 6.3.0 | tr . _`,,,,,,,
org.apache.struts:struts2-parent,2.5.26,apache/struts,STRUTS_`echo 2.5.26 | tr . _`,,,,,,,
org.apache.struts:struts2-parent,6.3.0.2,apache/struts,STRUTS_`echo 6.3.0.2 | tr . _`,,,,,,,
org.apache.struts:struts2-parent,6.2.0,apache/struts,STRUTS_`echo 6.2.0 | tr . _`,,,,,,,
org.apache.struts:struts2-parent,2.5.30,apache/struts,STRUTS_`echo 2.5.30 | tr . _`,,,,,,,
org.apache.nifi:nifi,1.17.0,apache/nifi,rel/nifi-1.17.0,,,,,,,
org.apache.nifi:nifi,1.16.2,apache/nifi,rel/nifi-1.16.2,,,,,,,
org.apache.nifi:nifi,1.20.0,apache/nifi,rel/nifi-1.20.0,,,,,,,
org.apache.nifi:nifi,1.21.0,apache/nifi,rel/nifi-1.21.0,,,,,,,
org.apache.nifi:nifi,1.16.0,apache/nifi,rel/nifi-1.16.0,,,,,,,
org.apache.nifi:nifi,1.19.0,apache/nifi,rel/nifi-1.19.0,,,,,,,
org.apache.nifi:nifi,1.16.1,apache/nifi,rel/nifi-1.16.1,,,,,,,
org.apache.nifi:nifi,1.22.0,apache/nifi,rel/nifi-1.22.0,,,,,,,
org.apache.nifi:nifi-nar-maven-plugin,1.4.0,apache/nifi-maven,rel/nifi-nar-maven-plugin-1.4.0,,,,,,,
org.apache.nifi:nifi-nar-maven-plugin,1.3.5,apache/nifi-maven,rel/nifi-nar-maven-plugin-1.3.5,,,,,,,
org.apache.nifi:nifi-nar-maven-plugin,1.3.4,apache/nifi-maven,rel/nifi-nar-maven-plugin-1.3.4,,,,,,,
org.apache.nifi:nifi-nar-maven-plugin,1.5.0,apache/nifi-maven,rel/nifi-nar-maven-plugin-1.5.0,,,,,,,
org.apache.nifi:nifi-nar-maven-plugin,1.5.1,apache/nifi-maven,rel/nifi-nar-maven-plugin-1.5.1,,,,,,,
org.apache.any23:apache-any23,2.7,apache/any23,any23-2.7,,,,,,,
org.apache.felix:felix-parent,7,apache/felix-dev,felix-parent-7,,,,,,,
org.apache.felix:felix-parent,8,apache/felix-dev,felix-parent-8,,,,,,,
org.apache.felix:maven-bundle-plugin,5.1.3,apache/felix-dev,maven-bundle-plugin-5.1.3,,,,,,,
org.apache.felix:maven-bundle-plugin,5.1.5,apache/felix-dev,maven-bundle-plugin-5.1.5,,,,,,,
org.apache.felix:maven-bundle-plugin,5.1.8,apache/felix-dev,maven-bundle-plugin-5.1.8,,,,,,,
org.apache.felix:maven-bundle-plugin,5.1.4,apache/felix-dev,maven-bundle-plugin-5.1.4,,,,,,,
org.apache.felix:maven-bundle-plugin,5.1.9,apache/felix-dev,maven-bundle-plugin-5.1.9,,,,,,,
org.apache.felix:maven-bundle-plugin,5.1.7,apache/felix-dev,maven-bundle-plugin-5.1.7,,,,,,,
org.apache.felix:maven-bundle-plugin,5.1.6,apache/felix-dev,maven-bundle-plugin-5.1.6,,,,,,,
org.apache.felix:org.apache.felix.feature,1.0.0,apache/felix-dev,org.apache.felix.feature-1.0.0,,,,,,,
org.apache.felix:org.apache.felix.feature,0.9.2-RC2,apache/felix-dev,org.apache.felix.feature-0.9.2-RC2,,,,,,,
org.apache.felix:org.apache.felix.feature,0.9.0-RC1,apache/felix-dev,org.apache.felix.feature-0.9.0-RC1,,,,,,,
org.apache.felix:org.apache.felix.feature,1.0.2,apache/felix-dev,org.apache.felix.feature-1.0.2,,,,,,,
org.apache.felix:org.apache.felix.feature,0.9.4-RC3,apache/felix-dev,org.apache.felix.feature-0.9.4-RC3,,,,,,,
org.apache.felix:org.apache.felix.http.parent,13,apache/felix-dev,org.apache.felix.http.parent-13,,,,,,,
org.apache.felix:org.apache.felix.healthcheck.core,2.1.0,apache/felix-dev,org.apache.felix.healthcheck.core-2.1.0,,,,,,,
org.apache.felix:org.apache.felix.healthcheck.core,2.2.0,apache/felix-dev,org.apache.felix.healthcheck.core-2.2.0,,,,,,,
org.apache.commons:commons-statistics-parent,1.0,apache/commons-statistics,rel/commons-statistics-1.0,,,,,,,
org.apache.commons:commons-compress,1.22,apache/commons-compress,commons-compress-1.22,,,,,,,
org.apache.commons:commons-compress,1.24.0,apache/commons-compress,rel/commons-compress-1.24.0,,,,,,,
org.apache.commons:commons-compress,1.25.0,apache/commons-compress,rel/commons-compress-1.25.0,,,,,,,
org.apache.commons:commons-compress,1.23.0,apache/commons-compress,rel/commons-compress-1.23.0,,,,,,,
commons-net:commons-net,3.10.0,apache/commons-net,rel/commons-net-3.10.0,,,,,,,
commons-net:commons-net,3.9.0,apache/commons-net,rel/commons-net-3.9.0,,,,,,,
org.apache.commons:commons-numbers-parent,1.1,apache/commons-numbers,rel/commons-numbers-1.1,,,,,,,
org.apache.bcel:bcel,6.8.0,apache/commons-bcel,rel/commons-bcel-6.8.0,,,,,,,
org.apache.bcel:bcel,6.7.0,apache/commons-bcel,rel/commons-bcel-6.7.0,,,,,,,
org.apache.bcel:bcel,6.8.1,apache/commons-bcel,rel/commons-bcel-6.8.1,,,,,,,
org.apache.commons:commons-exec,1.4.0,apache/commons-exec,rel/commons-exec-1.4.0,,,,,,,
org.apache.commons:commons-csv,1.10.0,apache/commons-csv,rel/commons-csv-1.10.0,,,,,,,
org.apache.commons:commons-parent,54,apache/commons-parent,rel/commons-parent-54,,,,,,,
org.apache.commons:commons-parent,61,apache/commons-parent,rel/commons-parent-61,,,,,,,
org.apache.commons:commons-parent,59,apache/commons-parent,rel/commons-parent-59,,,,,,,
org.apache.commons:commons-parent,53,apache/commons-parent,rel/commons-parent-53,,,,,,,
org.apache.commons:commons-parent,55,apache/commons-parent,rel/commons-parent-55,,,,,,,
org.apache.commons:commons-parent,60,apache/commons-parent,rel/commons-parent-60,,,,,,,
org.apache.commons:commons-parent,58,apache/commons-parent,rel/commons-parent-58,,,,,,,
org.apache.commons:commons-parent,65,apache/commons-parent,rel/commons-parent-65,,,,,,,
org.apache.commons:commons-parent,63,apache/commons-parent,rel/commons-parent-63,,,,,,,
org.apache.commons:commons-parent,56,apache/commons-parent,rel/commons-parent-56,,,,,,,
org.apache.commons:commons-parent,64,apache/commons-parent,rel/commons-parent-64,,,,,,,
org.apache.commons:commons-parent,62,apache/commons-parent,rel/commons-parent-62,,,,,,,
org.apache.commons:commons-parent,57,apache/commons-parent,rel/commons-parent-57,,,,,,,
org.apache.commons:commons-rng-parent,1.5,apache/commons-rng,rel/commons-rng-1.5,,,,,,,
org.apache.sshd:sshd,2.12.0,apache/mina-sshd,sshd-2.12.0,,,,,,,
org.apache.sshd:sshd,2.6.0,apache/mina-sshd,sshd-2.6.0,,,,,,,
org.apache.sshd:sshd,2.11.0,apache/mina-sshd,sshd-2.11.0,,,,,,,
org.apache.sshd:sshd,2.10.0,apache/mina-sshd,sshd-2.10.0,,,,,,,
org.apache.sshd:sshd,2.8.0,apache/mina-sshd,sshd-2.8.0,,,,,,,
org.apache.jena:jena,4.5.0,apache/jena,jena-4.5.0,,,,,,,
org.apache.jena:jena,3.16.0,apache/maven-jena,jena-3.16.0,,,,,,,
org.apache.jena:jena,4.0.0,apache/jena,jena-4.0.0,,,,,,,
org.apache.jena:jena,3.15.0,apache/maven-jena,jena-3.15.0,,,,,,,
org.apache.jena:jena,4.1.0,apache/jena,jena-4.1.0,,,,,,,
org.apache.jena:jena,3.17.0,apache/maven-jena,jena-3.17.0,,,,,,,
org.apache.jena:jena,4.3.2,apache/jena,jena-4.3.2,,,,,,,
org.apache.jena:jena,3.14.0,apache/maven-jena,jena-3.14.0,,,,,,,
org.apache.jena:jena,4.2.0,apache/jena,jena-4.2.0,,,,,,,
org.apache.sis:parent,1.3,apache/sis,1.3,,,,,,,
org.apache.maven.reporting:maven-reporting-impl,4.0.0-M10,apache/maven-reporting-impl,maven-reporting-impl-4.0.0-M10,,,,,,,
org.apache.maven.reporting:maven-reporting-impl,4.0.0-M2,apache/maven-reporting-impl,maven-reporting-impl-4.0.0-M2,,,,,,,
org.apache.maven.reporting:maven-reporting-impl,4.0.0-M9,apache/maven-reporting-impl,maven-reporting-impl-4.0.0-M9,,,,,,,
org.apache.maven.reporting:maven-reporting-impl,4.0.0-M4,apache/maven-reporting-impl,maven-reporting-impl-4.0.0-M4,,,,,,,
org.apache.maven.reporting:maven-reporting-impl,4.0.0-M11,apache/maven-reporting-impl,maven-reporting-impl-4.0.0-M11,,,,,,,
org.apache.maven.reporting:maven-reporting-impl,4.0.0-M3,apache/maven-reporting-impl,maven-reporting-impl-4.0.0-M3,,,,,,,
org.apache.maven.reporting:maven-reporting-impl,4.0.0-M8,apache/maven-reporting-impl,maven-reporting-impl-4.0.0-M8,,,,,,,
org.apache.maven.reporting:maven-reporting-impl,4.0.0-M5,apache/maven-reporting-impl,maven-reporting-impl-4.0.0-M5,,,,,,,
org.apache.maven.reporting:maven-reporting-impl,3.1.0,apache/maven-reporting-impl,maven-reporting-impl-3.1.0,,,,,,,
org.apache.maven.reporting:maven-reporting-impl,4.0.0-M12,apache/maven-reporting-impl,maven-reporting-impl-4.0.0-M12,,,,,,,
org.apache.maven.reporting:maven-reporting-impl,4.0.0-M6,apache/maven-reporting-impl,maven-reporting-impl-4.0.0-M6,,,,,,,
org.apache.maven.reporting:maven-reporting-impl,4.0.0-M13,apache/maven-reporting-impl,maven-reporting-impl-4.0.0-M13,,,,,,,
org.apache.maven.reporting:maven-reporting-impl,4.0.0-M1,apache/maven-reporting-impl,maven-reporting-impl-4.0.0-M1,,,,,,,
org.apache.maven.reporting:maven-reporting-impl,4.0.0-M7,apache/maven-reporting-impl,maven-reporting-impl-4.0.0-M7,,,,,,,
org.apache.maven.reporting:maven-reporting-impl,3.2.0,apache/maven-reporting-impl,maven-reporting-impl-3.2.0,,,,,,,
org.apache.maven.reporting:maven-reporting-api,4.0.0-M10,apache/maven-reporting-api,maven-reporting-api-4.0.0-M10,,,,,,,
org.apache.maven.reporting:maven-reporting-api,4.0.0-M6,apache/maven-reporting-api,maven-reporting-api-4.0.0-M6,,,,,,,
org.apache.maven.reporting:maven-reporting-api,4.0.0-M1,apache/maven-reporting-api,maven-reporting-api-4.0.0-M1,,,,,,,
org.apache.maven.reporting:maven-reporting-api,4.0.0-M7,apache/maven-reporting-api,maven-reporting-api-4.0.0-M7,,,,,,,
org.apache.maven.reporting:maven-reporting-api,4.0.0-M2,apache/maven-reporting-api,maven-reporting-api-4.0.0-M2,,,,,,,
org.apache.maven.reporting:maven-reporting-api,3.1.1,apache/maven-reporting-api,maven-reporting-api-3.1.1,,,,,,,
org.apache.maven.reporting:maven-reporting-api,4.0.0-M4,apache/maven-reporting-api,maven-reporting-api-4.0.0-M4,,,,,,,
org.apache.maven.reporting:maven-reporting-api,4.0.0-M9,apache/maven-reporting-api,maven-reporting-api-4.0.0-M9,,,,,,,
org.apache.maven.reporting:maven-reporting-api,4.0.0-M3,apache/maven-reporting-api,maven-reporting-api-4.0.0-M3,,,,,,,
org.apache.maven.reporting:maven-reporting-api,3.1.0,apache/maven-reporting-api,maven-reporting-api-3.1.0,,,,,,,
org.apache.maven.reporting:maven-reporting-api,4.0.0-M5,apache/maven-reporting-api,maven-reporting-api-4.0.0-M5,,,,,,,
org.apache.maven.reporting:maven-reporting-api,4.0.0-M8,apache/maven-reporting-api,maven-reporting-api-4.0.0-M8,,,,,,,
org.apache.maven.reporting:maven-reporting-exec,2.0.0-M8,apache/maven-reporting-exec,maven-reporting-exec-2.0.0-M8,,,,,,,
org.apache.maven.reporting:maven-reporting-exec,2.0.0-M11,apache/maven-reporting-exec,maven-reporting-exec-2.0.0-M11,,,,,,,
org.apache.maven.reporting:maven-reporting-exec,2.0.0-M5,apache/maven-reporting-exec,maven-reporting-exec-2.0.0-M5,,,,,,,
org.apache.maven.reporting:maven-reporting-exec,2.0.0-M3,apache/maven-reporting-exec,maven-reporting-exec-2.0.0-M3,,,,,,,
org.apache.maven.reporting:maven-reporting-exec,2.0.0-M9,apache/maven-reporting-exec,maven-reporting-exec-2.0.0-M9,,,,,,,
org.apache.maven.reporting:maven-reporting-exec,2.0.0-M10,apache/maven-reporting-exec,maven-reporting-exec-2.0.0-M10,,,,,,,
org.apache.maven.reporting:maven-reporting-exec,2.0.0-M4,apache/maven-reporting-exec,maven-reporting-exec-2.0.0-M4,,,,,,,
org.apache.maven.reporting:maven-reporting-exec,2.0.0-M2,apache/maven-reporting-exec,maven-reporting-exec-2.0.0-M2,,,,,,,
org.apache.maven.reporting:maven-reporting-exec,1.5.1,apache/maven-reporting-exec,maven-reporting-exec-1.5.1,,,,,,,
org.apache.maven.reporting:maven-reporting-exec,2.0.0-M7,apache/maven-reporting-exec,maven-reporting-exec-2.0.0-M7,,,,,,,
org.apache.maven.reporting:maven-reporting-exec,1.6.0,apache/maven-reporting-exec,maven-reporting-exec-1.6.0,,,,,,,
org.apache.maven.reporting:maven-reporting-exec,2.0.0-M1,apache/maven-reporting-exec,maven-reporting-exec-2.0.0-M1,,,,,,,
org.apache.maven.reporting:maven-reporting-exec,2.0.0-M6,apache/maven-reporting-exec,maven-reporting-exec-2.0.0-M6,,,,,,,
org.apache.maven.reporting:maven-reporting-exec,2.0.0-M12,apache/maven-reporting-exec,maven-reporting-exec-2.0.0-M12,,,,,,,
org.apache.maven.surefire:surefire,3.0.0,apache/maven-surefire,surefire-3.0.0,,,,,,,
org.apache.maven.surefire:surefire,3.2.3,apache/maven-surefire,surefire-3.2.3,,,,,,,
org.apache.maven.surefire:surefire,3.0.0-M7,apache/maven-surefire,surefire-3.0.0-M7,,,,,,,
org.apache.maven.surefire:surefire,3.2.5,apache/maven-surefire,surefire-3.2.5,,,,,,,
org.apache.maven.surefire:surefire,3.1.2,apache/maven-surefire,surefire-3.1.2,,,,,,,
org.apache.maven.surefire:surefire,3.2.2,apache/maven-surefire,surefire-3.2.2,,,,,,,
org.apache.maven.surefire:surefire,3.0.0-M6,apache/maven-surefire,surefire-3.0.0-M6,,,,,,,
org.apache.maven.surefire:surefire,3.2.1,apache/maven-surefire,surefire-3.2.1,,,,,,,
org.apache.maven.surefire:surefire,3.0.0-M8,apache/maven-surefire,surefire-3.0.0-M8,,,,,,,
org.apache.maven.surefire:surefire,3.0.0-M5,apache/maven-surefire,surefire-3.0.0-M5,,,,,,,
org.apache.maven.surefire:surefire,3.1.0,apache/maven-surefire,surefire-3.1.0,,,,,,,
org.apache.maven.surefire:surefire,3.0.0-M9,apache/maven-surefire,surefire-3.0.0-M9,,,,,,,
org.apache.maven.plugin-testing:maven-plugin-testing,4.0.0-alpha-2,,maven-plugin-testing-4.0.0-alpha-2,,,,,,,
org.apache.maven.plugin-testing:maven-plugin-testing,4.0.0-alpha-1,,maven-plugin-testing-4.0.0-alpha-1,,,,,,,
org.apache.maven.archetype:maven-archetype,3.2.0,apache/maven-archetype,maven-archetype-3.2.0,,,,,,,
org.apache.maven.archetype:maven-archetype,3.2.1,apache/maven-archetype,maven-archetype-3.2.1,,,,,,,
org.apache.maven.wrapper:maven-wrapper-parent,3.1.0,apache/maven-wrapper,maven-wrapper-parent-3.1.0,,,,,,,
org.apache.maven.plugins:maven-wrapper-plugin,3.0.2,apache/maven-wrapper-plugin,maven-wrapper-plugin-3.0.2,,,,,,,
org.apache.maven.wrapper:maven-wrapper,3.2.0,apache/maven-wrapper,maven-wrapper-3.2.0,,,,,,,
org.apache.maven.wrapper:maven-wrapper,3.1.1,apache/maven-wrapper,maven-wrapper-3.1.1,,,,,,,
org.apache.maven.plugins:maven-wrapper-plugin,3.0.1,apache/maven-wrapper-plugin,maven-wrapper-plugin-3.0.1,,,,,,,
org.apache.maven.plugins:maven-war-plugin,3.4.0,apache/maven-war-plugin,maven-war-plugin-3.4.0,,,,,,,
org.apache.maven.plugins:maven-war-plugin,3.3.2,apache/maven-war-plugin,maven-war-plugin-3.3.2,,,,,,,
org.apache.maven.plugins:maven-war-plugin,3.3.1,apache/maven-war-plugin,maven-war-plugin-3.3.1,,,,,,,
org.apache.maven.plugins:maven-war-plugin,3.3.0,apache/maven-war-plugin,maven-war-plugin-3.3.0,,,,,,,
org.apache.maven.plugins:maven-artifact-plugin,3.1.0,apache/maven-artifact-plugin,maven-artifact-plugin-3.1.0,,,,,,,
org.apache.maven.plugins:maven-artifact-plugin,3.4.0,apache/maven-artifact-plugin,maven-artifact-plugin-3.4.0,,,,,,,
org.apache.maven.plugins:maven-artifact-plugin,3.2.0,apache/maven-artifact-plugin,maven-artifact-plugin-3.2.0,,,,,,,
org.apache.maven.plugins:maven-artifact-plugin,3.4.1,apache/maven-artifact-plugin,maven-artifact-plugin-3.4.1,,,,,,,
org.apache.maven.plugins:maven-artifact-plugin,3.5.0,apache/maven-artifact-plugin,maven-artifact-plugin-3.5.0,,,,,,,
org.apache.maven.plugins:maven-artifact-plugin,3.0.0,apache/maven-artifact-plugin,maven-artifact-plugin-3.0.0,,,,,,,
org.apache.maven.plugins:maven-artifact-plugin,3.3.0,apache/maven-artifact-plugin,maven-artifact-plugin-3.3.0,,,,,,,
org.apache.maven.plugins:maven-compiler-plugin,3.12.0,apache/maven-compiler-plugin,maven-compiler-plugin-3.12.0,,,,,,,
org.apache.maven.plugins:maven-compiler-plugin,3.12.1,apache/maven-compiler-plugin,maven-compiler-plugin-3.12.1,,,,,,,
org.apache.maven.plugins:maven-compiler-plugin,3.11.0,apache/maven-compiler-plugin,maven-compiler-plugin-3.11.0,,,,,,,
org.apache.maven.plugins:maven-compiler-plugin,3.10.1,apache/maven-compiler-plugin,maven-compiler-plugin-3.10.1,,,,,,,
org.apache.maven.plugins:maven-compiler-plugin,3.9.0,apache/maven-compiler-plugin,maven-compiler-plugin-3.9.0,,,,,,,
org.apache.maven.plugins:maven-compiler-plugin,3.10.0,apache/maven-compiler-plugin,maven-compiler-plugin-3.10.0,,,,,,,
org.apache.maven.plugins:maven-remote-resources-plugin,3.0.0,apache/maven-remote-resources-plugin,maven-remote-resources-plugin-3.0.0,,,,,,,
org.apache.maven.plugins:maven-remote-resources-plugin,3.1.0,apache/maven-remote-resources-plugin,maven-remote-resources-plugin-3.1.0,,,,,,,
org.apache.maven.plugins:maven-scm-publish-plugin,3.1.0,apache/maven-scm-publish-plugin,maven-scm-publish-plugin-3.1.0,,,,,,,
org.apache.maven.plugins:maven-scm-publish-plugin,3.2.1,apache/maven-scm-publish-plugin,maven-scm-publish-plugin-3.2.1,,,,,,,
org.apache.maven.plugins:maven-antrun-plugin,3.0.0,apache/maven-antrun-plugin,maven-antrun-plugin-3.0.0,,,,,,,
org.apache.maven.plugins:maven-antrun-plugin,3.1.0,apache/maven-antrun-plugin,maven-antrun-plugin-3.1.0,,,,,,,
org.apache.maven.plugins:maven-clean-plugin,3.3.1,apache/maven-clean-plugin,maven-clean-plugin-3.3.1,,,,,,,
org.apache.maven.plugins:maven-clean-plugin,3.2.0,apache/maven-clean-plugin,maven-clean-plugin-3.2.0,,,,,,,
org.apache.maven.plugins:maven-clean-plugin,3.3.2,apache/maven-clean-plugin,maven-clean-plugin-3.3.2,,,,,,,
org.apache.maven.plugins:maven-project-info-reports-plugin,3.1.0,apache/maven-project-info-reports-plugin,maven-project-info-reports-plugin-3.1.0,,,,,,,
org.apache.maven.plugins:maven-project-info-reports-plugin,3.4.0,apache/maven-project-info-reports-plugin,maven-project-info-reports-plugin-3.4.0,,,,,,,
org.apache.maven.plugins:maven-project-info-reports-plugin,3.2.1,apache/maven-project-info-reports-plugin,maven-project-info-reports-plugin-3.2.1,,,,,,,
org.apache.maven.plugins:maven-project-info-reports-plugin,3.1.1,apache/maven-project-info-reports-plugin,maven-project-info-reports-plugin-3.1.1,,,,,,,
org.apache.maven.plugins:maven-project-info-reports-plugin,3.4.1,apache/maven-project-info-reports-plugin,maven-project-info-reports-plugin-3.4.1,,,,,,,
org.apache.maven.plugins:maven-project-info-reports-plugin,3.4.4,apache/maven-project-info-reports-plugin,maven-project-info-reports-plugin-3.4.4,,,,,,,
org.apache.maven.plugins:maven-project-info-reports-plugin,3.1.2,apache/maven-project-info-reports-plugin,maven-project-info-reports-plugin-3.1.2,,,,,,,
org.apache.maven.plugins:maven-project-info-reports-plugin,3.5.0,apache/maven-project-info-reports-plugin,maven-project-info-reports-plugin-3.5.0,,,,,,,
org.apache.maven.plugins:maven-project-info-reports-plugin,3.4.2,apache/maven-project-info-reports-plugin,maven-project-info-reports-plugin-3.4.2,,,,,,,
org.apache.maven.plugins:maven-project-info-reports-plugin,3.4.5,apache/maven-project-info-reports-plugin,maven-project-info-reports-plugin-3.4.5,,,,,,,
org.apache.maven.plugins:maven-project-info-reports-plugin,3.3.0,apache/maven-project-info-reports-plugin,maven-project-info-reports-plugin-3.3.0,,,,,,,
org.apache.maven.plugins:maven-project-info-reports-plugin,3.2.2,apache/maven-project-info-reports-plugin,maven-project-info-reports-plugin-3.2.2,,,,,,,
org.apache.maven.plugins:maven-project-info-reports-plugin,3.4.3,apache/maven-project-info-reports-plugin,maven-project-info-reports-plugin-3.4.3,,,,,,,
org.apache.maven.plugins:maven-resources-plugin,3.3.1,apache/maven-resources-plugin,maven-resources-plugin-3.3.1,,,,,,,
org.apache.maven.plugins:maven-resources-plugin,3.3.0,apache/maven-resources-plugin,maven-resources-plugin-3.3.0,,,,,,,
org.apache.maven.plugins:maven-resources-plugin,3.2.0,apache/maven-resources-plugin,maven-resources-plugin-3.2.0,,,,,,,
org.apache.maven.plugins:maven-ejb-plugin,3.1.0,apache/maven-ejb-plugin,maven-ejb-plugin-3.1.0,,,,,,,
org.apache.maven.plugins:maven-ejb-plugin,3.2.1,apache/maven-ejb-plugin,maven-ejb-plugin-3.2.1,,,,,,,
