ga,version,groundtruth_repo,groundtruth_tag,repo,tag,commit,exact_match,has_tests,has_tests_jar,err
org.apache.sling:org.apache.sling.feature.extension.apiregions,1.5.0,apache/sling-$(echo org.apache.sling.feature.extension.apiregions | tr '.' '-'),org.apache.sling.feature.extension.apiregions-1.5.0,,,,,,,
org.apache.sling:org.apache.sling.feature.extension.apiregions,2.0.0,apache/sling-$(echo org.apache.sling.feature.extension.apiregions | tr '.' '-'),org.apache.sling.feature.extension.apiregions-2.0.0,,,,,,,
org.apache.sling:org.apache.sling.feature.extension.apiregions,1.4.4,apache/sling-$(echo org.apache.sling.feature.extension.apiregions | tr '.' '-'),org.apache.sling.feature.extension.apiregions-1.4.4,,,,,,,
org.apache.sling:org.apache.sling.feature.extension.apiregions,1.4.2,apache/sling-$(echo org.apache.sling.feature.extension.apiregions | tr '.' '-'),org.apache.sling.feature.extension.apiregions-1.4.2,,,,,,,
org.apache.sling:org.apache.sling.jcr.oak.server,1.4.0,apache/sling-$(echo org.apache.sling.jcr.oak.server | tr '.' '-'),org.apache.sling.jcr.oak.server-1.4.0,,,,,,,
org.apache.sling:org.apache.sling.jcr.oak.server,1.3.0,apache/sling-$(echo org.apache.sling.jcr.oak.server | tr '.' '-'),org.apache.sling.jcr.oak.server-1.3.0,,,,,,,
org.apache.sling:maven-enforcer-rules,1.2.0,apache/sling-maven-enforcer-rules,maven-enforcer-rules-1.2.0,,,,,,,
org.apache.sling:maven-enforcer-rules,1.1.0,apache/sling-maven-enforcer-rules,maven-enforcer-rules-1.1.0,,,,,,,
org.apache.sling:maven-enforcer-rules,1.0.0,apache/sling-maven-enforcer-rules,maven-enforcer-rules-1.0.0,,,,,,,
org.apache.sling:org.apache.sling.xss,2.2.20,apache/sling-$(echo org.apache.sling.xss | tr '.' '-'),org.apache.sling.xss-2.2.20,,,,,,,
org.apache.sling:org.apache.sling.xss,2.3.0,apache/sling-$(echo org.apache.sling.xss | tr '.' '-'),org.apache.sling.xss-2.3.0,,,,,,,
org.apache.sling:org.apache.sling.xss,2.3.8,apache/sling-$(echo org.apache.sling.xss | tr '.' '-'),org.apache.sling.xss-2.3.8,,,,,,,
org.apache.sling:org.apache.sling.xss,2.4.0,apache/sling-$(echo org.apache.sling.xss | tr '.' '-'),org.apache.sling.xss-2.4.0,,,,,,,
org.apache.sling:org.apache.sling.xss,2.3.2,apache/sling-$(echo org.apache.sling.xss | tr '.' '-'),org.apache.sling.xss-2.3.2,,,,,,,
org.apache.sling:org.apache.sling.xss,2.3.4,apache/sling-$(echo org.apache.sling.xss | tr '.' '-'),org.apache.sling.xss-2.3.4,,,,,,,
org.apache.sling:org.apache.sling.jcr.jackrabbit.accessmanager,4.0.0,apache/sling-$(echo org.apache.sling.jcr.jackrabbit.accessmanager | tr '.' '-'),org.apache.sling.jcr.jackrabbit.accessmanager-4.0.0,,,,,,,
org.apache.sling:org.apache.sling.jcr.jackrabbit.accessmanager,3.0.10,apache/sling-$(echo org.apache.sling.jcr.jackrabbit.accessmanager | tr '.' '-'),org.apache.sling.jcr.jackrabbit.accessmanager-3.0.10,,,,,,,
org.apache.sling:org.apache.sling.jcr.jackrabbit.accessmanager,3.1.0,apache/sling-$(echo org.apache.sling.jcr.jackrabbit.accessmanager | tr '.' '-'),org.apache.sling.jcr.jackrabbit.accessmanager-3.1.0,,,,,,,
org.apache.sling:org.apache.sling.jcr.jackrabbit.accessmanager,4.0.2,apache/sling-$(echo org.apache.sling.jcr.jackrabbit.accessmanager | tr '.' '-'),org.apache.sling.jcr.jackrabbit.accessmanager-4.0.2,,,,,,,
org.apache.sling:org.apache.sling.models.api,1.5.0,apache/sling-$(echo org.apache.sling.models.api | tr '.' '-'),org.apache.sling.models.api-1.5.0,,,,,,,
org.apache.sling:org.apache.sling.models.api,1.4.2,apache/sling-$(echo org.apache.sling.models.api | tr '.' '-'),org.apache.sling.models.api-1.4.2,,,,,,,
org.apache.sling:org.apache.sling.models.api,1.4.0,apache/sling-$(echo org.apache.sling.models.api | tr '.' '-'),org.apache.sling.models.api-1.4.0,,,,,,,
org.apache.sling:org.apache.sling.commons.content.analyzing,1.0.0,apache/sling-$(echo org.apache.sling.commons.content.analyzing | tr '.' '-'),org.apache.sling.commons.content.analyzing-1.0.0,,,,,,,
org.apache.sling:slingfeature-maven-plugin,1.7.2,apache/sling-slingfeature-maven-plugin,slingfeature-maven-plugin-1.7.2,,,,,,,
org.apache.sling:slingfeature-maven-plugin,1.6.6,apache/sling-slingfeature-maven-plugin,slingfeature-maven-plugin-1.6.6,,,,,,,
org.apache.sling:slingfeature-maven-plugin,1.7.4,apache/sling-slingfeature-maven-plugin,slingfeature-maven-plugin-1.7.4,,,,,,,
org.apache.sling:slingfeature-maven-plugin,1.6.0,apache/sling-slingfeature-maven-plugin,slingfeature-maven-plugin-1.6.0,,,,,,,
org.apache.sling:slingfeature-maven-plugin,1.5.16,apache/sling-slingfeature-maven-plugin,slingfeature-maven-plugin-1.5.16,,,,,,,
org.apache.sling:slingfeature-maven-plugin,1.7.0,apache/sling-slingfeature-maven-plugin,slingfeature-maven-plugin-1.7.0,,,,,,,
org.apache.sling:slingfeature-maven-plugin,1.6.4,apache/sling-slingfeature-maven-plugin,slingfeature-maven-plugin-1.6.4,,,,,,,
org.apache.sling:slingfeature-maven-plugin,1.5.18,apache/sling-slingfeature-maven-plugin,slingfeature-maven-plugin-1.5.18,,,,,,,
org.apache.sling:slingfeature-maven-plugin,1.6.2,apache/sling-slingfeature-maven-plugin,slingfeature-maven-plugin-1.6.2,,,,,,,
org.apache.sling:slingfeature-maven-plugin,1.6.8,apache/sling-slingfeature-maven-plugin,slingfeature-maven-plugin-1.6.8,,,,,,,
org.apache.sling:slingfeature-maven-plugin,1.5.14,apache/sling-slingfeature-maven-plugin,slingfeature-maven-plugin-1.5.14,,,,,,,
org.apache.sling:slingfeature-maven-plugin,1.8.0,apache/sling-slingfeature-maven-plugin,slingfeature-maven-plugin-1.8.0,,,,,,,
org.apache.sling:org.apache.sling.scripting.sightly.testing-content,1.0.30-1.4.0,apache/sling-$(echo org.apache.sling.scripting.sightly.testing-content | tr '.' '-'),org.apache.sling.scripting.sightly.testing-content-1.0.30-1.4.0,,,,,,,
org.apache.sling:org.apache.sling.query,4.0.4,apache/sling-$(echo org.apache.sling.query | tr '.' '-'),org.apache.sling.query-4.0.4,,,,,,,
org.apache.sling:org.apache.sling.adapter,2.2.0,apache/sling-$(echo org.apache.sling.adapter | tr '.' '-'),org.apache.sling.adapter-2.2.0,,,,,,,
org.apache.sling:org.apache.sling.installer.factory.packages,1.0.4,apache/sling-$(echo org.apache.sling.installer.factory.packages | tr '.' '-'),org.apache.sling.installer.factory.packages-1.0.4,,,,,,,
org.apache.sling:org.apache.sling.installer.factory.packages,1.0.2,apache/sling-$(echo org.apache.sling.installer.factory.packages | tr '.' '-'),org.apache.sling.installer.factory.packages-1.0.2,,,,,,,
org.apache.sling:org.apache.sling.event.api,1.0.4,apache/sling-$(echo org.apache.sling.event.api | tr '.' '-'),org.apache.sling.event.api-1.0.4,,,,,,,
org.apache.sling:org.apache.sling.security,1.1.24,apache/sling-$(echo org.apache.sling.security | tr '.' '-'),org.apache.sling.security-1.1.24,,,,,,,
org.apache.sling:org.apache.sling.security,1.1.22,apache/sling-$(echo org.apache.sling.security | tr '.' '-'),org.apache.sling.security-1.1.22,,,,,,,
org.apache.sling:org.apache.sling.security,1.2.0,apache/sling-$(echo org.apache.sling.security | tr '.' '-'),org.apache.sling.security-1.2.0,,,,,,,
org.apache.sling:org.apache.sling.sitemap,1.0.6,apache/sling-$(echo org.apache.sling.sitemap | tr '.' '-'),org.apache.sling.sitemap-1.0.6,,,,,,,
org.apache.sling:org.apache.sling.sitemap,1.0.4,apache/sling-$(echo org.apache.sling.sitemap | tr '.' '-'),org.apache.sling.sitemap-1.0.4,,,,,,,
org.apache.sling:org.apache.sling.commons.metrics,1.2.12,apache/sling-$(echo org.apache.sling.commons.metrics | tr '.' '-'),org.apache.sling.commons.metrics-1.2.12,,,,,,,
org.apache.sling:org.apache.sling.commons.metrics,1.2.10,apache/sling-$(echo org.apache.sling.commons.metrics | tr '.' '-'),org.apache.sling.commons.metrics-1.2.10,,,,,,,
org.apache.sling:jspc-maven-plugin,2.3.2,apache/sling-jspc-maven-plugin,jspc-maven-plugin-2.3.2,,,,,,,
org.apache.sling:jspc-maven-plugin,2.3.4,apache/sling-jspc-maven-plugin,jspc-maven-plugin-2.3.4,,,,,,,
org.apache.sling:org.apache.sling.api,2.23.4,apache/sling-$(echo org.apache.sling.api | tr '.' '-'),org.apache.sling.api-2.23.4,,,,,,,
org.apache.sling:org.apache.sling.api,2.27.0,apache/sling-$(echo org.apache.sling.api | tr '.' '-'),org.apache.sling.api-2.27.0,,,,,,,
org.apache.sling:org.apache.sling.api,2.25.4,apache/sling-$(echo org.apache.sling.api | tr '.' '-'),org.apache.sling.api-2.25.4,,,,,,,
org.apache.sling:org.apache.sling.api,2.24.0,apache/sling-$(echo org.apache.sling.api | tr '.' '-'),org.apache.sling.api-2.24.0,,,,,,,
org.apache.sling:org.apache.sling.api,2.23.6,apache/sling-$(echo org.apache.sling.api | tr '.' '-'),org.apache.sling.api-2.23.6,,,,,,,
org.apache.sling:org.apache.sling.api,2.26.0,apache/sling-$(echo org.apache.sling.api | tr '.' '-'),org.apache.sling.api-2.26.0,,,,,,,
org.apache.sling:org.apache.sling.api,2.23.0,apache/sling-$(echo org.apache.sling.api | tr '.' '-'),org.apache.sling.api-2.23.0,,,,,,,
org.apache.sling:org.apache.sling.api,2.27.2,apache/sling-$(echo org.apache.sling.api | tr '.' '-'),org.apache.sling.api-2.27.2,,,,,,,
org.apache.sling:org.apache.sling.api,2.25.0,apache/sling-$(echo org.apache.sling.api | tr '.' '-'),org.apache.sling.api-2.25.0,,,,,,,
org.apache.sling:org.apache.sling.jcr.maintenance,1.0.2,apache/sling-$(echo org.apache.sling.jcr.maintenance | tr '.' '-'),org.apache.sling.jcr.maintenance-1.0.2,,,,,,,
org.apache.sling:org.apache.sling.jcr.maintenance,1.1.0,apache/sling-$(echo org.apache.sling.jcr.maintenance | tr '.' '-'),org.apache.sling.jcr.maintenance-1.1.0,,,,,,,
org.apache.sling:org.apache.sling.settings,1.4.2,apache/sling-$(echo org.apache.sling.settings | tr '.' '-'),org.apache.sling.settings-1.4.2,,,,,,,
org.apache.sling:org.apache.sling.feature.diff,0.1.0,apache/sling-$(echo org.apache.sling.feature.diff | tr '.' '-'),org.apache.sling.feature.diff-0.1.0,,,,,,,
org.apache.sling:feature-launcher-maven-plugin,0.1.6,apache/sling-feature-launcher-maven-plugin,feature-launcher-maven-plugin-0.1.6,,,,,,,
org.apache.sling:feature-launcher-maven-plugin,0.1.4,apache/sling-feature-launcher-maven-plugin,feature-launcher-maven-plugin-0.1.4,,,,,,,
org.apache.sling:org.apache.sling.testing.caconfig-mock-plugin,1.3.6,apache/sling-$(echo org.apache.sling.testing.caconfig-mock-plugin | tr '.' '-'),org.apache.sling.testing.caconfig-mock-plugin-1.3.6,,,,,,,
org.apache.sling:org.apache.sling.testing.caconfig-mock-plugin,1.5.0,apache/sling-$(echo org.apache.sling.testing.caconfig-mock-plugin | tr '.' '-'),org.apache.sling.testing.caconfig-mock-plugin-1.5.0,,,,,,,
org.apache.sling:org.apache.sling.testing.caconfig-mock-plugin,1.4.2,apache/sling-$(echo org.apache.sling.testing.caconfig-mock-plugin | tr '.' '-'),org.apache.sling.testing.caconfig-mock-plugin-1.4.2,,,,,,,
org.apache.sling:org.apache.sling.testing.caconfig-mock-plugin,1.3.4,apache/sling-$(echo org.apache.sling.testing.caconfig-mock-plugin | tr '.' '-'),org.apache.sling.testing.caconfig-mock-plugin-1.3.4,,,,,,,
org.apache.sling:org.apache.sling.testing.caconfig-mock-plugin,1.5.2,apache/sling-$(echo org.apache.sling.testing.caconfig-mock-plugin | tr '.' '-'),org.apache.sling.testing.caconfig-mock-plugin-1.5.2,,,,,,,
org.apache.sling:org.apache.sling.testing.caconfig-mock-plugin,1.4.0,apache/sling-$(echo org.apache.sling.testing.caconfig-mock-plugin | tr '.' '-'),org.apache.sling.testing.caconfig-mock-plugin-1.4.0,,,,,,,
org.apache.sling:org.apache.sling.testing.caconfig-mock-plugin,1.5.4,apache/sling-$(echo org.apache.sling.testing.caconfig-mock-plugin | tr '.' '-'),org.apache.sling.testing.caconfig-mock-plugin-1.5.4,,,,,,,
org.apache.sling:org.apache.sling.starter.content,1.0.10,apache/sling-$(echo org.apache.sling.starter.content | tr '.' '-'),org.apache.sling.starter.content-1.0.10,,,,,,,
org.apache.sling:org.apache.sling.starter.content,1.0.14,apache/sling-$(echo org.apache.sling.starter.content | tr '.' '-'),org.apache.sling.starter.content-1.0.14,,,,,,,
org.apache.sling:org.apache.sling.starter.content,1.0.12,apache/sling-$(echo org.apache.sling.starter.content | tr '.' '-'),org.apache.sling.starter.content-1.0.12,,,,,,,
org.apache.sling:org.apache.sling.servlets.post,2.4.6,apache/sling-$(echo org.apache.sling.servlets.post | tr '.' '-'),org.apache.sling.servlets.post-2.4.6,,,,,,,
org.apache.sling:org.apache.sling.servlets.post,2.5.0,apache/sling-$(echo org.apache.sling.servlets.post | tr '.' '-'),org.apache.sling.servlets.post-2.5.0,,,,,,,
org.apache.sling:org.apache.sling.servlets.post,2.6.0,apache/sling-$(echo org.apache.sling.servlets.post | tr '.' '-'),org.apache.sling.servlets.post-2.6.0,,,,,,,
org.apache.sling:org.apache.sling.hc.support,1.0.8,apache/sling-$(echo org.apache.sling.hc.support | tr '.' '-'),org.apache.sling.hc.support-1.0.8,,,,,,,
org.apache.sling:org.apache.sling.hc.support,1.0.10,apache/sling-$(echo org.apache.sling.hc.support | tr '.' '-'),org.apache.sling.hc.support-1.0.10,,,,,,,
org.apache.sling:org.apache.sling.engine,2.13.0,apache/sling-$(echo org.apache.sling.engine | tr '.' '-'),org.apache.sling.engine-2.13.0,,,,,,,
org.apache.sling:org.apache.sling.engine,2.12.2,apache/sling-$(echo org.apache.sling.engine | tr '.' '-'),org.apache.sling.engine-2.12.2,,,,,,,
org.apache.sling:org.apache.sling.engine,2.7.10,apache/sling-$(echo org.apache.sling.engine | tr '.' '-'),org.apache.sling.engine-2.7.10,,,,,,,
org.apache.sling:org.apache.sling.engine,2.15.0,apache/sling-$(echo org.apache.sling.engine | tr '.' '-'),org.apache.sling.engine-2.15.0,,,,,,,
org.apache.sling:org.apache.sling.engine,2.9.0,apache/sling-$(echo org.apache.sling.engine | tr '.' '-'),org.apache.sling.engine-2.9.0,,,,,,,
org.apache.sling:org.apache.sling.engine,2.15.6,apache/sling-$(echo org.apache.sling.engine | tr '.' '-'),org.apache.sling.engine-2.15.6,,,,,,,
org.apache.sling:org.apache.sling.engine,2.15.8,apache/sling-$(echo org.apache.sling.engine | tr '.' '-'),org.apache.sling.engine-2.15.8,,,,,,,
org.apache.sling:org.apache.sling.engine,2.12.0,apache/sling-$(echo org.apache.sling.engine | tr '.' '-'),org.apache.sling.engine-2.12.0,,,,,,,
org.apache.sling:org.apache.sling.engine,2.11.0,apache/sling-$(echo org.apache.sling.engine | tr '.' '-'),org.apache.sling.engine-2.11.0,,,,,,,
org.apache.sling:org.apache.sling.engine,2.15.10,apache/sling-$(echo org.apache.sling.engine | tr '.' '-'),org.apache.sling.engine-2.15.10,,,,,,,
org.apache.sling:org.apache.sling.engine,2.15.2,apache/sling-$(echo org.apache.sling.engine | tr '.' '-'),org.apache.sling.engine-2.15.2,,,,,,,
org.apache.sling:org.apache.sling.engine,2.9.2,apache/sling-$(echo org.apache.sling.engine | tr '.' '-'),org.apache.sling.engine-2.9.2,,,,,,,
org.apache.sling:org.apache.sling.engine,2.15.4,apache/sling-$(echo org.apache.sling.engine | tr '.' '-'),org.apache.sling.engine-2.15.4,,,,,,,
org.apache.sling:org.apache.sling.engine,2.10.2,apache/sling-$(echo org.apache.sling.engine | tr '.' '-'),org.apache.sling.engine-2.10.2,,,,,,,
org.apache.sling:org.apache.sling.engine,2.14.0,apache/sling-$(echo org.apache.sling.engine | tr '.' '-'),org.apache.sling.engine-2.14.0,,,,,,,
org.apache.sling:org.apache.sling.event,4.2.20,apache/sling-$(echo org.apache.sling.event | tr '.' '-'),org.apache.sling.event-4.2.20,,,,,,,
org.apache.sling:org.apache.sling.event,4.2.18,apache/sling-$(echo org.apache.sling.event | tr '.' '-'),org.apache.sling.event-4.2.18,,,,,,,
org.apache.sling:org.apache.sling.event,4.3.8,apache/sling-$(echo org.apache.sling.event | tr '.' '-'),org.apache.sling.event-4.3.8,,,,,,,
org.apache.sling:org.apache.sling.event,4.3.12,apache/sling-$(echo org.apache.sling.event | tr '.' '-'),org.apache.sling.event-4.3.12,,,,,,,
org.apache.sling:org.apache.sling.event,4.3.2,apache/sling-$(echo org.apache.sling.event | tr '.' '-'),org.apache.sling.event-4.3.2,,,,,,,
org.apache.sling:org.apache.sling.event,4.3.14,apache/sling-$(echo org.apache.sling.event | tr '.' '-'),org.apache.sling.event-4.3.14,,,,,,,
org.apache.sling:org.apache.sling.event,4.2.22,apache/sling-$(echo org.apache.sling.event | tr '.' '-'),org.apache.sling.event-4.2.22,,,,,,,
org.apache.sling:org.apache.sling.event,4.2.24,apache/sling-$(echo org.apache.sling.event | tr '.' '-'),org.apache.sling.event-4.2.24,,,,,,,
org.apache.sling:org.apache.sling.event,4.3.6,apache/sling-$(echo org.apache.sling.event | tr '.' '-'),org.apache.sling.event-4.3.6,,,,,,,
org.apache.sling:org.apache.sling.event,4.3.0,apache/sling-$(echo org.apache.sling.event | tr '.' '-'),org.apache.sling.event-4.3.0,,,,,,,
org.apache.sling:org.apache.sling.cms,1.1.4,apache/sling-org-apache-sling-app-cms,org.apache.sling.cms-1.1.4,,,,,,,
org.apache.sling:org.apache.sling.commons.messaging.mail,2.0.0,apache/sling-$(echo org.apache.sling.commons.messaging.mail | tr '.' '-'),org.apache.sling.commons.messaging.mail-2.0.0,,,,,,,
org.apache.sling:org.apache.sling.rewriter,1.3.6,apache/sling-$(echo org.apache.sling.rewriter | tr '.' '-'),org.apache.sling.rewriter-1.3.6,,,,,,,
org.apache.sling:org.apache.sling.rewriter,1.3.8,apache/sling-$(echo org.apache.sling.rewriter | tr '.' '-'),org.apache.sling.rewriter-1.3.8,,,,,,,
org.apache.sling:org.apache.sling.rewriter,1.3.2,apache/sling-$(echo org.apache.sling.rewriter | tr '.' '-'),org.apache.sling.rewriter-1.3.2,,,,,,,
org.apache.sling:org.apache.sling.rewriter,1.3.4,apache/sling-$(echo org.apache.sling.rewriter | tr '.' '-'),org.apache.sling.rewriter-1.3.4,,,,,,,
org.apache.sling:org.apache.sling.javax.activation,0.3.0,apache/sling-$(echo org.apache.sling.javax.activation | tr '.' '-'),org.apache.sling.javax.activation-0.3.0,,,,,,,
org.apache.sling:org.apache.sling.javax.activation,0.2.0,apache/sling-$(echo org.apache.sling.javax.activation | tr '.' '-'),org.apache.sling.javax.activation-0.2.0,,,,,,,
org.apache.sling:org.apache.sling.launchpad.test-services,12,apache/sling-$(echo org.apache.sling.launchpad.test-services | tr '.' '-'),org.apache.sling.launchpad.test-services-12,,,,,,,
org.apache.sling:org.apache.sling.distribution.journal,0.2.0,apache/sling-$(echo org.apache.sling.distribution.journal | tr '.' '-'),org.apache.sling.distribution.journal-0.2.0,,,,,,,
org.apache.sling:org.apache.sling.distribution.journal,0.1.26,apache/sling-$(echo org.apache.sling.distribution.journal | tr '.' '-'),org.apache.sling.distribution.journal-0.1.26,,,,,,,
org.apache.sling:org.apache.sling.distribution.journal,0.1.24,apache/sling-$(echo org.apache.sling.distribution.journal | tr '.' '-'),org.apache.sling.distribution.journal-0.1.24,,,,,,,
org.apache.sling:org.apache.sling.pipes,4.3.0,apache/sling-$(echo org.apache.sling.pipes | tr '.' '-'),org.apache.sling.pipes-4.3.0,,,,,,,
org.apache.sling:org.apache.sling.pipes,4.5.0,apache/sling-$(echo org.apache.sling.pipes | tr '.' '-'),org.apache.sling.pipes-4.5.0,,,,,,,
org.apache.sling:org.apache.sling.pipes,4.4.2,apache/sling-$(echo org.apache.sling.pipes | tr '.' '-'),org.apache.sling.pipes-4.4.2,,,,,,,
org.apache.sling:org.apache.sling.pipes,4.3.2,apache/sling-$(echo org.apache.sling.pipes | tr '.' '-'),org.apache.sling.pipes-4.3.2,,,,,,,
org.apache.sling:org.apache.sling.pipes,4.4.0,apache/sling-$(echo org.apache.sling.pipes | tr '.' '-'),org.apache.sling.pipes-4.4.0,,,,,,,
org.apache.sling:org.apache.sling.repoinit.parser,1.9.0,apache/sling-$(echo org.apache.sling.repoinit.parser | tr '.' '-'),org.apache.sling.repoinit.parser-1.9.0,,,,,,,
org.apache.sling:org.apache.sling.repoinit.parser,1.8.0,apache/sling-$(echo org.apache.sling.repoinit.parser | tr '.' '-'),org.apache.sling.repoinit.parser-1.8.0,,,,,,,
org.apache.sling:org.apache.sling.repoinit.parser,1.6.8,apache/sling-$(echo org.apache.sling.repoinit.parser | tr '.' '-'),org.apache.sling.repoinit.parser-1.6.8,,,,,,,
org.apache.sling:org.apache.sling.repoinit.parser,1.7.0,apache/sling-$(echo org.apache.sling.repoinit.parser | tr '.' '-'),org.apache.sling.repoinit.parser-1.7.0,,,,,,,
org.apache.sling:org.apache.sling.installer.provider.file,1.3.0,apache/sling-$(echo org.apache.sling.installer.provider.file | tr '.' '-'),org.apache.sling.installer.provider.file-1.3.0,,,,,,,
org.apache.sling:org.apache.sling.installer.provider.file,1.2.2,apache/sling-$(echo org.apache.sling.installer.provider.file | tr '.' '-'),org.apache.sling.installer.provider.file-1.2.2,,,,,,,
org.apache.sling:org.apache.sling.installer.provider.file,1.3.4,apache/sling-$(echo org.apache.sling.installer.provider.file | tr '.' '-'),org.apache.sling.installer.provider.file-1.3.4,,,,,,,
org.apache.sling:org.apache.sling.feature.launcher,1.1.26,apache/sling-$(echo org.apache.sling.feature.launcher | tr '.' '-'),org.apache.sling.feature.launcher-1.1.26,,,,,,,
org.apache.sling:org.apache.sling.feature.launcher,1.2.0,apache/sling-$(echo org.apache.sling.feature.launcher | tr '.' '-'),org.apache.sling.feature.launcher-1.2.0,,,,,,,
org.apache.sling:org.apache.sling.feature.launcher,1.1.28,apache/sling-$(echo org.apache.sling.feature.launcher | tr '.' '-'),org.apache.sling.feature.launcher-1.1.28,,,,,,,
org.apache.sling:org.apache.sling.feature.launcher,1.3.0,apache/sling-$(echo org.apache.sling.feature.launcher | tr '.' '-'),org.apache.sling.feature.launcher-1.3.0,,,,,,,
org.apache.sling:org.apache.sling.feature.launcher,1.1.22,apache/sling-$(echo org.apache.sling.feature.launcher | tr '.' '-'),org.apache.sling.feature.launcher-1.1.22,,,,,,,
org.apache.sling:org.apache.sling.models.validation-impl,1.0.0,apache/sling-$(echo org.apache.sling.models.validation-impl | tr '.' '-'),org.apache.sling.models.validation-impl-1.0.0,,,,,,,
org.apache.sling:org.apache.sling.models.validation-impl,1.1.0,apache/sling-$(echo org.apache.sling.models.validation-impl | tr '.' '-'),org.apache.sling.models.validation-impl-1.1.0,,,,,,,
org.apache.sling:org.apache.sling.tooling.support.install,1.1.0,apache/sling-$(echo org.apache.sling.tooling.support.install | tr '.' '-'),org.apache.sling.tooling.support.install-1.1.0,,,,,,,
org.apache.sling:org.apache.sling.commons.crypto,1.1.0,apache/sling-$(echo org.apache.sling.commons.crypto | tr '.' '-'),org.apache.sling.commons.crypto-1.1.0,,,,,,,
org.apache.sling:org.apache.sling.resourcemerger,1.4.2,apache/sling-$(echo org.apache.sling.resourcemerger | tr '.' '-'),org.apache.sling.resourcemerger-1.4.2,,,,,,,
org.apache.sling:org.apache.sling.resourcemerger,1.4.4,apache/sling-$(echo org.apache.sling.resourcemerger | tr '.' '-'),org.apache.sling.resourcemerger-1.4.4,,,,,,,
org.apache.sling:org.apache.sling.resourcemerger,1.4.0,apache/sling-$(echo org.apache.sling.resourcemerger | tr '.' '-'),org.apache.sling.resourcemerger-1.4.0,,,,,,,
org.apache.sling:org.apache.sling.fsresource,2.2.0,apache/sling-$(echo org.apache.sling.fsresource | tr '.' '-'),org.apache.sling.fsresource-2.2.0,,,,,,,
org.apache.sling:org.apache.sling.commons.messaging,1.0.2,apache/sling-$(echo org.apache.sling.commons.messaging | tr '.' '-'),org.apache.sling.commons.messaging-1.0.2,,,,,,,
org.apache.sling:org.apache.sling.resourceresolver,1.8.4,apache/sling-$(echo org.apache.sling.resourceresolver | tr '.' '-'),org.apache.sling.resourceresolver-1.8.4,,,,,,,
org.apache.sling:org.apache.sling.resourceresolver,1.9.0,apache/sling-$(echo org.apache.sling.resourceresolver | tr '.' '-'),org.apache.sling.resourceresolver-1.9.0,,,,,,,
org.apache.sling:org.apache.sling.resourceresolver,1.8.2,apache/sling-$(echo org.apache.sling.resourceresolver | tr '.' '-'),org.apache.sling.resourceresolver-1.8.2,,,,,,,
org.apache.sling:org.apache.sling.resourceresolver,1.11.2,apache/sling-$(echo org.apache.sling.resourceresolver | tr '.' '-'),org.apache.sling.resourceresolver-1.11.2,,,,,,,
org.apache.sling:org.apache.sling.resourceresolver,1.11.4,apache/sling-$(echo org.apache.sling.resourceresolver | tr '.' '-'),org.apache.sling.resourceresolver-1.11.4,,,,,,,
org.apache.sling:org.apache.sling.resourceresolver,1.10.0,apache/sling-$(echo org.apache.sling.resourceresolver | tr '.' '-'),org.apache.sling.resourceresolver-1.10.0,,,,,,,
org.apache.sling:org.apache.sling.resourceresolver,1.8.6,apache/sling-$(echo org.apache.sling.resourceresolver | tr '.' '-'),org.apache.sling.resourceresolver-1.8.6,,,,,,,
org.apache.sling:org.apache.sling.resourceresolver,1.8.0,apache/sling-$(echo org.apache.sling.resourceresolver | tr '.' '-'),org.apache.sling.resourceresolver-1.8.0,,,,,,,
org.apache.sling:org.apache.sling.resourceresolver,1.11.0,apache/sling-$(echo org.apache.sling.resourceresolver | tr '.' '-'),org.apache.sling.resourceresolver-1.11.0,,,,,,,
org.apache.sling:org.apache.sling.resourceresolver,1.11.6,apache/sling-$(echo org.apache.sling.resourceresolver | tr '.' '-'),org.apache.sling.resourceresolver-1.11.6,,,,,,,
org.apache.sling:org.apache.sling.testing.clients,3.0.22,apache/sling-$(echo org.apache.sling.testing.clients | tr '.' '-'),org.apache.sling.testing.clients-3.0.22,,,,,,,
org.apache.sling:org.apache.sling.testing.clients,3.0.4,apache/sling-$(echo org.apache.sling.testing.clients | tr '.' '-'),org.apache.sling.testing.clients-3.0.4,,,,,,,
org.apache.sling:org.apache.sling.testing.clients,3.0.16,apache/sling-$(echo org.apache.sling.testing.clients | tr '.' '-'),org.apache.sling.testing.clients-3.0.16,,,,,,,
org.apache.sling:org.apache.sling.testing.clients,3.0.10,apache/sling-$(echo org.apache.sling.testing.clients | tr '.' '-'),org.apache.sling.testing.clients-3.0.10,,,,,,,
org.apache.sling:org.apache.sling.testing.clients,3.0.18,apache/sling-$(echo org.apache.sling.testing.clients | tr '.' '-'),org.apache.sling.testing.clients-3.0.18,,,,,,,
org.apache.sling:org.apache.sling.testing.clients,3.0.20,apache/sling-$(echo org.apache.sling.testing.clients | tr '.' '-'),org.apache.sling.testing.clients-3.0.20,,,,,,,
org.apache.sling:org.apache.sling.testing.clients,3.0.6,apache/sling-$(echo org.apache.sling.testing.clients | tr '.' '-'),org.apache.sling.testing.clients-3.0.6,,,,,,,
org.apache.sling:org.apache.sling.testing.clients,3.0.14,apache/sling-$(echo org.apache.sling.testing.clients | tr '.' '-'),org.apache.sling.testing.clients-3.0.14,,,,,,,
