project,dep,dep_range,project_depth,status,Incompatibility,No suitable version,"Error (no jar, call graph)"
net.mamoe|mirai-logging-log4j2|2.8.3,org.apache.logging.log4j|log4j-core|2.14.1,"[2.14.1,2.15.0]",3,success,,,
us.ihmc|scs2-simulation|0.7.0-bullet-alpha-3,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
org.wso2.carbon.identity.event.handler.notification|org.wso2.carbon.identity.event.handler.notification|1.4.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.142,"[5.20.142,5.20.165]",3,success,,,
io.acryl|datahub-ranger-plugin|0.9.0-5,org.apache.ranger|ranger-plugins-common|2.2.0,null,3,failed,Y,,
io.acryl|datahub-ranger-plugin|0.8.45-3rc4,org.apache.ranger|ranger-plugins-common|2.2.0,null,3,failed,Y,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.policy|1.5.59,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.211,null,3,failed,Y,,
us.ihmc|scs2-session|17-0.8.6-bullet-alpha-7,us.ihmc|ihmc-messager|0.1.7,null,3,failed,Y,,
io.acryl|datahub-ranger-plugin|0.8.45-1rc2,org.apache.ranger|ranger-plugins-common|2.2.0,"[2.2.0,2.3.0]",3,success,,,
io.acryl|datahub-ranger-plugin|0.8.44-5rc3,org.apache.ranger|ranger-plugins-common|2.2.0,"[2.2.0,2.3.0]",3,success,,,
us.ihmc|scs2-session|0.2.0,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
io.imunity|unity-server-saml|3.8.2,eu.unicore.security|securityLibrary|5.3.1,"[5.3.1,5.3.2]",3,success,,,
org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.discovery|6.7.112,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.claim.metadata.mgt|5.20.268,"[5.20.268,5.20.272]",3,success,,,
us.ihmc|scs2-simulation|0.8.5-bullet-alpha-6,us.ihmc|ihmc-messager|0.1.7,null,3,failed,Y,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.27,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,null,3,failed,Y,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.67,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,null,3,failed,Y,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.history|1.5.55,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.211,"[5.20.211,5.20.295]",3,success,,,
us.ihmc|scs2-session|17-0.9.4,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.authentication.analytics.session|5.5.1,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.259,"[5.20.259,5.20.295]",3,success,,,
us.ihmc|scs2-simulation|0.8.0,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.discovery|6.7.117,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.claim.metadata.mgt|5.20.268,"[5.20.268,5.20.272]",3,success,,,
io.acryl|datahub-ranger-plugin|0.8.45-3rc5,org.apache.ranger|ranger-plugins-common|2.2.0,null,3,failed,Y,,
io.acryl|datahub-ranger-plugin|0.9.2,org.apache.ranger|ranger-plugins-common|2.2.0,null,3,failed,Y,,
in.hocg.boot|schedulerx-spring-boot-starter|1.0.32,com.aliyun.schedulerx|schedulerx2-spring-boot-starter|1.2.4.3,"[1.2.4.3,1.2.5.1]",3,success,,,
org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.discovery|6.7.111,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.claim.metadata.mgt|5.20.268,"[5.20.268,5.20.272]",3,success,,,
org.appenders.log4j|log4j2-elasticsearch5-bulkprocessor|1.6.1,org.elasticsearch.client|transport|5.6.16,"[5.6.16,6.0.0-alpha1]",3,success,,,
io.acryl|datahub-ranger-plugin|0.9.2-5rc1,org.apache.ranger|ranger-plugins-common|2.2.0,"[2.2.0,2.3.0]",3,success,,,
io.imunity|unity-server-saml|3.8.1,eu.unicore.security|securityLibrary|5.3.1,"[5.3.1,5.3.2]",3,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.governance|1.5.52,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.211,"[5.20.211,5.20.295]",3,success,,,
io.acryl|datahub-ranger-plugin|0.9.2-1rc2,org.apache.ranger|ranger-plugins-common|2.2.0,"[2.2.0,2.3.0]",3,success,,,
org.scala-sbt|zinc-lm-integration_2.12|1.6.0-RC2,org.scala-sbt|librarymanagement-core_2.12|1.6.0-M2,"[1.6.0-M2,1.6.0]",3,success,,,
us.ihmc|ihmc-javafx-toolkit|0.21.1,us.ihmc|ihmc-messager|0.1.7,null,3,failed,Y,,
com.codenameone|codenameone-maven-plugin|7.0.87,com.guardsquare|proguard-base|7.2.0-beta2,"[7.2.0-beta2,7.2.0-beta3]",3,success,,,
com.codenameone|codenameone-maven-plugin|7.0.82,com.guardsquare|proguard-base|7.2.0-beta2,"[7.2.0-beta2,7.2.0-beta3]",3,success,,,
us.ihmc|scs2-bullet-simulation|0.8.2-bullet-alpha-5,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.authentication.analytics.session|5.3.23,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.259,"[5.20.259,5.20.295]",3,success,,,
us.ihmc|scs2-bullet-simulation|0.6.0-bullet-alpha-2,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
it.agilelab|wasp-plugin-solr-spark_2.11|2.30.1-cdp717,it.agilelab.bigdata.spark|spark-solr|3.8.1,No suitable version,3,Failed,,Y,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.26,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.governance|1.5.54,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.211,"[5.20.211,5.20.295]",3,success,,,
us.ihmc|scs2-simulation|0.6.0-bullet-alpha-2,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
org.wso2.carbon.identity.event.handler.accountlock|org.wso2.carbon.identity.handler.event.account.lock.feature|1.7.1,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.95,"[5.20.95,5.20.165]",3,success,,,
in.hocg.boot|schedulerx-spring-boot-starter|1.0.45,com.aliyun.schedulerx|schedulerx2-spring-boot-starter|1.2.4.3,"[1.2.4.3,1.2.5.1]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.18,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
org.daisy.pipeline.modules.braille|pef-utils|4.0.4,org.daisy.libs|com.xmlcalabash|1.1.20-p8-98,No suitable version,3,Failed,,Y,
com.codenameone|codenameone-maven-plugin|7.0.72,com.guardsquare|proguard-base|7.2.0-beta2,"[7.2.0-beta2,7.2.0-beta3]",3,success,,,
us.ihmc|scs2-session|17-0.12.0,us.ihmc|ihmc-messager|0.1.7,null,3,failed,Y,,
io.gitee.cikaros|fly-feel-mybatis-plus|1.0,io.gitee.cikaros|fly-feel-core|1.0,No suitable version,3,Failed,,Y,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.policy|1.5.56,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.211,"[5.20.211,5.20.295]",3,success,,,
io.acryl|datahub-ranger-plugin|0.8.45-3rc0,org.apache.ranger|ranger-plugins-common|2.2.0,null,3,failed,Y,,
com.yahoo.maha|maha-api-jersey|6.135,com.yahoo.maha|maha-core|6.135,No suitable version,3,Failed,,Y,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.69,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
in.hocg.boot|sso2-client-gateway-sample|1.0.24,in.hocg.boot|logging-spring-boot-starter|1.0.24,No suitable version,3,Failed,,Y,
us.ihmc|scs2-session|17-0.5.1,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.application.authentication|5.3.23,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.259,"[5.20.259,5.20.295]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.25,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
us.ihmc|scs2-simulation|0.3.0,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.29,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,null,3,failed,Y,,
us.ihmc|scs2-simulation|17-0.13.1,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
io.acryl|datahub-ranger-plugin|0.9.0-4,org.apache.ranger|ranger-plugins-common|2.2.0,"[2.2.0,2.3.0]",3,success,,,
org.wso2.carbon.multitenancy|org.wso2.carbon.tenant.mgt|4.11.3,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.claim.metadata.mgt|5.20.107,null,3,failed,Y,,
in.hocg.boot|sso-client-gateway-sample|1.0.21,in.hocg.boot|logging-spring-boot-starter|1.0.21,No suitable version,3,Failed,,Y,
org.wso2.carbon.apimgt.identity.migration.resources|org.wso2.carbon.is.migration|1.0.157,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.claim.metadata.mgt|5.18.195,"[5.18.195,5.18.253]",3,success,,,
org.wso2.carbon.identity.inbound.auth.saml2|org.wso2.carbon.identity.sso.saml|5.9.2,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.127,null,3,failed,Y,,
io.acryl|datahub-ranger-plugin|0.8.45-1rc4,org.apache.ranger|ranger-plugins-common|2.2.0,"[2.2.0,2.3.0]",3,success,,,
org.wso2.carbon.identity.inbound.auth.saml2|org.wso2.carbon.identity.sso.saml|5.8.58,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.17.66,"[5.17.66,5.17.112]",3,success,,,
com.codenameone|codenameone-maven-plugin|7.0.102,com.guardsquare|proguard-base|7.2.0-beta2,"[7.2.0-beta2,7.2.0-beta3]",3,success,,,
org.wso2.carbon.identity.verification|org.wso2.carbon.identity.verification.evident.connector|1.0.4,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.authentication.framework|5.17.5,"[5.17.5,5.18.24]",3,success,,,
us.ihmc|scs2-simulation|0.8.0-bullet-alpha-5,us.ihmc|ihmc-messager|0.1.7,null,3,failed,Y,,
com.tencent.bk.devops.ci.common|common-web|1.5.37-RELEASE,com.tencent.bk.devops.ci.common|common-service|1.5.37-RELEASE,"[1.5.37-RELEASE,1.7.37-RELEASE]",3,success,,,
com.codenameone|codenameone-maven-plugin|7.0.74,com.guardsquare|proguard-base|7.2.0-beta2,"[7.2.0-beta2,7.2.0-beta3]",3,success,,,
org.wso2.carbon.identity.local.auth.fido|org.wso2.carbon.identity.application.authenticator.fido.server.feature|5.2.12,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.authentication.framework|5.15.56,null,3,failed,Y,,
org.kie.soup|kie-soup-dataset-elasticsearch|7.72.0.Final,org.elasticsearch.client|transport|5.6.16,"[5.6.16,6.0.0-alpha1]",3,success,,,
io.acryl|datahub-ranger-plugin|0.9.1-1rc1,org.apache.ranger|ranger-plugins-common|2.2.0,"[2.2.0,2.3.0]",3,success,,,
io.imunity|unity-server-base|3.8.2,eu.unicore.security|securityLibrary|5.3.1,"[5.3.1,5.3.2]",3,success,,,
org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.discovery|6.7.115,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.claim.metadata.mgt|5.20.268,"[5.20.268,5.20.272]",3,success,,,
org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.application.authentication|5.4.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.259,"[5.20.259,5.20.295]",3,success,,,
in.hocg.boot|sso-server-spring-boot-sample|1.0.24,in.hocg.boot|logging-spring-boot-starter|1.0.24,No suitable version,3,Failed,,Y,
org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.server.feature|1.2.2,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.2.2,"[1.2.2,1.2.8]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.48,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.discovery|6.7.99,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.claim.metadata.mgt|5.20.234,"[5.20.234,5.20.264]",3,success,,,
us.ihmc|scs2-bullet-simulation|17-0.9.0,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
org.wso2.carbon.extension.identity.authenticator.outbound.totp|org.wso2.carbon.extension.identity.authenticator.totp.connector|3.0.23,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.34,"[5.20.34,5.20.165]",3,success,,,
org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.discovery|6.4.112.1,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.claim.metadata.mgt|5.18.144,"[5.18.144,5.18.166]",3,success,,,
com.yahoo.maha|maha-job-service|6.135,com.yahoo.maha|maha-core|6.135,No suitable version,3,Failed,,Y,
com.codenameone|codenameone-maven-plugin|7.0.75,com.guardsquare|proguard-base|7.2.0-beta2,"[7.2.0-beta2,7.2.0-beta3]",3,success,,,
org.dspace.modules|additions|7.1.1,org.dspace|dspace-services|7.1.1,"[7.1.1,7.3]",3,success,,,
com.github.sdp-tech-nj|sdp-spring-clound-feign|2.6.4,com.github.sdp-tech-nj|sdp-spring-boot-starter|2.6.4,No suitable version,3,Failed,,Y,
org.wso2.carbon.extension.identity.authenticator.outbound.smsotp|org.wso2.carbon.extension.identity.authenticator.smsotp.connector|2.0.46,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.15.47,"[5.15.47,5.16.111]",3,success,,,
org.wso2.carbon.extension.identity.authenticator.outbound.smsotp|org.wso2.carbon.extension.identity.authenticator.smsotp.connector|3.1.11,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.authentication.framework|5.16.95,"[5.16.95,5.18.24]",3,success,,,
us.ihmc|scs2-bullet-simulation|17-0.9.5,us.ihmc|ihmc-messager|0.1.7,null,3,failed,Y,,
io.acryl|datahub-ranger-plugin|0.8.45-1rc5,org.apache.ranger|ranger-plugins-common|2.2.0,"[2.2.0,2.3.0]",3,success,,,
org.wso2.carbon.identity.event.handler.accountlock|org.wso2.carbon.identity.handler.event.account.lock|1.7.1,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.95,"[5.20.95,5.20.165]",3,success,,,
org.daisy.pipeline.modules.braille|common-utils|8.2.1,org.daisy.libs|com.xmlcalabash|1.1.20-p8-98,No suitable version,3,Failed,,Y,
org.wso2.carbon.extension.identity.authenticator.outbound.smsotp|org.wso2.carbon.extension.identity.authenticator.smsotp.connector|3.2.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.authentication.framework|5.16.95,null,3,failed,Y,,
org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.authentication.analytics.login|5.4.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.259,"[5.20.259,5.20.295]",3,success,,,
us.ihmc|scs2-session|0.5.1-bullet-alpha-1,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.12,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,null,3,failed,Y,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.policy|1.5.60,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.211,"[5.20.211,5.20.295]",3,success,,,
us.ihmc|scs2-simulation|17-0.13.2,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
com.tencent.bk.devops.ci.common|common-client|1.5.37-RELEASE,com.tencent.bk.devops.ci.common|common-service|1.5.37-RELEASE,"[1.5.37-RELEASE,1.7.37-RELEASE]",3,success,,,
org.wso2.carbon.multitenancy|org.wso2.carbon.tenant.mgt|4.11.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.claim.metadata.mgt|5.20.107,"[5.20.107,5.20.188]",3,success,,,
com.facebook.presto|presto-pinot|0.268,com.facebook.presto|presto-pinot-toolkit|0.268,"[0.268,0.270]",3,success,,,
com.netflix.ndbench|ndbench-geode-plugins|0.7.2,org.springframework.data|spring-data-geode|1.0.0.INCUBATING-RELEASE,"[1.0.0.INCUBATING-RELEASE,2.2.0.RELEASE]",3,success,,,
org.wso2.carbon.identity.event.handler.accountlock|org.wso2.carbon.identity.handler.event.account.lock|1.6.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.95,"[5.20.95,5.20.165]",3,success,,,
us.ihmc|scs2-simulation|17-0.10.1,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
io.acryl|datahub-ranger-plugin|0.8.45-2rc2,org.apache.ranger|ranger-plugins-common|2.2.0,null,3,failed,Y,,
org.wso2.carbon.identity.event.handler.accountlock|org.wso2.carbon.identity.handler.event.account.lock|1.8.1,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.95,"[5.20.95,5.20.165]",3,success,,,
org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.authentication.analytics.login|5.3.25,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.18.98,"[5.18.98,5.18.132]",3,success,,,
io.acryl|datahub-ranger-plugin|0.9.0-2,org.apache.ranger|ranger-plugins-common|2.2.0,"[2.2.0,2.3.0]",3,success,,,
in.hocg.boot|mybatis-plus-extensions-httplog-autoconfigure|1.0.54,in.hocg.boot|logging-spring-boot-starter|1.0.54,No suitable version,3,Failed,,Y,
in.hocg.boot|sso-server-spring-boot-sample|1.0.29,in.hocg.boot|logging-spring-boot-starter|1.0.29,No suitable version,3,Failed,,Y,
us.ihmc|scs2-simulation|17-0.9.2,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
in.hocg.boot|schedulerx-spring-boot-starter|1.0.30,com.aliyun.schedulerx|schedulerx2-spring-boot-starter|1.2.4.3,"[1.2.4.3,1.2.5.1]",3,success,,,
org.wso2.carbon.identity.event.handler.notification|org.wso2.carbon.identity.event.handler.notification|1.3.27,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.142,"[5.20.142,5.20.165]",3,success,,,
org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.authentication.audit|5.3.25,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.18.98,null,3,failed,Y,,
org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.authentication.analytics.session|5.5.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.259,"[5.20.259,5.20.295]",3,success,,,
io.acryl|datahub-ranger-plugin|0.8.45-3rc3,org.apache.ranger|ranger-plugins-common|2.2.0,"[2.2.0,2.3.0]",3,success,,,
us.ihmc|scs2-simulation|0.8.2-bullet-alpha-5,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
us.ihmc|scs2-simulation|17-0.9.4,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
com.baidu.hugegraph|computer-api|0.1.2,com.baidu.hugegraph|hugegraph-client|1.9.6,"[1.9.6,2.0.0]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.6,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.51,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
in.hocg.boot|schedulerx-spring-boot-starter|1.0.47,com.aliyun.schedulerx|schedulerx2-spring-boot-starter|1.2.4.3,"[1.2.4.3,1.2.5.1]",3,success,,,
org.wso2.carbon.identity.event.handler.accountlock|org.wso2.carbon.identity.handler.event.account.lock|1.8.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.95,"[5.20.95,5.20.165]",3,success,,,
us.ihmc|scs2-session|17-0.10.0,us.ihmc|ihmc-messager|0.1.7,null,3,failed,Y,,
com.tencent.bk.devops.ci.common|common-auth-mock|1.5.37-RELEASE,com.tencent.bk.devops.ci.common|common-service|1.5.37-RELEASE,"[1.5.37-RELEASE,1.7.37-RELEASE]",3,success,,,
us.abstracta.jmeter|jmeter-java-dsl|0.42,kg.apc|jmeter-plugins-casutg|2.10,No suitable version,3,Failed,,Y,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.22,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
org.wso2.carbon.identity.event.handler.accountlock|org.wso2.carbon.identity.handler.event.account.lock.feature|1.5.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.95,"[5.20.95,5.20.165]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.58,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
com.mydataharbor|elasticsearch-5.6.x-plugin|2.0.1,org.elasticsearch.client|elasticsearch-rest-high-level-client|5.6.16,"[5.6.16,6.0.0-beta1]",3,success,,,
in.hocg.boot|sso2-server-spring-boot-sample|1.0.33,in.hocg.boot|logging-spring-boot-starter|1.0.33,No suitable version,3,Failed,,Y,
io.imunity|unity-server-base|3.7.2,eu.unicore.security|securityLibrary|5.3.1,"[5.3.1,5.3.2]",3,success,,,
org.wso2.carbon.identity.local.auth.fido|org.wso2.carbon.identity.application.authenticator.fido|5.2.13,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.authentication.framework|5.15.56,"[5.15.56,5.16.68]",3,success,,,
in.hocg.boot|sso-client-gateway-sample|1.0.34,in.hocg.boot|logging-spring-boot-starter|1.0.34,No suitable version,3,Failed,,Y,
org.wso2.carbon.identity.event.handler.accountlock|org.wso2.carbon.identity.handler.event.account.lock.feature|1.8.1,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.95,"[5.20.95,5.20.165]",3,success,,,
io.acryl|datahub-ranger-plugin|0.9.2-3rc1,org.apache.ranger|ranger-plugins-common|2.2.0,"[2.2.0,2.3.0]",3,success,,,
us.ihmc|scs2-bullet-simulation|17-0.10.2,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
com.yahoo.maha|maha-worker|6.135,com.yahoo.maha|maha-core|6.135,No suitable version,3,Failed,,Y,
in.hocg.boot|sso-server-spring-boot-sample|1.0.25,in.hocg.boot|logging-spring-boot-starter|1.0.25,No suitable version,3,Failed,,Y,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.governance|1.5.58,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.211,"[5.20.211,5.20.295]",3,success,,,
in.hocg.boot|schedulerx-spring-boot-starter|1.0.41,com.aliyun.schedulerx|schedulerx2-spring-boot-starter|1.2.4.3,"[1.2.4.3,1.2.5.1]",3,success,,,
us.ihmc|scs2-simulation|0.8.2,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
in.hocg.boot|schedulerx-spring-boot-starter|1.0.25,com.aliyun.schedulerx|schedulerx2-spring-boot-starter|1.2.4.3,"[1.2.4.3,1.2.5.1]",3,success,,,
com.baidu.hugegraph|computer-api|0.1.3,com.baidu.hugegraph|hugegraph-client|1.9.6,"[1.9.6,2.0.0]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.57,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
us.ihmc|ihmc-javafx-toolkit|17-0.21.3,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.21,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
io.acryl|datahub-ranger-plugin|0.9.2-2rc1,org.apache.ranger|ranger-plugins-common|2.2.0,"[2.2.0,2.3.0]",3,success,,,
org.wso2.carbon.identity.event.handler.notification|org.wso2.carbon.identity.event.handler.notification|1.3.28,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.142,"[5.20.142,5.20.165]",3,success,,,
in.hocg.boot|schedulerx-spring-boot-starter|1.0.22,com.aliyun.schedulerx|schedulerx2-spring-boot-starter|1.2.4.3,"[1.2.4.3,1.2.5.1]",3,success,,,
us.ihmc|scs2-bullet-simulation|17-0.12.2,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.discovery|6.7.103,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.claim.metadata.mgt|5.20.268,"[5.20.268,5.20.272]",3,success,,,
com.codenameone|codenameone-maven-plugin|7.0.80,com.guardsquare|proguard-base|7.2.0-beta2,"[7.2.0-beta2,7.2.0-beta3]",3,success,,,
us.ihmc|scs2-simulation|17-0.10.0,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
