project,dep,dep_range,project_depth,status,Incompatibility,No suitable version,"Error (no jar, call graph)"
net.mamoe|mirai-logging-log4j2|2.8.3,org.apache.logging.log4j|log4j-core|2.14.1,"[2.14.1,2.15.0]",3,success,,,
io.testerra|driver-ui|2.0-RC-19,io.testerra|core|2.0-RC-19,null,3,failed,Y,,
org.scala-sbt|zinc-lm-integration_2.12|1.5.8,org.scala-sbt|zinc-compile-core_2.12|1.5.7,"[1.5.7,1.5.8]",3,success,,,
com.tencent.bk.devops.ci.common|common-security|1.5.37-RELEASE,com.tencent.bk.devops.ci.common|common-service|1.5.37-RELEASE,"[1.5.37-RELEASE,1.7.37-RELEASE]",3,success,,,
in.hocg.boot|schedulerx-spring-boot-starter|1.0.51,com.aliyun.schedulerx|schedulerx2-spring-boot-starter|1.2.4.3,"[1.2.4.3,1.2.5.1]",3,success,,,
in.hocg.boot|schedulerx-spring-boot-starter|1.0.33,com.aliyun.schedulerx|schedulerx2-spring-boot-starter|1.2.4.3,"[1.2.4.3,1.2.5.1]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.34,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
org.wso2.carbon.multitenancy|org.wso2.carbon.tenant.mgt|4.10.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.claim.metadata.mgt|5.20.107,"[5.20.107,5.20.188]",3,success,,,
org.wso2.carbon.multitenancy|org.wso2.carbon.tenant.mgt|4.11.5,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.claim.metadata.mgt|5.20.107,"[5.20.107,5.20.188]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.31,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.40,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,null,3,failed,Y,,
org.wso2.carbon.extension.identity.authenticator.outbound.totp|org.wso2.carbon.extension.identity.authenticator.totp.connector|3.0.27,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.34,null,3,failed,Y,,
org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.authentication.analytics.session|5.3.25,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.18.98,"[5.18.98,5.18.132]",3,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.5.59,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.211,"[5.20.211,5.20.295]",3,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.account.suspension.notification.task|1.5.52,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.211,"[5.20.211,5.20.295]",3,success,,,
in.hocg.boot|schedulerx-spring-boot-starter|1.0.23,com.aliyun.schedulerx|schedulerx2-spring-boot-starter|1.2.4.3,"[1.2.4.3,1.2.5.1]",3,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.history|1.5.52,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.211,"[5.20.211,5.20.295]",3,success,,,
in.hocg.boot|sso-client-gateway-sample|1.0.24,in.hocg.boot|logging-spring-boot-starter|1.0.24,No suitable version,3,Failed,,Y,
us.ihmc|scs2-session|17-0.13.0,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
us.ihmc|scs2-session|17-0.13.2,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
in.hocg.boot|sso2-client-gateway-sample|1.0.23,in.hocg.boot|logging-spring-boot-starter|1.0.23,No suitable version,3,Failed,,Y,
us.ihmc|scs2-simulation|17-0.9.1,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
us.ihmc|scs2-session|0.5.0,us.ihmc|ihmc-messager|0.1.7,null,3,failed,Y,,
io.imunity|unity-server-base|3.9.0,eu.unicore.security|securityLibrary|5.3.1,null,3,failed,Y,,
io.imunity|unity-server-saml|3.7.1,eu.unicore.security|securityLibrary|5.3.1,"[5.3.1,5.3.2]",3,success,,,
io.imunity|unity-server-saml|3.8.0,eu.unicore.security|securityLibrary|5.3.1,null,3,failed,Y,,
com.fizzgate|fizz-bootstrap|2.6.6,com.fizzgate|fizz-spring-boot-starter|2.6.6,"[2.6.6,2.7.1]",3,success,,,
us.ihmc|scs2-bullet-simulation|17-0.13.0,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
in.hocg.boot|schedulerx-spring-boot-starter|v1.0.46,com.aliyun.schedulerx|schedulerx2-spring-boot-starter|1.2.4.3,null,3,failed,Y,,
it.agilelab|wasp-plugin-solr-spark_2.11|2.30.0-cdp717,it.agilelab.bigdata.spark|spark-solr|3.8.1,No suitable version,3,Failed,,Y,
org.kie.soup|kie-soup-dataset-elasticsearch|7.65.0.Final,org.elasticsearch.client|transport|5.6.16,"[5.6.16,6.0.0-alpha1]",3,success,,,
cool.linco.common|shiroweb|2.0.3-RELEASE,cool.linco.common|web-log|2.0.0-RELEASE,No suitable version,3,Failed,,Y,
dev.galasa|dev.galasa.cicsts.cemt.manager.ivt|0.20.0,dev.galasa|dev.galasa.cicsts.ceda.manager|0.17.0,"[0.17.0,0.21.0]",3,success,,,
io.acryl|datahub-ranger-plugin|0.8.45-3rc1,org.apache.ranger|ranger-plugins-common|2.2.0,"[2.2.0,2.3.0]",3,success,,,
us.ihmc|scs2-session|17-0.11.0,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
org.wso2.carbon.identity.local.auth.fido|org.wso2.carbon.identity.application.authenticator.fido2|5.2.11,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.authentication.framework|5.15.56,"[5.15.56,5.16.68]",3,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.5.56,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.211,null,3,failed,Y,,
in.hocg.boot|sso-client-gateway-sample|1.0.23,in.hocg.boot|logging-spring-boot-starter|1.0.23,No suitable version,3,Failed,,Y,
us.ihmc|scs2-simulation|17-0.12.3,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.24,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,null,3,failed,Y,,
com.codenameone|codenameone-maven-plugin|7.0.62,com.guardsquare|proguard-base|7.2.0-beta2,"[7.2.0-beta2,7.2.0-beta3]",3,success,,,
org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.discovery|6.7.107,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.claim.metadata.mgt|5.20.268,"[5.20.268,5.20.272]",3,success,,,
com.codenameone|codenameone-maven-plugin|7.0.98,com.guardsquare|proguard-base|7.2.0-beta2,"[7.2.0-beta2,7.2.0-beta3]",3,success,,,
us.ihmc|scs2-simulation|0.8.3-bullet-alpha-5,us.ihmc|ihmc-messager|0.1.7,null,3,failed,Y,,
in.hocg.boot|sso-server-spring-boot-sample|1.0.21,in.hocg.boot|logging-spring-boot-starter|1.0.21,No suitable version,3,Failed,,Y,
us.ihmc|scs2-simulation|17-0.12.2,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
com.yahoo.maha|maha-job-service|6.132,com.yahoo.maha|maha-core|6.132,No suitable version,3,Failed,,Y,
com.geektcp.common|thy-common-log|1.0.3,com.geektcp.common|thy-common-spring|1.0.3,No suitable version,3,Failed,,Y,
io.acryl|datahub-ranger-plugin|0.9.1-1rc2,org.apache.ranger|ranger-plugins-common|2.2.0,"[2.2.0,2.3.0]",3,success,,,
io.acryl|datahub-ranger-plugin|0.8.44-5rc1,org.apache.ranger|ranger-plugins-common|2.2.0,"[2.2.0,2.3.0]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.66,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.5.52,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.211,"[5.20.211,5.20.295]",3,success,,,
in.hocg.boot|schedulerx-spring-boot-starter|1.0.44,com.aliyun.schedulerx|schedulerx2-spring-boot-starter|1.2.4.3,null,3,failed,Y,,
org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authenticator.basicauth|6.3.54,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.208,"[5.20.208,5.20.295]",3,success,,,
io.acryl|datahub-ranger-plugin|0.9.1-1rc0,org.apache.ranger|ranger-plugins-common|2.2.0,"[2.2.0,2.3.0]",3,success,,,
com.github.sdp-tech-nj|sdp-spring-boot-redis|2.6.4,com.github.sdp-tech-nj|sdp-spring-boot-starter|2.6.4,No suitable version,3,Failed,,Y,
us.ihmc|scs2-session|0.8.2-bullet-alpha-5,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
org.apache.linkis|linkis-gateway-server-support|1.3.2,org.apache.linkis|linkis-spring-cloud-gateway|1.3.2,No suitable version,3,Failed,,Y,
org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.discovery|6.7.101,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.claim.metadata.mgt|5.20.268,null,3,failed,Y,,
org.wso2.carbon.extension.identity.authenticator.outbound.smsotp|org.wso2.carbon.extension.identity.authenticator.smsotp.connector|3.3.2,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.18.206,"[5.18.206,5.18.253]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.52,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,null,3,failed,Y,,
io.acryl|datahub-ranger-plugin|0.9.2-4rc2,org.apache.ranger|ranger-plugins-common|2.2.0,"[2.2.0,2.3.0]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.46,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
in.hocg.boot|sso2-client-gateway-sample|1.0.34,in.hocg.boot|logging-spring-boot-starter|1.0.34,No suitable version,3,Failed,,Y,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.history|1.5.57,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.211,"[5.20.211,5.20.295]",3,success,,,
us.ihmc|scs2-session|17-0.9.1,us.ihmc|ihmc-messager|0.1.7,null,3,failed,Y,,
org.wso2.carbon.identity.inbound.auth.saml2|org.wso2.carbon.identity.sso.saml|5.9.11,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.127,"[5.20.127,5.20.165]",3,success,,,
org.wso2.carbon.multitenancy|org.wso2.carbon.tenant.mgt|4.11.4,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.claim.metadata.mgt|5.20.107,"[5.20.107,5.20.188]",3,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.captcha|1.5.53,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.211,"[5.20.211,5.20.295]",3,success,,,
org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.6.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.claim.metadata.mgt|5.20.170,null,3,failed,Y,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.35,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authenticator.basicauth|6.4.1,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.208,null,3,failed,Y,,
com.facebook.presto|presto-pinot|0.269,com.facebook.presto|presto-pinot-toolkit|0.269,"[0.269,0.270]",3,success,,,
org.wso2.carbon.extension.identity.authenticator.outbound.smsotp|org.wso2.carbon.extension.identity.authenticator.smsotp.connector|3.0.25,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.16.0,"[5.16.0,5.16.111]",3,success,,,
org.wso2.carbon.apimgt.identity.migration.resources|org.wso2.carbon.is.migration|1.0.154,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.claim.metadata.mgt|5.18.195,"[5.18.195,5.18.253]",3,success,,,
org.daisy.pipeline|common-utils|5.1.2,org.daisy.libs|com.xmlcalabash|1.1.20-p8-98,No suitable version,3,Failed,,Y,
us.ihmc|scs2-bullet-simulation|17-0.12.4,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.discovery|6.7.110,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.claim.metadata.mgt|5.20.268,"[5.20.268,5.20.272]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.63,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
it.agilelab|wasp-plugin-solr-spark_2.11|2.27.2-cdp717,it.agilelab.bigdata.spark|spark-solr|3.8.1,No suitable version,3,Failed,,Y,
com.tencent.bk.devops.ci.common|common-event|1.5.37-RELEASE,com.tencent.bk.devops.ci.common|common-service|1.5.37-RELEASE,"[1.5.37-RELEASE,1.7.37-RELEASE]",3,success,,,
us.ihmc|scs2-simulation|17-0.8.2,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
io.acryl|datahub-ranger-plugin|0.9.0rc2,org.apache.ranger|ranger-plugins-common|2.2.0,"[2.2.0,2.3.0]",3,success,,,
us.ihmc|scs2-bullet-simulation|17-0.8.6-bullet-alpha-7,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
us.ihmc|scs2-session|17-0.10.1,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.captcha|1.5.59,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.211,"[5.20.211,5.20.295]",3,success,,,
org.wso2.carbon.identity.branding.preference.management|org.wso2.carbon.identity.branding.preference.management.core|1.0.2,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.267,"[5.20.267,5.20.295]",3,success,,,
io.acryl|datahub-ranger-plugin|0.9.2-3,org.apache.ranger|ranger-plugins-common|2.2.0,"[2.2.0,2.3.0]",3,success,,,
com.hotels|waggle-dance-rest|3.9.8,com.hotels|waggle-dance-api|3.9.8,"[3.9.8,3.10.12]",3,success,,,
org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authenticator.basicauth|6.4.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.208,"[5.20.208,5.20.295]",3,success,,,
it.agilelab|wasp-plugin-solr-spark_2.11|2.31.0-cdp717,it.agilelab.bigdata.spark|spark-solr|3.8.1,No suitable version,3,Failed,,Y,
com.github.sdp-tech-nj|sdp-spring-boot-security|2.6.4,com.github.sdp-tech-nj|sdp-spring-boot-starter|2.6.4,No suitable version,3,Failed,,Y,
us.ihmc|scs2-simulation|0.4.0,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
org.appenders.log4j|log4j2-elasticsearch5-bulkprocessor|1.6.0,org.elasticsearch.client|transport|5.6.16,"[5.6.16,6.0.0-alpha1]",3,success,,,
in.hocg.boot|schedulerx-spring-boot-starter|1.0.37,com.aliyun.schedulerx|schedulerx2-spring-boot-starter|1.2.4.3,"[1.2.4.3,1.2.5.1]",3,success,,,
in.hocg.boot|schedulerx-spring-boot-starter|1.0.27,com.aliyun.schedulerx|schedulerx2-spring-boot-starter|1.2.4.3,null,3,failed,Y,,
org.wso2.carbon.extension.identity.authenticator.outbound.totp|org.wso2.carbon.extension.identity.authenticator.totp.connector|2.2.14,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.18.187,"[5.18.187,5.18.204]",3,success,,,
us.ihmc|scs2-session|0.8.5,us.ihmc|ihmc-messager|0.1.7,null,3,failed,Y,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.23,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
io.acryl|datahub-ranger-plugin|0.9.2-3rc4,org.apache.ranger|ranger-plugins-common|2.2.0,null,3,failed,Y,,
com.codenameone|codenameone-maven-plugin|7.0.101,com.guardsquare|proguard-base|7.2.0-beta2,"[7.2.0-beta2,7.2.0-beta3]",3,success,,,
in.hocg.boot|sso2-client-gateway-sample|1.0.33,in.hocg.boot|logging-spring-boot-starter|1.0.33,No suitable version,3,Failed,,Y,
io.projectglow|glow-spark3_2.12|1.2.1,com.github.broadinstitute|picard|2.21.9,"[2.21.9,2.26.8]",3,success,,,
com.codenameone|codenameone-maven-plugin|7.0.54,com.guardsquare|proguard-base|7.2.0-beta2,null,3,failed,Y,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.5,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
io.gitee.cikaros|fly-feel-define|2.0.1,io.gitee.cikaros|fly-feel-core|2.0.1,No suitable version,3,Failed,,Y,
us.ihmc|scs2-simulation|0.8.5,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
org.wso2.carbon.extension.identity.authenticator.outbound.smsotp|org.wso2.carbon.extension.identity.smsotp.common|3.1.11,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.authentication.framework|5.16.95,"[5.16.95,5.18.24]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.45,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,null,3,failed,Y,,
us.ihmc|scs2-session|0.5.1,us.ihmc|ihmc-messager|0.1.7,null,3,failed,Y,,
org.wso2.carbon.extension.identity.authenticator.outbound.smsotp|org.wso2.carbon.extension.identity.smsotp.common|3.2.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.authentication.framework|5.16.95,"[5.16.95,5.18.24]",3,success,,,
org.wso2.carbon.identity.local.auth.fido|org.wso2.carbon.identity.application.authenticator.fido2|5.2.13,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.authentication.framework|5.15.56,null,3,failed,Y,,
com.codenameone|codenameone-maven-plugin|7.0.104,com.guardsquare|proguard-base|7.2.0-beta2,null,3,failed,Y,,
us.ihmc|scs2-bullet-simulation|17-0.12.1,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.captcha|1.5.56,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.211,"[5.20.211,5.20.295]",3,success,,,
org.wso2.carbon.extension.identity.authenticator.outbound.smsotp|org.wso2.carbon.extension.identity.authenticator.smsotp.connector|3.3.1,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.18.206,"[5.18.206,5.18.253]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.37,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
io.acryl|datahub-ranger-plugin|0.9.2-4rc1,org.apache.ranger|ranger-plugins-common|2.2.0,null,3,failed,Y,,
org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.authentication.audit|5.6.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.259,"[5.20.259,5.20.295]",3,success,,,
in.hocg.boot|sso2-server-spring-boot-sample|1.0.34,in.hocg.boot|logging-spring-boot-starter|1.0.34,No suitable version,3,Failed,,Y,
org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.authentication.audit|5.5.1,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.259,"[5.20.259,5.20.295]",3,success,,,
us.abstracta.jmeter|jmeter-java-dsl|0.41,kg.apc|jmeter-plugins-casutg|2.10,No suitable version,3,Failed,,Y,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.history|1.5.61,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.211,"[5.20.211,5.20.295]",3,success,,,
us.ihmc|scs2-bullet-simulation|17-0.11.0,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
io.acryl|datahub-ranger-plugin|0.9.2-1,org.apache.ranger|ranger-plugins-common|2.2.0,"[2.2.0,2.3.0]",3,success,,,
com.codenameone|codenameone-maven-plugin|7.0.51,com.guardsquare|proguard-base|7.2.0-beta2,"[7.2.0-beta2,7.2.0-beta3]",3,success,,,
us.ihmc|scs2-simulation|0.8.3,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
org.wso2.carbon.extension.identity.authenticator.outbound.smsotp|org.wso2.carbon.extension.identity.smsotp.common|3.2.1,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.authentication.framework|5.16.95,"[5.16.95,5.18.24]",3,success,,,
org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.authentication.analytics.login|5.5.1,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.259,"[5.20.259,5.20.295]",3,success,,,
in.hocg.boot|sso-server-spring-boot-sample|1.0.23,in.hocg.boot|logging-spring-boot-starter|1.0.23,No suitable version,3,Failed,,Y,
in.hocg.boot|sso2-client-gateway-sample|1.0.25,in.hocg.boot|logging-spring-boot-starter|1.0.25,No suitable version,3,Failed,,Y,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.policy|1.5.57,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.211,"[5.20.211,5.20.295]",3,success,,,
org.wso2.carbon.multitenancy|org.wso2.carbon.tenant.mgt|4.11.6,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.claim.metadata.mgt|5.20.107,"[5.20.107,5.20.188]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.19,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
org.kie.soup|kie-soup-dataset-elasticsearch|7.66.0.Final,org.elasticsearch.client|transport|5.6.16,"[5.6.16,6.0.0-alpha1]",3,success,,,
org.scala-sbt|zinc-lm-integration_2.12|1.5.6,org.scala-sbt|zinc-compile-core_2.12|1.5.7,"[1.5.7,1.5.8]",3,success,,,
us.ihmc|scs2-bullet-simulation|17-0.9.6,us.ihmc|ihmc-messager|0.1.7,"[0.1.7,0.2.0]",3,success,,,
io.acryl|datahub-ranger-plugin|0.9.1rc0,org.apache.ranger|ranger-plugins-common|2.2.0,"[2.2.0,2.3.0]",3,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.policy|1.5.58,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.211,"[5.20.211,5.20.295]",3,success,,,
org.wso2.carbon.identity.conditional.auth.entgra|org.wso2.carbon.identity.conditional.auth.functions.entgra|0.0.20,org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.6,"[1.1.6,1.2.8]",3,success,,,
org.wso2.carbon.identity.branding.preference.management|org.wso2.carbon.identity.branding.preference.management.core.server.feature|1.0.5,org.wso2.carbon.identity.branding.preference.management|org.wso2.carbon.identity.branding.preference.management.core|1.0.5,No suitable version,3,Failed,,Y,
org.wso2.carbon.extension.identity.authenticator.outbound.smsotp|org.wso2.carbon.extension.identity.authenticator.smsotp.connector|3.3.4,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.18.206,null,3,failed,Y,,
org.wso2.carbon.extension.identity.authenticator.outbound.smsotp|org.wso2.carbon.extension.identity.authenticator.smsotp.connector|3.0.27,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.16.0,null,3,failed,Y,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.policy|1.5.55,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.event|5.20.211,null,3,failed,Y,,
