project,dep,dep_range,project_depth,status,Incompatibility,No suitable version,"Error (no jar, call graph)"
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.cleanup.service|1.0.70,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.0,"[9.2.0,9.16.2]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.4.13-41-af59e70a,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.20.9,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.20.4,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.5.2-10-02877e3b,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.4-100-7919d5df,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
io.github.alexarchambault.bleep|bloop-frontend_2.12|1.4.16,io.github.alexarchambault.bleep|bloop-shared_2.12|1.4.16,"[1.4.16,1.4.19-1]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.0.88,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.18.3,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.20.2,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
ch.epfl.scala|bloop-frontend_2.12|1.4.12-10-46c598d0,ch.epfl.scala|bloop-shared_2.12|1.4.12-10-46c598d0,"[1.4.12-10-46c598d0,1.4.12-16-373bc94e]",5,success,,,
ch.epfl.scala|buildpress_2.12|1.4.11-41-810654d1,ch.epfl.scala|bloop-shared_2.12|1.4.11-41-810654d1,"[1.4.11-41-810654d1,1.4.12-16-373bc94e]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.19.2,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.cleanup.service|1.0.73,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.0,"[9.2.0,9.16.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.18.8,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.rest.api.publisher.feature|9.2.51,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.51,"[9.2.51,9.16.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymanager.feature|9.2.72,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.72,"[9.2.72,9.22.84]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.18.10,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.18.5,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.apache.seatunnel|seatunnel-spark-examples|2.1.0,org.apache.seatunnel|seatunnel-core-spark|2.1.0,"[2.1.0,2.1.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.jms.listener|9.2.49,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.49,"[9.2.49,9.16.2]",5,success,,,
ch.epfl.scala|bloop-frontend_2.12|1.4.12-2-2721355b,ch.epfl.scala|bloop-shared_2.12|1.4.12-2-2721355b,"[1.4.12-2-2721355b,1.4.12-16-373bc94e]",5,success,,,
org.wso2.km.ext.wso2is|wso2is.key.manager.core|1.6.5,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|2.0.4,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.broker.lifecycle|9.14.3,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.14.3,"[9.14.3,9.16.2]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.0-26-a132042c,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.20.9,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
ch.epfl.scala|bloop-frontend_2.12|1.4.11-53-ee093a60,ch.epfl.scala|bloop-shared_2.12|1.4.11-53-ee093a60,"[1.4.11-53-ee093a60,1.4.12-16-373bc94e]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.rest.api.store.feature|9.2.51,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.51,"[9.2.51,9.16.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.18.4,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.0.66,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.internal.service.feature|9.2.49,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.49,"[9.2.49,9.16.2]",5,success,,,
org.wso2.km.ext.wso2is|wso2is.key.manager.core|1.6.0,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|2.0.4,No suitable version,5,failed,,Y,
ch.epfl.scala|buildpress_2.12|1.4.11-53-ee093a60,ch.epfl.scala|bloop-shared_2.12|1.4.11-53-ee093a60,"[1.4.11-53-ee093a60,1.4.12-16-373bc94e]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.18.11,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.broker.lifecycle|9.2.70,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.70,"[9.2.70,9.16.2]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.core|1.0.74,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.0,"[9.2.0,9.16.2]",5,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.sts.connector.feature|5.7.5,org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.sts|5.7.5,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.20.2,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.daisy.pipeline|gui|1.3.1,org.daisy.pipeline|updater-wrapper|1.0.4,No suitable version,5,failed,,Y,
ch.epfl.scala|buildpress_2.12|1.4.12-4-b38916d2,ch.epfl.scala|bloop-shared_2.12|1.4.12-4-b38916d2,"[1.4.12-4-b38916d2,1.4.12-16-373bc94e]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.18.21,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.5.4-7-4800bcab,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
it.unibo.alchemist|alchemist-full|24.0.2,it.unibo.alchemist|alchemist-swingui|24.0.2,"[24.0.2,24.1.12]",5,success,,,
it.unibo.alchemist|alchemist-full|12.1.2,it.unibo.alchemist|alchemist-swingui|12.1.2,"[12.1.2,24.1.12]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.4.11-49-5535314b,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.1.40,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.20.3,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
ch.epfl.scala|buildpress_2.12|1.4.11-34-9e5d2075,ch.epfl.scala|bloop-shared_2.12|1.4.11-34-9e5d2075,"[1.4.11-34-9e5d2075,1.4.12-16-373bc94e]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.18.17,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.core|1.0.65,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.0,"[9.2.0,9.16.2]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.4.13-72-bfcb7098,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.daisy.pipeline.modules|epub2-to-epub3|1.0.3,org.daisy.pipeline.modules|epub-utils|1.2.2,"[1.2.2,1.2.4]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.18.20,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
ch.epfl.scala|bloop-frontend_2.12|1.4.12-6-1261d1aa,ch.epfl.scala|bloop-shared_2.12|1.4.12-6-1261d1aa,"[1.4.12-6-1261d1aa,1.4.12-16-373bc94e]",5,success,,,
ch.epfl.scala|buildpress_2.12|1.4.11-38-053cdea7,ch.epfl.scala|bloop-shared_2.12|1.4.11-38-053cdea7,"[1.4.11-38-053cdea7,1.4.12-16-373bc94e]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.1.31,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
org.daisy.pipeline.modules|mediatype-utils|2.0.0,org.daisy.pipeline.modules|fileset-utils|4.0.0,"[4.0.0,5.2.0]",5,success,,,
org.daisy.pipeline.modules|dtbook-to-rtf|2.0.5,org.daisy.pipeline.modules|fileset-utils|4.0.0,"[4.0.0,5.2.0]",5,success,,,
org.daisy.pipeline.modules|dtbook-to-zedai|2.0.6,org.daisy.pipeline.modules|fileset-utils|4.0.0,"[4.0.0,5.2.0]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.18.8,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
ch.epfl.scala|bloop-frontend_2.12|1.4.11-45-623bf486,ch.epfl.scala|bloop-shared_2.12|1.4.11-45-623bf486,"[1.4.11-45-623bf486,1.4.12-16-373bc94e]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.output.adapter.http|9.2.51,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.51,"[9.2.51,9.16.2]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.4-38-f8be964d,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
ch.epfl.scala|buildpress_2.12|1.4.11-28-dd429fcb,ch.epfl.scala|bloop-shared_2.12|1.4.11-28-dd429fcb,"[1.4.11-28-dd429fcb,1.4.12-16-373bc94e]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.4-4-00074600,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.kie.workbench.screens|kie-wb-common-contributors-backend|7.65.0.Final,org.dashbuilder|dashbuilder-server-all|7.65.0.Final,"[7.65.0.Final,7.68.0.Final]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.0.68,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.4.12-18-a8c876fa,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
ch.epfl.scala|bloop-frontend_2.12|1.4.12-8-50cc7dc0,ch.epfl.scala|bloop-shared_2.12|1.4.12-8-50cc7dc0,"[1.4.12-8-50cc7dc0,1.4.12-16-373bc94e]",5,success,,,
ch.epfl.scala|buildpress_2.12|1.4.12-10-46c598d0,ch.epfl.scala|bloop-shared_2.12|1.4.12-10-46c598d0,"[1.4.12-10-46c598d0,1.4.12-16-373bc94e]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.4-106-1624d01f,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.daisy.pipeline.modules|dtbook-utils|2.0.3,org.daisy.pipeline.modules|fileset-utils|4.0.0,"[4.0.0,5.2.0]",5,success,,,
org.daisy.pipeline.modules|daisy202-utils|1.2.1,org.daisy.pipeline.modules|fileset-utils|4.0.0,"[4.0.0,5.2.0]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.16.1,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt.feature|9.7.2,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.7.2,"[9.7.2,9.22.72]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.4.13-55-1fc97fae,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
ch.epfl.scala|bloop-frontend_2.12|1.4.11-36-36888397,ch.epfl.scala|bloop-shared_2.12|1.4.11-36-36888397,"[1.4.11-36-36888397,1.4.12-16-373bc94e]",5,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.identity.sts.mgt|5.10.0,org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.sts|5.10.0,No suitable version,5,failed,,Y,
ch.epfl.scala|bloop-frontend_2.12|1.4.11-47-b6175e43,ch.epfl.scala|bloop-shared_2.12|1.4.11-47-b6175e43,"[1.4.11-47-b6175e43,1.4.12-16-373bc94e]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.0.82,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
org.daisy.pipeline.modules.braille|dtbook-to-pef|8.0.1,org.daisy.pipeline.modules|fileset-utils|4.0.0,"[4.0.0,5.2.0]",5,success,,,
com.ig.orchestrations.us.rfed|document-fixt|0.4.16,com.ig.orchestrations.us.rfed|orchestration|0.4.16,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.4.13-73-3cdeef0c,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.4.12-8-50cc7dc0,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.4.13-45-7848b602,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.daisy.pipeline.modules|css-utils|4.0.2,org.daisy.pipeline.modules|fileset-utils|4.0.0,"[4.0.0,5.2.0]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.4-87-8d2fb518,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.rest.api.admin.feature|9.10.3,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.10.3,"[9.10.3,9.16.2]",5,success,,,
us.ihmc|scs2-simulation-construction-set-test|0.8.3,us.ihmc|scs2-simulation-construction-set|0.8.3,"[0.8.3,17-0.11.1]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.broker.lifecycle|9.2.51,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.51,"[9.2.51,9.16.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.18.2,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.5.2-9-b190bd39,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.4.13-78-8397160d,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
io.github.alexarchambault.bleep|bloop-frontend_2.12|1.4.17,io.github.alexarchambault.bleep|bloop-shared_2.12|1.4.17,"[1.4.17,1.4.19-1]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.0.74,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.1.4.3,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.4.13-48-a9b3ea59,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.4-10-10f7f92f,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.4.13-70-d6f16202,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.1.6,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.15.0,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.4.11-28-dd429fcb,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.4.11-38-053cdea7,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.1.23,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.5.3-6-13310fda,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.4.13-39-b0716798,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.gateway|9.14.3,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.14.3,"[9.14.3,9.16.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.jms.listener|9.14.3,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.14.3,"[9.14.3,9.16.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.18.6,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
ch.epfl.scala|buildpress_2.12|1.4.12-6-1261d1aa,ch.epfl.scala|bloop-shared_2.12|1.4.12-6-1261d1aa,"[1.4.12-6-1261d1aa,1.4.12-16-373bc94e]",5,success,,,
org.daisy.pipeline.modules|mediatype-utils|1.2.3,org.daisy.pipeline.modules|fileset-utils|3.1.0,"[3.1.0,5.2.0]",5,success,,,
org.daisy.pipeline.modules.braille|zedai-to-pef|6.0.0,org.daisy.pipeline.modules|fileset-utils|4.0.0,"[4.0.0,5.2.0]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.1.8,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.1.27,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.5.0-5-2a743608,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.daisy.pipeline.modules|dtbook-tts|3.1.0,org.daisy.pipeline.modules|fileset-utils|4.0.0,"[4.0.0,5.2.0]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.2-3-2b7064d8,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.16.1,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.5.4-20-f7292aac,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.broker.lifecycle|9.2.49,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.49,"[9.2.49,9.16.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.gateway|9.2.72,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.72,"[9.2.72,9.22.84]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.4-108-733c9e18,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.apache.seatunnel|seatunnel-spark-e2e|2.1.1,org.apache.seatunnel|seatunnel-core-spark|2.1.1,"[2.1.1,2.1.2]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.4-42-30d9496f,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.20.8,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.17.1,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.oauth|1.0.72,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.0,"[9.2.0,9.16.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.20.8,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.cleanup.service|1.0.71,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.0,"[9.2.0,9.16.2]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.1.28,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt.feature|9.10.3,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.10.3,"[9.10.3,9.16.2]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.4.13-2-c3139cab,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.0-16-515f9954,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.daisy.pipeline.modules|html-to-dtbook|2.0.1,org.daisy.pipeline.modules|epub-utils|1.2.2,"[1.2.2,1.2.4]",5,success,,,
org.wso2.carbon.identity.inbound.auth.saml2|org.wso2.carbon.identity.sso.saml.ui.feature|5.8.54,org.wso2.carbon.identity.inbound.auth.saml2|org.wso2.carbon.identity.sso.saml.ui|5.8.54,"[5.8.54,5.8.56]",5,success,,,
ch.epfl.scala|buildpress_2.12|1.4.12-14-2cef762b,ch.epfl.scala|bloop-shared_2.12|1.4.12-14-2cef762b,"[1.4.12-14-2cef762b,1.4.12-16-373bc94e]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tracing|9.2.51,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.51,"[9.2.51,9.16.2]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.1.33,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
