project,dep,dep_range,project_depth,status,Incompatibility,No suitable version,"Error (no jar, call graph)"
org.daisy.pipeline.modules.braille|html-to-pef|6.0.0,org.daisy.pipeline.modules|html-to-epub3|2.2.1,No suitable version,10,failed,,Y,
org.daisy.pipeline.modules.braille|zedai-to-pef|6.0.2,org.daisy.pipeline.modules|zedai-to-epub3|2.3.1,No suitable version,10,failed,,Y,
