project,dep,dep_range,project_depth,status,Incompatibility,No suitable version,"Error (no jar, call graph)"
com.checkmarx|cx-config-provider|1.0.14,org.apache.logging.log4j|log4j-core|2.13.3,"[2.13.3,2.15.0]",1,success,,,
com.infospica|nextgen-java-sdk|1.0.0,org.apache.logging.log4j|log4j-core|2.6.1,"[2.6.1,2.12.2]",1,success,,,
org.jboss.resteasy|resteasy-integration-tests-spring-unit|4.7.8.Final,org.apache.logging.log4j|log4j-core|2.13.3,"[2.13.3,2.15.0]",1,success,,,
org.jboss.resteasy|resteasy-unit-tests|5.0.6.Final,org.apache.logging.log4j|log4j-core|2.13.3,"[2.13.3,2.15.0]",1,success,,,
org.jboss.resteasy|resteasy-integration-tests-spring-web-deployment|4.7.9.Final,org.apache.logging.log4j|log4j-core|2.13.3,"[2.13.3,2.15.0]",1,success,,,
org.apache.servicecomb|solution-basic|1.3.11,org.apache.logging.log4j|log4j-core|2.12.0,"[2.12.0,2.12.2]",1,success,,,
org.jboss.resteasy|microprofile-tck-runner|4.7.9.Final,org.apache.logging.log4j|log4j-core|2.13.3,"[2.13.3,2.15.0]",1,success,,,
org.jboss.resteasy|resteasy-unit-tests|4.7.9.Final,org.apache.logging.log4j|log4j-core|2.13.3,"[2.13.3,2.15.0]",1,success,,,
com.searchunify|su-sdk|1.0.2,org.apache.logging.log4j|log4j-core|2.14.1,"[2.14.1,2.15.0]",1,success,,,
com.nasuyun|integration-log4j|1.0.0,org.apache.logging.log4j|log4j-core|2.11.0,null,1,failed,Y,,
org.alliancegenome|agr_curation_api|v0.16.0,org.apache.logging.log4j|log4j-core|2.13.2,"[2.13.2,2.15.0]",1,success,,,
cn.sliew|milky-common|1.0.9,org.apache.logging.log4j|log4j-core|2.14.1,"[2.14.1,2.15.0]",1,success,,,
com.hifiveai|hifive-openapi|4.2.1_3-RELEASE,org.apache.logging.log4j|log4j-core|2.13.3,"[2.13.3,2.15.0]",1,success,,,
org.alliancegenome|agr_curation_api|v0.16.0-rc2,org.apache.logging.log4j|log4j-core|2.13.2,"[2.13.2,2.15.0]",1,success,,,
es.us.isa|idl-reasoner|1.0.0,org.apache.logging.log4j|log4j-core|2.13.3,"[2.13.3,2.15.0]",1,success,,,
