project,dep,dep_range,project_depth,status,Incompatibility,No suitable version,"Error (no jar, call graph)"
us.ihmc|scs2-session-test|17-0.11.0,us.ihmc|scs2-session|17-0.11.0,"[17-0.11.0,17-0.11.1]",4,success,,,
io.github.alexarchambault.bleep|bloop-shared_2.12|1.4.16,ch.epfl.scala|zinc_2.12|1.3.0-M4+47-d881fa2f,No suitable version,4,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.59,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
io.github.alexarchambault.bleep|bloop-shared_2.12|1.4.13,ch.epfl.scala|zinc_2.12|1.3.0-M4+47-d881fa2f,No suitable version,4,failed,,Y,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.identity.sts.passive|5.6.17,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.18.8,"[5.18.8,5.18.11]",4,success,,,
com.tencent.bk.devops.ci.store|api-store|1.5.37-RELEASE,com.tencent.bk.devops.ci.common|common-event|1.5.37-RELEASE,"[1.5.37-RELEASE,1.7.37-RELEASE]",4,success,,,
org.wso2.carbon.identity.inbound.auth.saml2|org.wso2.carbon.identity.sso.saml.ui|5.10.0,org.wso2.carbon.identity.framework|org.wso2.carbon.idp.mgt|5.20.127,"[5.20.127,5.20.295]",4,success,,,
us.ihmc|scs2-bullet-simulation-debug|17-0.13.0,us.ihmc|scs2-bullet-simulation|17-0.13.0,"[17-0.13.0,17-0.14.0]",4,success,,,
org.wso2.carbon.identity.migration.resources|org.wso2.carbon.is.migration|1.0.228,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.46,null,4,failed,Y,,
com.tencent.bk.devops.ci.quality|api-quality|1.5.37-RELEASE,com.tencent.bk.devops.ci.common|common-event|1.5.37-RELEASE,"[1.5.37-RELEASE,1.7.37-RELEASE]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.12.4,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
io.github.alexarchambault.bleep|bloop-backend_2.12|1.4.14,org.scala-sbt|librarymanagement-ivy_2.12|1.0.0,"[1.0.0,1.6.0]",4,success,,,
us.ihmc|scs2-session-visualizer-jfx|0.8.4-bullet-alpha-6,us.ihmc|ihmc-javafx-toolkit|0.21.1,"[0.21.1,17-0.22.0]",4,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.user.server.feature|1.5.52,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.5.52,"[1.5.52,1.5.84]",4,success,,,
it.unibo.alchemist|alchemist-swingui|24.0.0,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,null,4,failed,Y,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.52,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,null,4,failed,Y,,
org.wso2.identity.apps|org.wso2.identity.apps.common|1.2.738,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.270,"[5.20.270,5.20.295]",4,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.sts|5.10.1,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,"[5.20.66,5.20.72]",4,success,,,
org.wso2.samples.is|sample-handler|4.5.2,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.18.0,"[5.18.0,5.18.11]",4,success,,,
org.daisy.pipeline.modules.braille|dtbook-to-pef|7.2.1,org.daisy.pipeline.modules.braille|pef-utils|4.0.4,"[4.0.4,5.0.2]",4,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.tenant.resource.manager|1.5.56,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.governance|1.5.56,"[1.5.56,1.5.84]",4,success,,,
us.ihmc|scs2-simulation-test|17-0.12.3,us.ihmc|scs2-simulation|17-0.12.3,"[17-0.12.3,17-0.12.4]",4,success,,,
com.anji-plus|spring-boot-starter-gaea-flowable|2.1.0.RELEASE,org.flowable|flowable-ui-modeler-logic|6.5.0,null,4,failed,Y,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.12.3,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,null,4,failed,Y,,
it.unibo.alchemist|alchemist-swingui|19.2.0,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.24,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
us.ihmc|scs2-simulation-construction-set|17-0.11.0,us.ihmc|scs2-session|17-0.11.0,"[17-0.11.0,17-0.11.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.49,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,null,4,failed,Y,,
ch.epfl.scala|bloop-backend_2.12|1.4.11-41-810654d1,org.scala-sbt|librarymanagement-ivy_2.12|1.0.0,null,4,failed,Y,,
com.tencent.bk.devops.ci.common|common-dispatch-sdk|1.5.37-RELEASE,com.tencent.bk.devops.ci.common|common-event|1.5.37-RELEASE,null,4,failed,Y,,
it.unibo.alchemist|alchemist-swingui|24.0.2,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,null,4,failed,Y,,
us.ihmc|scs2-simulation-construction-set|0.8.3,us.ihmc|scs2-simulation|0.8.3,null,4,failed,Y,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.80,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
de.kosmos-lab.platform|kosmos-platform|0.8.7a,us.ihmc|ihmc-ros2-library|0.20.4,"[0.20.4,0.20.6]",4,success,,,
org.wso2.carbon.identity.migration.resources|org.wso2.carbon.is.migration|1.0.207,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.46,"[1.5.46,1.6.1]",4,success,,,
it.unibo.alchemist|alchemist-swingui|18.0.1,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.webfinger|6.7.113,org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.discovery|6.7.113,"[6.7.113,6.7.170]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.26,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
it.unibo.alchemist|alchemist-swingui|17.0.4,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
ch.epfl.scala|bloop-backend_2.12|1.4.11-19-93ebe2c6,org.scala-sbt|librarymanagement-ivy_2.12|1.0.0,"[1.0.0,1.6.0]",4,success,,,
org.wso2.carbon.extension.identity.provisioning.outbound.duo|org.wso2.carbon.extension.identity.provisioning.duo.connector|1.1.29,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.provisioning|5.17.5,null,4,failed,Y,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.sts|5.7.5,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,null,4,failed,Y,,
it.unibo.alchemist|alchemist-swingui|13.0.5,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
it.unibo.alchemist|alchemist-swingui|23.0.0,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
ch.epfl.scala|bloop-shared_2.12|1.4.11-36-36888397,ch.epfl.scala|zinc_2.12|1.3.0-M4+47-d881fa2f,No suitable version,4,failed,,Y,
ch.epfl.scala|bloop-backend_2.12|1.5.4-22-0e48e709,org.scala-sbt|librarymanagement-ivy_2.12|1.1.5,"[1.1.5,1.6.0]",4,success,,,
us.ihmc|scs2-session-visualizer-jfx|0.2.0,us.ihmc|scs2-session|0.2.0,"[0.2.0,17-0.11.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.13.0,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.identity.tool.validator.sso.saml2|org.wso2.carbon.identity.tools.saml.validator|5.5.0,org.wso2.carbon.identity.inbound.auth.saml2|org.wso2.carbon.identity.sso.saml|5.8.14,"[5.8.14,5.8.44]",4,success,,,
us.ihmc|scs2-session-visualizer-jfx|0.8.2,us.ihmc|ihmc-graphics-description|0.19.4,"[0.19.4,0.19.5]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.24.1,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.1.20,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.12.2,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.51,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,null,4,failed,Y,,
ch.epfl.scala|bloop-backend_2.12|1.4.11-45-623bf486,org.scala-sbt|librarymanagement-ivy_2.12|1.0.0,"[1.0.0,1.6.0]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.0.369.6,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
us.ihmc|scs2-simulation-construction-set|17-0.12.3,us.ihmc|scs2-simulation|17-0.12.3,"[17-0.12.3,17-0.12.4]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.25,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.samples.is|sample-template|4.5.4,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.18.0,"[5.18.0,5.18.11]",4,success,,,
org.wso2.carbon.identity.local.auth.fido|org.wso2.carbon.identity.application.authenticator.fido2.server.feature|5.2.11,org.wso2.carbon.identity.local.auth.fido|org.wso2.carbon.identity.application.authenticator.fido2|5.2.11,"[5.2.11,5.3.25]",4,success,,,
org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.webfinger|6.7.107,org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.discovery|6.7.107,"[6.7.107,6.7.170]",4,success,,,
ch.epfl.scala|bloop-shared_2.12|1.4.11-30-75fb3441,ch.epfl.scala|zinc_2.12|1.3.0-M4+47-d881fa2f,No suitable version,4,failed,,Y,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.policy.server.feature|1.5.57,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.policy|1.5.57,"[1.5.57,1.5.84]",4,success,,,
us.ihmc|scs2-session-logger|0.8.0,us.ihmc|scs2-simulation|0.8.0,"[0.8.0,17-0.11.1]",4,success,,,
org.biodatageeks|sequila_2.12|1.0.0,io.projectglow|glow-spark3_2.12|1.0.1,No suitable version,4,failed,,Y,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.3.0,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.63,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.26,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.15,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
io.github.alexarchambault.bleep|bloop-backend_2.12|1.4.16-1,org.scala-sbt|librarymanagement-ivy_2.12|1.0.0,"[1.0.0,1.6.0]",4,success,,,
io.get-coursier|lm-coursier-shaded_2.12|2.0.16,org.scala-sbt|librarymanagement-ivy_2.12|1.3.4,"[1.3.4,1.6.0]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.7.4,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
it.unibo.alchemist|alchemist-swingui|17.0.5,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
it.unibo.alchemist|alchemist-swingui|12.1.0,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.17,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.69,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.authn|1.0.46,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.267,"[5.20.267,5.20.295]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.65,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.59,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.extension.identity.authenticator.outbound.smsotp|org.wso2.carbon.extension.identity.authenticator.smsotp.feature|3.3.2,org.wso2.carbon.extension.identity.authenticator.outbound.smsotp|org.wso2.carbon.extension.identity.authenticator.smsotp.connector|3.3.2,"[3.3.2,3.3.8]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.62,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.25,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.daisy.pipeline.modules|dtbook-to-zedai|2.0.5,org.daisy.pipeline.modules|css-speech|3.1.0,No suitable version,4,failed,,Y,
ch.epfl.scala|bloop-backend_2.12|1.4.11-34-9e5d2075,org.scala-sbt|librarymanagement-ivy_2.12|1.0.0,"[1.0.0,1.6.0]",4,success,,,
it.unibo.alchemist|alchemist-swingui|24.1.9,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
us.ihmc|scs2-session-test|17-0.8.6-bullet-alpha-7,us.ihmc|scs2-session|17-0.8.6-bullet-alpha-7,"[17-0.8.6-bullet-alpha-7,17-0.11.1]",4,success,,,
us.ihmc|scs2-session-visualizer-jfx|17-0.12.2,us.ihmc|scs2-simulation|17-0.12.2,"[17-0.12.2,17-0.12.4]",4,success,,,
org.wso2.carbon.identity.migration.resources|org.wso2.carbon.is.migration|1.0.219,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.46,"[1.5.46,1.6.1]",4,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.sts|5.10.4,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,"[5.20.66,5.20.72]",4,success,,,
org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authenticator.basicauth.jwt|6.3.54,org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authenticator.basicauth|6.3.54,"[6.3.54,6.4.7]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.62,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,null,4,failed,Y,,
us.ihmc|scs2-session-test|0.5.0,us.ihmc|scs2-session|0.5.0,"[0.5.0,17-0.11.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.7.6,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.authn|1.0.63,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.267,"[5.20.267,5.20.295]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.60,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
com.ig.orchestrations.us.rfed|orchestration|0.4.16,io.fixprotocol.orchestrations|fix-standard|1.5.1,null,4,failed,Y,,
it.unibo.alchemist|alchemist-swingui|14.0.2,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.identity.inbound.auth.saml2|org.wso2.carbon.identity.sso.saml.ui|5.10.2,org.wso2.carbon.identity.framework|org.wso2.carbon.idp.mgt|5.20.127,"[5.20.127,5.20.295]",4,success,,,
org.wso2.carbon.identity.migration.resources|org.wso2.carbon.is.migration|1.0.229,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.46,"[1.5.46,1.6.1]",4,success,,,
org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authenticator.basicauth.server.feature|6.4.1,org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authenticator.basicauth|6.4.1,"[6.4.1,6.4.7]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.67,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.biodatageeks|sequila_2.12|1.1.1,io.projectglow|glow-spark3_2.12|1.0.1,No suitable version,4,failed,,Y,
us.ihmc|scs2-bullet-simulation-test|17-0.9.5,us.ihmc|scs2-bullet-simulation|17-0.9.5,"[17-0.9.5,17-0.11.1]",4,success,,,
us.ihmc|scs2-simulation-test|0.3.0,us.ihmc|scs2-simulation|0.3.0,"[0.3.0,0.6.0]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.8.0,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
it.unibo.alchemist|alchemist-swingui|24.1.2,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.10.0,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
io.gitee.cikaros|fly-feel-security-core|2.0.1,io.gitee.cikaros|fly-feel-define|2.0.2,No suitable version,4,failed,,Y,
it.unibo.alchemist|alchemist-swingui|14.0.0,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,null,4,failed,Y,,
org.wso2.carbon.identity.migration.resources|org.wso2.carbon.is.migration|1.0.212,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.46,"[1.5.46,1.6.1]",4,success,,,
io.get-coursier|lm-coursier_2.12|2.0.11,org.scala-sbt|librarymanagement-ivy_2.12|1.3.4,"[1.3.4,1.6.0]",4,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.identity.sts.passive|5.10.4,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,"[5.20.66,5.20.72]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.55,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,null,4,failed,Y,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.9.0,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.0.369.5,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
us.ihmc|scs2-session-logger|17-0.10.0,us.ihmc|scs2-session|17-0.10.0,"[17-0.10.0,17-0.11.1]",4,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.sts|5.7.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,"[5.20.66,5.20.72]",4,success,,,
org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authenticator.basicauth.server.feature|6.4.2,org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authenticator.basicauth|6.4.2,"[6.4.2,6.4.7]",4,success,,,
us.ihmc|scs2-session-logger|17-0.13.0,us.ihmc|scs2-session|17-0.13.0,"[17-0.13.0,17-0.14.0]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.8.0,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,null,4,failed,Y,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.piicontroller|1.5.56,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.governance|1.5.56,"[1.5.56,1.5.84]",4,success,,,
it.unibo.alchemist|alchemist-swingui|12.2.11,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.3.1,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
com.thing2x|smqd-core_2.12|0.5.0,org.scala-sbt|librarymanagement-ivy_2.12|1.2.0-M3,"[1.2.0-M3,1.6.0]",4,success,,,
org.dashbuilder|dashbuilder-server-all|7.66.0.Final,org.kie.soup|kie-soup-dataset-elasticsearch|7.66.0.Final,No suitable version,4,failed,,Y,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.51,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.12.5,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.identity.inbound.auth.saml2|org.wso2.carbon.identity.sso.saml.ui|5.8.53,org.wso2.carbon.identity.framework|org.wso2.carbon.idp.mgt|5.20.127,"[5.20.127,5.20.295]",4,success,,,
org.wso2.carbon.identity.migration.resources|org.wso2.carbon.is.migration|1.0.208,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.46,"[1.5.46,1.6.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.0.369.4,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
us.ihmc|scs2-session-logger|17-0.8.6-bullet-alpha-7,us.ihmc|scs2-session|17-0.8.6-bullet-alpha-7,"[17-0.8.6-bullet-alpha-7,17-0.11.1]",4,success,,,
org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authentication.handler.session|6.4.0,org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authenticator.basicauth|6.4.0,"[6.4.0,6.4.7]",4,success,,,
it.unibo.alchemist|alchemist-swingui|24.0.5,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.13.0,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
us.ihmc|scs2-examples|17-0.12.1,us.ihmc|scs2-bullet-simulation|17-0.12.1,"[17-0.12.1,17-0.14.0]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.7.6,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.38,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.11.0,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
it.unibo.alchemist|alchemist-swingui|12.2.5,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.64,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.api.user.recovery|1.5.52,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.5.52,"[1.5.52,1.5.84]",4,success,,,
ch.epfl.scala|bloop-shared_2.12|1.4.12-2-2721355b,ch.epfl.scala|zinc_2.12|1.3.0-M4+47-d881fa2f,No suitable version,4,failed,,Y,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.account.suspension.notification.task.server.feature|1.5.59,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.account.suspension.notification.task|1.5.59,"[1.5.59,1.5.84]",4,success,,,
