project,dep,dep_range,project_depth,status,Incompatibility,No suitable version,"Error (no jar, call graph)"
com.agorapulse|micronaut-log4aws|1.2.0-micronaut-1.0,io.sentry|sentry-log4j2|1.7.30,"[1.7.30,5.5.0]",2,success,,,
org.apereo.cas|cas-server-support-sentry|6.5.5,com.getsentry.raven|raven-log4j2|8.0.3,No suitable version,2,failed,,Y,
in.hocg.boot|logging-spring-boot-starter|1.0.28,com.aliyun.openservices|aliyun-log-log4j2-appender|0.1.11,"[0.1.11,0.1.13]",2,success,,,
dev.galasa|dev.galasa.cps.etcd|0.19.0,dev.galasa|dev.galasa.framework|0.17.0,"[0.17.0,0.19.1]",2,success,,,
com.trigyn|application-metrics|1.5.0,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,"[2.3.12.RELEASE,2.5.8]",2,success,,,
org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.user|1.2.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.testutil|5.20.189,"[5.20.189,5.20.295]",2,success,,,
in.hocg.boot|logging-spring-boot-starter|1.0.55,com.aliyun.openservices|aliyun-log-log4j2-appender|0.1.11,"[0.1.11,0.1.13]",2,success,,,
io.vlingo.xoom|xoom-symbio-geode|1.10.1,org.apache.geode|geode-core|1.9.0,"[1.9.0,1.9.1]",2,success,,,
org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.analytics|1.2.2,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.testutil|5.20.189,"[5.20.189,5.20.295]",2,success,,,
com.hotels|waggle-dance-api|3.10.9,org.springframework.boot|spring-boot-starter-log4j2|2.0.4.RELEASE,"[2.0.4.RELEASE,2.1.12.RELEASE]",2,success,,,
com.qudini|qudini-reactive-graphql|0.0.50,org.springframework.boot|spring-boot-starter-log4j2|2.6.1,"[2.6.1,2.6.2]",2,success,,,
org.openforis.collect|collect-server|4.0.36,io.sentry|sentry-log4j2|5.4.1,"[5.4.1,5.5.0]",2,success,,,
com.gitee.zodiacstack|zodiac-oss-spring-boot-starter|1.4.5,com.huaweicloud|esdk-obs-java|3.19.7,"[3.19.7,3.21.11]",2,success,,,
com.fulcrumgenomics|fgbio_2.13|1.5.0,com.intel.gkl|gkl|0.8.8,"[0.8.8,0.8.10]",2,success,,,
com.github.liaochong|myexcel|4.0.0.RC,org.apache.poi|poi-ooxml-full|5.1.0,"[5.1.0,5.2.0]",2,success,,,
com.fizzgate|fizz-plugin|2.5.2,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,null,2,failed,Y,,
com.fizzgate|fizz-common|2.6.5,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,null,2,failed,Y,,
com.epam.eco.schemacatalog|schema-catalog-rest|2.0.1,org.springframework.boot|spring-boot-starter-log4j2|2.0.9.RELEASE,"[2.0.9.RELEASE,2.1.12.RELEASE]",2,success,,,
org.craftercms|crafter-deployer|3.1.17.6E,org.springframework.boot|spring-boot-starter-log4j2|2.2.10.RELEASE,null,2,failed,Y,,
com.wavefront|proxy-test|9993.7,org.springframework.boot|spring-boot-starter-log4j2|2.5.5,null,2,failed,Y,,
com.yahoo.maha|maha-core|6.127,org.apache.druid|druid-server|0.21.1,"[0.21.1,0.22.1]",2,success,,,
org.apereo.cas|cas-server-support-sentry|6.3.7.3,com.getsentry.raven|raven-log4j2|8.0.3,No suitable version,2,failed,,Y,
org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.2.2,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.testutil|5.20.189,null,2,failed,Y,,
com.yahoo.maha|maha-core|6.121,org.apache.druid|druid-server|0.21.1,"[0.21.1,0.22.1]",2,success,,,
com.yahoo.maha|maha-core|6.92,org.apache.druid|druid-server|0.21.1,"[0.21.1,0.22.1]",2,success,,,
com.hotels|waggle-dance-api|3.10.0,org.springframework.boot|spring-boot-starter-log4j2|2.0.4.RELEASE,"[2.0.4.RELEASE,2.1.12.RELEASE]",2,success,,,
com.fizzgate|fizz-plugin|2.6.0,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,null,2,failed,Y,,
cn.tg-openx|openx-boot-booster|1.0.9,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,null,2,failed,Y,,
org.opencb.biodata|biodata-tools|2.3.1,org.biojava|biojava-alignment|4.1.0,"[4.1.0,6.0.2]",2,success,,,
org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.user.store|1.1.23,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.testutil|5.20.189,null,2,failed,Y,,
com.hotels|waggle-dance-api|3.10.1,org.springframework.boot|spring-boot-starter-log4j2|2.0.4.RELEASE,"[2.0.4.RELEASE,2.1.12.RELEASE]",2,success,,,
org.craftercms|crafter-deployer|3.1.18,org.springframework.boot|spring-boot-starter-log4j2|2.2.10.RELEASE,"[2.2.10.RELEASE,2.5.8]",2,success,,,
com.gitee.zodiacstack|zodiac-oss-spring-boot-starter|1.4.2,com.huaweicloud|esdk-obs-java|3.19.7,"[3.19.7,3.21.11]",2,success,,,
com.gitee.zodiacstack|zodiac-oss-spring-boot-starter|1.4.6,com.huaweicloud|esdk-obs-java|3.19.7,"[3.19.7,3.21.11]",2,success,,,
com.fizzgate|fizz-common|2.5.3-beta1,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
org.opencb.opencga|opencga-storage-benchmark|2.2.5,org.apache.jmeter|ApacheJMeter_core|5.0,"[5.0,5.4.2]",2,success,,,
org.daisy.libs|com.xmlcalabash|1.1.20-p9-98,org.xmlresolver|xmlresolver|0.13.1,"[0.13.1,0.14.0]",2,success,,,
com.velocidi|apso-testkit_2.13|0.18.2,org.codelibs|elasticsearch-cluster-runner|7.10.2.0,No suitable version,2,failed,,Y,
io.github.aafc-bicoe|dina-base-parent|0.76,org.springframework.boot|spring-boot-starter-log4j2|2.5.6,"[2.5.6,2.5.8]",2,success,,,
uk.num|num-java-module-binding-images|1.0.0,uk.num|json-to-modl-java-library|0.20,"[0.20,0.22]",2,success,,,
com.tencent.bk.devops.ci.common|common-service|1.7.31-RELEASE,org.springframework.boot|spring-boot-starter-log4j2|2.4.5,"[2.4.5,2.5.8]",2,success,,,
org.intermine|bio-source-delimited|5.0.8,org.biojava|biojava-core|4.2.0,"[4.2.0,6.0.2]",2,success,,,
io.bitbucket.ruttagorn_chatdee|common|1.0.11-java-8,org.springframework.boot|spring-boot-starter-log4j2|2.5.6,"[2.5.6,2.5.8]",2,success,,,
org.craftercms|crafter-deployer|3.1.26E,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
com.yahoo.maha|maha-core|6.83,org.apache.druid|druid-server|0.17.1,"[0.17.1,0.22.1]",2,success,,,
org.apereo.cas|cas-server-support-sentry|6.5.9.1,com.getsentry.raven|raven-log4j2|8.0.3,No suitable version,2,failed,,Y,
com.fizzgate|fizz-core|2.7.0-beta1,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
org.alluxio|alluxio-underfs-obs|2.7.4,com.huaweicloud|esdk-obs-java|3.20.6,"[3.20.6,3.21.11]",2,success,,,
com.dwolla|fs2-aws-lambda-io-app_2.13|2.0.0-M13,com.amazonaws|aws-lambda-java-log4j2|1.2.0,"[1.2.0,1.3.0]",2,success,,,
org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.test.utils|1.2.1,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.testutil|5.20.189,"[5.20.189,5.20.295]",2,success,,,
dev.galasa|dev.galasa.linux.manager|0.19.0,dev.galasa|dev.galasa.framework|0.18.0,"[0.18.0,0.19.1]",2,success,,,
org.opencb.opencga|opencga-storage-benchmark|2.2.9,org.apache.jmeter|ApacheJMeter_core|5.0,"[5.0,5.4.2]",2,success,,,
io.bitbucket.ruttagorn_chatdee|common|1.0.9,org.springframework.boot|spring-boot-starter-log4j2|2.5.6,"[2.5.6,2.5.8]",2,success,,,
org.apache.nifi|nifi-ranger-plugin|1.15.1,org.apache.ranger|ranger-plugins-audit|2.1.0,"[2.1.0,2.3.0]",2,success,,,
io.gitee.quanwenz|biz-base|2.0.2-20211221-2,org.springframework.boot|spring-boot-starter-log4j2|2.6.1,"[2.6.1,2.6.2]",2,success,,,
io.github.aafc-bicoe|dina-base-parent|0.75,org.springframework.boot|spring-boot-starter-log4j2|2.5.6,"[2.5.6,2.5.8]",2,success,,,
com.wavefront|proxy-test|9999.0-RC2,org.springframework.boot|spring-boot-starter-log4j2|2.5.5,"[2.5.5,2.5.8]",2,success,,,
com.typesafe.dbuild|build_2.12|0.9.20,org.scala-sbt|util-logging_2.12|1.0.3,"[1.0.3,1.5.6]",2,success,,,
org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.1.26,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.testutil|5.18.123,"[5.18.123,5.18.253]",2,success,,,
io.github.ericluoliu|apisix-runner-plugin-sdk|0.2.0,org.springframework.boot|spring-boot-starter-log4j2|2.4.5,"[2.4.5,2.5.8]",2,success,,,
in.hocg.boot|logging-spring-boot-starter|1.0.40,com.aliyun.openservices|aliyun-log-log4j2-appender|0.1.11,"[0.1.11,0.1.13]",2,success,,,
com.dwolla|fs2-aws-lambda-io-app_2.12|2.0.0-M13,com.amazonaws|aws-lambda-java-log4j2|1.2.0,"[1.2.0,1.3.0]",2,success,,,
org.opencb.biodata|biodata-tools|2.3.0,org.biojava|biojava-alignment|4.1.0,"[4.1.0,6.0.2]",2,success,,,
com.geektcp.common|thy-common-spring|1.0.7,org.springframework.boot|spring-boot-starter-log4j2|2.3.2.RELEASE,"[2.3.2.RELEASE,2.5.8]",2,success,,,
io.vlingo.xoom|xoom-symbio-geode|1.9.1,org.apache.geode|geode-core|1.9.0,"[1.9.0,1.9.1]",2,success,,,
com.facebook.presto|presto-pinot-toolkit|0.266.1,com.facebook.presto.pinot|pinot-driver|0.1.2,No suitable version,2,failed,,Y,
com.baidu.hugegraph|computer-core|0.1.2,com.baidu.hugegraph|hugegraph-common|1.8.9,"[1.8.9,2.0.0]",2,success,,,
com.qudini|qudini-reactive-metrics|0.0.51,org.springframework.boot|spring-boot-starter-log4j2|2.6.1,"[2.6.1,2.6.2]",2,success,,,
com.fizzgate|fizz-core|2.5.1,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
dev.galasa|dev.galasa.cicsts.resource.manager|0.19.0,dev.galasa|dev.galasa.framework|0.18.0,"[0.18.0,0.19.1]",2,success,,,
org.opencb.biodata|biodata-tools|2.2.2,org.biojava|biojava-alignment|4.1.0,"[4.1.0,6.0.2]",2,success,,,
org.craftercms|studio-arbiter|3.1.17.4E,org.springframework.boot|spring-boot-starter-log4j2|2.2.10.RELEASE,"[2.2.10.RELEASE,2.5.8]",2,success,,,
org.intermine|bio-source-delimited|5.0.7,org.biojava|biojava-core|4.2.0,"[4.2.0,6.0.2]",2,success,,,
com.yahoo.maha|maha-core|6.93,org.apache.druid|druid-server|0.21.1,"[0.21.1,0.22.1]",2,success,,,
io.mateu|mdd-util-extended|1.1.7,org.telegram|telegrambots|4.4.0.1,"[4.4.0.1,4.4.0.2]",2,success,,,
io.mateu|mdd-util-extended|1.1.11,org.telegram|telegrambots|4.4.0.1,"[4.4.0.1,4.4.0.2]",2,success,,,
org.opencb.opencga|opencga-storage-benchmark|2.4.0.1,org.apache.jmeter|ApacheJMeter_core|5.0,"[5.0,5.4.2]",2,success,,,
org.alluxio|alluxio-underfs-obs|291-beta,com.huaweicloud|esdk-obs-java|3.20.6,"[3.20.6,3.21.11]",2,success,,,
com.hotels|waggle-dance-api|3.10.2,org.springframework.boot|spring-boot-starter-log4j2|2.0.4.RELEASE,"[2.0.4.RELEASE,2.1.12.RELEASE]",2,success,,,
com.velocidi|apso-testkit_2.12|0.18.5,org.codelibs|elasticsearch-cluster-runner|7.10.2.0,No suitable version,2,failed,,Y,
de.mhus.conductor|conductor-api|1.1.1,de.mhus.lib|lib-core|7.7.0,No suitable version,2,failed,,Y,
com.navercorp.pinpoint|pinpoint-hbase-schema-manager|2.3.3,org.springframework.boot|spring-boot-starter-log4j2|2.4.5,"[2.4.5,2.5.8]",2,success,,,
com.scoperetail.fusion|fusion-connect|0.60,org.springframework.boot|spring-boot-starter-log4j2|2.4.5,"[2.4.5,2.5.8]",2,success,,,
org.apereo.cas|cas-server-support-sentry|6.6.0-RC4,com.getsentry.raven|raven-log4j2|8.0.3,No suitable version,2,failed,,Y,
com.fizzgate|fizz-spring-boot-starter|2.6.5-beta1,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
org.alluxio|alluxio-underfs-obs|291-alpha,com.huaweicloud|esdk-obs-java|3.20.6,"[3.20.6,3.21.11]",2,success,,,
com.tencent.bk.devops.ci.common|common-service|1.7.35-RELEASE,org.springframework.boot|spring-boot-starter-log4j2|2.4.5,"[2.4.5,2.5.8]",2,success,,,
org.kurento|kurento-test|6.16.4,org.apache.jmeter|ApacheJMeter_core|5.3,"[5.3,5.4.2]",2,success,,,
com.gitee.zodiacstack|zodiac-oss-spring-boot-starter|1.4.7,com.huaweicloud|esdk-obs-java|3.19.7,"[3.19.7,3.21.11]",2,success,,,
com.wavefront|proxy-test|9994.0-RC1,org.springframework.boot|spring-boot-starter-log4j2|2.5.5,"[2.5.5,2.5.8]",2,success,,,
org.apereo.cas|cas-server-support-sentry|6.4.5,com.getsentry.raven|raven-log4j2|8.0.3,No suitable version,2,failed,,Y,
com.hotels|waggle-dance-api|3.10.8,org.springframework.boot|spring-boot-starter-log4j2|2.0.4.RELEASE,"[2.0.4.RELEASE,2.1.12.RELEASE]",2,success,,,
com.yahoo.maha|maha-core|6.96,org.apache.druid|druid-server|0.21.1,"[0.21.1,0.22.1]",2,success,,,
com.hotels|waggle-dance-api|3.10.5,org.springframework.boot|spring-boot-starter-log4j2|2.0.4.RELEASE,"[2.0.4.RELEASE,2.1.12.RELEASE]",2,success,,,
org.opencb.opencga|opencga-storage-benchmark|2.6.0.1,org.apache.jmeter|ApacheJMeter_core|5.0,"[5.0,5.4.2]",2,success,,,
org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.test.utils|1.1.25,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.testutil|5.18.123,"[5.18.123,5.18.253]",2,success,,,
io.gitee.cikaros|fly-feel-core|1.0,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,null,2,failed,Y,,
org.apache.camel|camel-test-infra-ignite|3.14.3,org.apache.ignite|ignite-log4j2|2.10.0,"[2.10.0,2.11.1]",2,success,,,
com.hotels|waggle-dance-core|3.10.11,org.springframework.boot|spring-boot-starter-log4j2|2.0.4.RELEASE,"[2.0.4.RELEASE,2.1.12.RELEASE]",2,success,,,
org.apache.linkis|linkis-spring-cloud-gateway|1.1.3,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,"[2.3.12.RELEASE,2.5.8]",2,success,,,
dev.galasa|dev.galasa.zossecurity.manager|0.19.0,dev.galasa|dev.galasa.framework|0.18.0,"[0.18.0,0.19.1]",2,success,,,
de.mhus.conductor|conductor-plugin|1.1.1,de.mhus.lib|lib-core|7.7.0,No suitable version,2,failed,,Y,
com.fizzgate|fizz-common|2.5.2,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
in.hocg.boot|logging-spring-boot-starter|v1.0.46,com.aliyun.openservices|aliyun-log-log4j2-appender|0.1.11,"[0.1.11,0.1.13]",2,success,,,
io.github.aafc-bicoe|dina-test-support|0.77,org.springframework.boot|spring-boot-starter-log4j2|2.5.6,"[2.5.6,2.5.8]",2,success,,,
com.fizzgate|fizz-common|2.6.5-beta1,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
io.github.mpontoc|picaroon-core|4.1.0,org.springframework.boot|spring-boot-starter-log4j2|2.3.4.RELEASE,"[2.3.4.RELEASE,2.5.8]",2,success,,,
com.github.sdp-tech-nj|sdp-spring-boot-starter|2.6.3,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,"[2.3.12.RELEASE,2.5.8]",2,success,,,
org.netbeans.modules|org-netbeans-modules-java-disco|RELEASE130,io.foojay.api|discoclient|1.0.1,"[1.0.1,2.0.8]",2,success,,,
io.quarkus.qe|quarkus-test-service-kafka|1.0.2.Final,io.strimzi|strimzi-test-container|0.25.0,"[0.25.0,0.100.0]",2,success,,,
com.qudini|qudini-reactive|0.0.51,org.springframework.boot|spring-boot-starter-log4j2|2.6.1,"[2.6.1,2.6.2]",2,success,,,
org.craftercms|crafter-deployer|3.1.17.4,org.springframework.boot|spring-boot-starter-log4j2|2.2.10.RELEASE,"[2.2.10.RELEASE,2.5.8]",2,success,,,
com.yahoo.maha|maha-core|6.113,org.apache.druid|druid-server|0.21.1,"[0.21.1,0.22.1]",2,success,,,
com.fizzgate|fizz-plugin|2.6.6-beta1,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
org.craftercms|crafter-deployer|3.1.23E,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
org.opencb.opencga|opencga-storage-benchmark|2.3.1,org.apache.jmeter|ApacheJMeter_core|5.0,"[5.0,5.4.2]",2,success,,,
org.opencb.opencga|opencga-storage-benchmark|2.4.6,org.apache.jmeter|ApacheJMeter_core|5.0,"[5.0,5.4.2]",2,success,,,
