project,dep,dep_range,project_depth,status,Incompatibility,No suitable version,"Error (no jar, call graph)"
org.xyro|kumulus|0.1.41,org.apache.storm|storm-core|1.2.2,"[1.2.2,2.4.0]",2,success,,,
io.github.wwwlike|vlife-core|1.0.2,org.springframework.boot|spring-boot-starter-log4j2|2.4.3,null,2,failed,Y,,
org.intermine|bio-webapp|5.0.5,org.biojava|biojava-core|4.2.0,"[4.2.0,6.0.2]",2,success,,,
com.trigyn|dynamic-rest|1.5.0,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,"[2.3.12.RELEASE,2.5.8]",2,success,,,
io.mateu|mdd-util-extended|1.1.10,org.telegram|telegrambots|4.4.0.1,"[4.4.0.1,4.4.0.2]",2,success,,,
com.geektcp.common|thy-common-mq|1.0.6,org.springframework.boot|spring-boot-starter-log4j2|2.3.2.RELEASE,"[2.3.2.RELEASE,2.5.8]",2,success,,,
com.hotels|waggle-dance-core|3.9.10,org.springframework.boot|spring-boot-starter-log4j2|2.0.4.RELEASE,"[2.0.4.RELEASE,2.1.12.RELEASE]",2,success,,,
org.apereo.cas|cas-server-support-sentry|6.6.0-RC3,com.getsentry.raven|raven-log4j2|8.0.3,No suitable version,2,failed,,Y,
org.alluxio|alluxio-underfs-obs|2.8.0-2,com.huaweicloud|esdk-obs-java|3.20.6,"[3.20.6,3.21.11]",2,success,,,
org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.http|1.2.2,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.testutil|5.20.189,"[5.20.189,5.20.295]",2,success,,,
in.hocg.boot|logging-spring-boot-starter|1.0.50,com.aliyun.openservices|aliyun-log-log4j2-appender|0.1.11,"[0.1.11,0.1.13]",2,success,,,
org.opencb.opencga|opencga-storage-benchmark|2.4.3,org.apache.jmeter|ApacheJMeter_core|5.0,"[5.0,5.4.2]",2,success,,,
com.facebook.presto|presto-druid|0.268,org.apache.druid|druid-core|0.19.0,"[0.19.0,0.22.1]",2,success,,,
org.intermine|bio-source-fasta|5.0.8,org.biojava|biojava-core|4.2.0,"[4.2.0,6.0.2]",2,success,,,
org.apereo.cas|cas-server-support-sentry|6.6.3,com.getsentry.raven|raven-log4j2|8.0.3,No suitable version,2,failed,,Y,
org.kurento|kurento-test|6.16.3,org.apache.jmeter|ApacheJMeter_core|5.3,"[5.3,5.4.2]",2,success,,,
com.yahoo.maha|maha-core|6.88,org.apache.druid|druid-server|0.21.1,"[0.21.1,0.22.1]",2,success,,,
com.baidu.hugegraph|computer-core|0.1.3,com.baidu.hugegraph|hugegraph-common|1.8.9,"[1.8.9,2.0.0]",2,success,,,
com.facebook.presto|presto-pinot-toolkit|0.267,com.facebook.presto.pinot|pinot-driver|0.1.2,No suitable version,2,failed,,Y,
com.trigyn|dynamic-form|1.4.4,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,null,2,failed,Y,,
org.apache.servicecomb.pack|alpha-spec-saga-akka|0.7.1,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,null,2,failed,Y,,
com.github.sdp-tech-nj|sdp-spring-boot-starter|2.6.4,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,null,2,failed,Y,,
org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.http|1.1.25,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.testutil|5.18.123,"[5.18.123,5.18.253]",2,success,,,
org.daisy.libs|com.xmlcalabash|1.1.20-p11-98,org.xmlresolver|xmlresolver|0.13.1,"[0.13.1,0.14.0]",2,success,,,
org.opencb.opencga|opencga-storage-benchmark|2.4.1,org.apache.jmeter|ApacheJMeter_core|5.0,"[5.0,5.4.2]",2,success,,,
io.bitbucket.ruttagorn_chatdee|common|1.0.6,org.springframework.boot|spring-boot-starter-log4j2|2.5.6,"[2.5.6,2.5.8]",2,success,,,
com.yahoo.maha|maha-core|6.108,org.apache.druid|druid-server|0.21.1,"[0.21.1,0.22.1]",2,success,,,
com.hotels|waggle-dance-api|3.10.3,org.springframework.boot|spring-boot-starter-log4j2|2.0.4.RELEASE,"[2.0.4.RELEASE,2.1.12.RELEASE]",2,success,,,
com.fizzgate|fizz-core|2.5.0,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
com.yahoo.maha|maha-core|6.82,org.apache.druid|druid-server|0.21.1,"[0.21.1,0.22.1]",2,success,,,
org.apache.linkis|linkis-eureka|1.1.3,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,"[2.3.12.RELEASE,2.5.8]",2,success,,,
org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.http|1.2.1,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.testutil|5.20.189,"[5.20.189,5.20.295]",2,success,,,
com.fizzgate|fizz-spring-boot-starter|2.6.2-beta1,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
com.yahoo.maha|maha-core|6.129,org.apache.druid|druid-server|0.21.1,"[0.21.1,0.22.1]",2,success,,,
com.qudini|qudini-reactive-logging|0.0.51,org.springframework.boot|spring-boot-starter-log4j2|2.6.1,"[2.6.1,2.6.2]",2,success,,,
com.scoperetail.fusion|fusion-connect|0.57,org.springframework.boot|spring-boot-starter-log4j2|2.4.5,"[2.4.5,2.5.8]",2,success,,,
org.craftercms|crafter-deployer|3.1.24,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
org.craftercms|crafter-deployer|3.1.22E,org.springframework.boot|spring-boot-starter-log4j2|2.2.10.RELEASE,"[2.2.10.RELEASE,2.5.8]",2,success,,,
com.wavefront|proxy-test|9993.4,org.springframework.boot|spring-boot-starter-log4j2|2.5.5,"[2.5.5,2.5.8]",2,success,,,
org.intermine|bio-source-fasta|5.0.5,org.biojava|biojava-core|4.2.0,"[4.2.0,6.0.2]",2,success,,,
com.github.crabs-hue.commons|commons-xproc|0.12.0,com.xmlcalabash|xmlcalabash|1.1.21-98,"[1.1.21-98,1.1.24-97]",2,success,,,
com.trigyn|dashboard|1.4.5,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,"[2.3.12.RELEASE,2.5.8]",2,success,,,
org.opencb.opencga|opencga-storage-benchmark|2.6.1.1,org.apache.jmeter|ApacheJMeter_core|5.0,"[5.0,5.4.2]",2,success,,,
com.trigyn|dbutils|1.4.4,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,"[2.3.12.RELEASE,2.5.8]",2,success,,,
org.opencb.opencga|opencga-storage-benchmark|2.2.3,org.apache.jmeter|ApacheJMeter_core|5.0,"[5.0,5.4.2]",2,success,,,
dev.galasa|dev.galasa.core.manager|0.19.0,dev.galasa|dev.galasa.framework|0.18.0,"[0.18.0,0.19.1]",2,success,,,
com.yahoo.maha|maha-core|6.125,org.apache.druid|druid-server|0.21.1,"[0.21.1,0.22.1]",2,success,,,
com.fizzgate|fizz-plugin|2.6.4,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,null,2,failed,Y,,
com.fizzgate|fizz-plugin|2.7.0-beta1,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,null,2,failed,Y,,
com.fizzgate|fizz-core|2.6.1,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,null,2,failed,Y,,
org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.analytics|1.2.1,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.testutil|5.20.189,"[5.20.189,5.20.295]",2,success,,,
org.sakaiproject.rsf|sakai-rsf-core|22.1,uk.org.ponder.rsf|rsf-core-ponderutilcore|1.3,No suitable version,2,failed,,Y,
com.trigyn|resourcebundle|1.4.4,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,"[2.3.12.RELEASE,2.5.8]",2,success,,,
dev.galasa|dev.galasa.kubernetes.manager|0.19.0,dev.galasa|dev.galasa.framework|0.18.0,"[0.18.0,0.19.1]",2,success,,,
io.metersphere|jmeter-plugins-threadgroup-autostop|1.0.0,kg.apc|jmeter-plugins-cmn-jmeter|0.6,"[0.6,0.7]",2,success,,,
org.apache.linkis|linkis-eureka|1.3.1,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,"[2.3.12.RELEASE,2.5.8]",2,success,,,
com.simplestark|common-core|0.1.0,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,"[2.3.12.RELEASE,2.5.8]",2,success,,,
org.dspace|dspace-server-webapp|7.1.1,org.springframework.boot|spring-boot-starter-log4j2|2.2.6.RELEASE,"[2.2.6.RELEASE,2.5.8]",2,success,,,
org.apache.camel|camel-test-infra-ignite|3.15.0,org.apache.ignite|ignite-log4j2|2.10.0,"[2.10.0,2.11.1]",2,success,,,
com.yahoo.maha|maha-core|6.117,org.apache.druid|druid-server|0.21.1,"[0.21.1,0.22.1]",2,success,,,
com.scoperetail.fusion|fusion-connect-orchestrator|0.12,org.springframework.boot|spring-boot-starter-log4j2|2.4.5,"[2.4.5,2.5.8]",2,success,,,
com.fizzgate|fizz-plugin|2.5.3-beta2,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
org.apache.linkis|linkis-spring-cloud-gateway|1.1.1,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,"[2.3.12.RELEASE,2.5.8]",2,success,,,
com.trigyn|dynamic-form|1.4.5,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,"[2.3.12.RELEASE,2.5.8]",2,success,,,
com.fizzgate|fizz-core|2.6.2,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
com.qudini|qudini-reactive-graphql|0.0.49,org.springframework.boot|spring-boot-starter-log4j2|2.6.1,"[2.6.1,2.6.2]",2,success,,,
com.fizzgate|fizz-spring-boot-starter|2.7.0,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
com.typesafe.dbuild|build_2.12|0.9.19,org.scala-sbt|util-logging_2.12|1.0.3,"[1.0.3,1.5.6]",2,success,,,
com.github.hiwepy|disruptor-spring-boot-starter|2.0.0.RELEASE,org.springframework.boot|spring-boot-starter-log4j2|2.6.0,"[2.6.0,2.6.2]",2,success,,,
org.apache.camel|camel-huaweicloud-obs|3.14.0,com.huaweicloud|esdk-obs-java|3.21.4.1,"[3.21.4.1,3.21.11]",2,success,,,
org.opencb.opencga|opencga-storage-benchmark|2.3.2,org.apache.jmeter|ApacheJMeter_core|5.0,"[5.0,5.4.2]",2,success,,,
com.yahoo.maha|maha-core|6.128,org.apache.druid|druid-server|0.21.1,"[0.21.1,0.22.1]",2,success,,,
com.yahoo.maha|maha-core|6.94,org.apache.druid|druid-server|0.21.1,"[0.21.1,0.22.1]",2,success,,,
com.almis.awe|awe-spring-boot-starter|4.4.6,org.springframework.boot|spring-boot-starter-log4j2|2.4.12,"[2.4.12,2.5.8]",2,success,,,
org.apache.servicecomb.pack|alpha-ui|0.7.1,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,"[2.3.12.RELEASE,2.5.8]",2,success,,,
org.alluxio|alluxio-underfs-obs|2.8.2,com.huaweicloud|esdk-obs-java|3.20.6,"[3.20.6,3.21.11]",2,success,,,
dev.galasa|dev.galasa.cicsts.cemt.manager|0.20.0,dev.galasa|dev.galasa.framework|0.18.0,"[0.18.0,0.19.1]",2,success,,,
org.opencb.opencga|opencga-storage-benchmark|2.2.1,org.apache.jmeter|ApacheJMeter_core|5.0,"[5.0,5.4.2]",2,success,,,
com.qudini|qudini-reactive|0.0.49,org.springframework.boot|spring-boot-starter-log4j2|2.6.1,"[2.6.1,2.6.2]",2,success,,,
in.hocg.boot|logging-spring-boot-starter|1.0.35,com.aliyun.openservices|aliyun-log-log4j2-appender|0.1.11,"[0.1.11,0.1.13]",2,success,,,
com.scoperetail.fusion|fusion-connect|0.56,org.springframework.boot|spring-boot-starter-log4j2|2.4.5,"[2.4.5,2.5.8]",2,success,,,
com.yahoo.maha|maha-core|6.112,org.apache.druid|druid-server|0.21.1,"[0.21.1,0.22.1]",2,success,,,
org.apache.servicecomb|apache-servicecomb-java-chassis-distribution|1.3.10,org.apache.servicecomb|solution-basic|1.3.10,"[1.3.10,2.1.0]",2,success,,,
com.qudini|qudini-reactive-sqs|0.0.49,org.springframework.boot|spring-boot-starter-log4j2|2.6.1,"[2.6.1,2.6.2]",2,success,,,
org.apache.nifi|nifi-atlas-reporting-task|1.15.1,org.apache.atlas|atlas-notification|2.2.0,"[2.2.0,2.3.0]",2,success,,,
org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.notification|1.1.25,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.testutil|5.18.123,"[5.18.123,5.18.253]",2,success,,,
com.github.sdp-tech-nj|sdp-spring-boot-starter|2.6,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,"[2.3.12.RELEASE,2.5.8]",2,success,,,
com.trigyn|resourcebundle|1.5.0,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,"[2.3.12.RELEASE,2.5.8]",2,success,,,
com.wavefront|proxy-test|9993.1,org.springframework.boot|spring-boot-starter-log4j2|2.5.5,"[2.5.5,2.5.8]",2,success,,,
com.fizzgate|fizz-spring-boot-starter|2.7.0-beta2,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
org.wso2.carbon.identity.framework|org.wso2.carbon.identity.claim.metadata.mgt|5.18.239,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.testutil|5.18.239,"[5.18.239,5.18.253]",2,success,,,
org.apereo.cas|cas-server-support-sentry|6.5.3,com.getsentry.raven|raven-log4j2|8.0.3,No suitable version,2,failed,,Y,
com.gitee.zodiacstack|zodiac-oss-spring-boot-starter|1.4.1,com.huaweicloud|esdk-obs-java|3.19.7,"[3.19.7,3.21.11]",2,success,,,
com.wavefront|proxy-test|999.2,org.springframework.boot|spring-boot-starter-log4j2|2.5.5,"[2.5.5,2.5.8]",2,success,,,
com.scoperetail.fusion|fusion-connect-orchestrator|0.18,org.springframework.boot|spring-boot-starter-log4j2|2.4.5,"[2.4.5,2.5.8]",2,success,,,
com.geektcp.common|thy-common-mq|1.0.3,org.springframework.boot|spring-boot-starter-log4j2|2.3.2.RELEASE,null,2,failed,Y,,
com.fizzgate|fizz-plugin-kafka|2.7.1,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,null,2,failed,Y,,
com.baidu.hugegraph|computer-test|0.1.3,com.baidu.hugegraph|hugegraph-common|1.8.9,"[1.8.9,2.0.0]",2,success,,,
com.geektcp.common|thy-common-spring|1.0.5,org.springframework.boot|spring-boot-starter-log4j2|2.3.2.RELEASE,null,2,failed,Y,,
com.fizzgate|fizz-core|2.7.2,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,null,2,failed,Y,,
com.fizzgate|fizz-plugin|2.5.3-beta1,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,null,2,failed,Y,,
org.opencb.biodata|biodata-tools|2.4.4,org.biojava|biojava-alignment|4.1.0,"[4.1.0,6.0.2]",2,success,,,
com.qudini|qudini-reactive-logging|0.0.50,org.springframework.boot|spring-boot-starter-log4j2|2.6.1,"[2.6.1,2.6.2]",2,success,,,
org.apereo.cas|cas-server-support-sentry|6.4.4.2,com.getsentry.raven|raven-log4j2|8.0.3,No suitable version,2,failed,,Y,
org.opencb.opencga|opencga-storage-benchmark|2.2.4,org.apache.jmeter|ApacheJMeter_core|5.0,"[5.0,5.4.2]",2,success,,,
club.gclmit|chaos-storage|2.3.7,com.huaweicloud|esdk-obs-java|3.20.6.2,"[3.20.6.2,3.21.11]",2,success,,,
com.hotels|waggle-dance-core|3.10.5,org.springframework.boot|spring-boot-starter-log4j2|2.0.4.RELEASE,"[2.0.4.RELEASE,2.1.12.RELEASE]",2,success,,,
com.randomnoun.common|common-public|1.0.9,com.randomnoun.common|jessop|1.0.16,No suitable version,2,failed,,Y,
org.intermine|bio-source-fasta|5.0.4,org.biojava|biojava-core|4.2.0,"[4.2.0,6.0.2]",2,success,,,
io.gamioo|gamioo-compress|0.2.11,io.gamioo|gamioo-common|0.2.11,"[0.2.11,0.2.12]",2,success,,,
xyz.shodown|shodown-core|1.0.1,org.springframework.boot|spring-boot-starter-log4j2|2.3.5.RELEASE,"[2.3.5.RELEASE,2.5.8]",2,success,,,
org.dspace|dspace-server-webapp|7.2.1,org.springframework.boot|spring-boot-starter-log4j2|2.2.6.RELEASE,"[2.2.6.RELEASE,2.5.8]",2,success,,,
com.trigyn|java-web-starter|1.4.4,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,"[2.3.12.RELEASE,2.5.8]",2,success,,,
com.yahoo.maha|maha-core|6.86,org.apache.druid|druid-server|0.21.1,"[0.21.1,0.22.1]",2,success,,,
io.gitee.quanwenz|biz-base|2.0.2-20211213-1,org.springframework.boot|spring-boot-starter-log4j2|2.6.1,"[2.6.1,2.6.2]",2,success,,,
com.trigyn|dashboard|1.5.0,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,"[2.3.12.RELEASE,2.5.8]",2,success,,,
com.runsidekick|sidekick-broker-core|0.0.1,org.springframework.boot|spring-boot-starter-log4j2|2.4.2,"[2.4.2,2.5.8]",2,success,,,
io.bitbucket.ruttagorn_chatdee|common|1.0.10-java-8,org.springframework.boot|spring-boot-starter-log4j2|2.5.6,"[2.5.6,2.5.8]",2,success,,,
pro.haichuang.framework|hc-sdk-huaweicloudsms|1.2.0.211209,org.springframework.boot|spring-boot-starter-log4j2|2.5.5,"[2.5.5,2.5.8]",2,success,,,
io.gamioo|gamioo-game|0.2.11,io.gamioo|gamioo-common|0.2.11,"[0.2.11,0.2.12]",2,success,,,
org.apereo.cas|cas-server-support-sentry|6.3.7.2,com.getsentry.raven|raven-log4j2|8.0.3,No suitable version,2,failed,,Y,
com.fizzgate|fizz-core|v2.3.4-beta20220122,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
com.fizzgate|fizz-plugin|2.6.5-beta1,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
org.opencb.opencga|opencga-storage-benchmark|2.4.0,org.apache.jmeter|ApacheJMeter_core|5.0,"[5.0,5.4.2]",2,success,,,
org.daisy.libs|com.xmlcalabash|1.1.20-p10-98,org.xmlresolver|xmlresolver|0.13.1,"[0.13.1,0.14.0]",2,success,,,
dev.galasa|dev.galasa.core.manager|0.20.0,dev.galasa|dev.galasa.framework|0.18.0,"[0.18.0,0.19.1]",2,success,,,
org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.common|1.2.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.testutil|5.20.189,"[5.20.189,5.20.295]",2,success,,,
com.fizzgate|fizz-common|2.5.0-beta1,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
io.gamioo|gamioo-orm|0.2.11,io.gamioo|gamioo-common|0.2.11,"[0.2.11,0.2.12]",2,success,,,
org.apereo.cas|cas-server-support-sentry|6.4.6.3,com.getsentry.raven|raven-log4j2|8.0.3,No suitable version,2,failed,,Y,
io.github.aafc-bicoe|dina-test-support|0.75,org.springframework.boot|spring-boot-starter-log4j2|2.5.6,"[2.5.6,2.5.8]",2,success,,,
org.apereo.cas|cas-server-support-sentry|6.4.6,com.getsentry.raven|raven-log4j2|8.0.3,No suitable version,2,failed,,Y,
io.quarkus.qe|quarkus-test-service-kafka|1.1.0.Beta.1,io.strimzi|strimzi-test-container|0.25.0,"[0.25.0,0.100.0]",2,success,,,
io.mateu|mdd-util-extended|0.100.4,org.telegram|telegrambots|4.4.0.1,"[4.4.0.1,4.4.0.2]",2,success,,,
com.fulcrumgenomics|fgbio_2.13|1.5.1,com.intel.gkl|gkl|0.8.8,"[0.8.8,0.8.10]",2,success,,,
pro.haichuang.framework|hc-base|1.2.0.211209,org.springframework.boot|spring-boot-starter-log4j2|2.5.5,"[2.5.5,2.5.8]",2,success,,,
org.apache.camel|camel-test-infra-ignite|3.14.2,org.apache.ignite|ignite-log4j2|2.10.0,"[2.10.0,2.11.1]",2,success,,,
com.fizzgate|fizz-plugin|2.6.2-beta1,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
com.trigyn|commonutils|1.5.0,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,"[2.3.12.RELEASE,2.5.8]",2,success,,,
com.hotels|waggle-dance-core|3.10.10,org.springframework.boot|spring-boot-starter-log4j2|2.0.4.RELEASE,"[2.0.4.RELEASE,2.1.12.RELEASE]",2,success,,,
com.fizzgate|fizz-common|2.6.2,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
io.github.aafc-bicoe|dina-workbook|0.76,org.springframework.boot|spring-boot-starter-log4j2|2.5.6,"[2.5.6,2.5.8]",2,success,,,
in.hocg.boot|logging-spring-boot-starter|1.0.41,com.aliyun.openservices|aliyun-log-log4j2-appender|0.1.11,"[0.1.11,0.1.13]",2,success,,,
io.quarkus.qe|quarkus-test-service-kafka|1.0.3.Final,io.strimzi|strimzi-test-container|0.25.0,"[0.25.0,0.100.0]",2,success,,,
org.apereo.cas|cas-server-support-ignite-ticket-registry|6.4.6,org.apache.ignite|ignite-log4j2|2.10.0,"[2.10.0,2.11.1]",2,success,,,
org.apereo.cas|cas-server-support-sentry|6.4.6.6,com.getsentry.raven|raven-log4j2|8.0.3,No suitable version,2,failed,,Y,
com.fizzgate|fizz-plugin|2.6.5,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
com.fizzgate|fizz-common|2.7.0-beta1,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
dev.hcf.ball|ball-license-maven-plugin|2.2.6.20230201,org.spdx|spdx-tools|2.2.5,"[2.2.5,2.2.6]",2,success,,,
org.opencb.opencga|opencga-storage-benchmark|2.2.6,org.apache.jmeter|ApacheJMeter_core|5.0,"[5.0,5.4.2]",2,success,,,
com.hotels|waggle-dance-api|3.10.6,org.springframework.boot|spring-boot-starter-log4j2|2.0.4.RELEASE,"[2.0.4.RELEASE,2.1.12.RELEASE]",2,success,,,
org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.http|1.1.23,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.testutil|5.20.189,"[5.20.189,5.20.295]",2,success,,,
com.wavefront|proxy-test|9993.3,org.springframework.boot|spring-boot-starter-log4j2|2.5.5,"[2.5.5,2.5.8]",2,success,,,
com.randomnoun.common|common-public|1.0.12,com.randomnoun.common|jessop|1.0.16,No suitable version,2,failed,,Y,
io.github.aafc-bicoe|dina-base-api|0.76,org.springframework.boot|spring-boot-starter-log4j2|2.5.6,"[2.5.6,2.5.8]",2,success,,,
com.hotels|waggle-dance-api|3.10.7,org.springframework.boot|spring-boot-starter-log4j2|2.0.4.RELEASE,"[2.0.4.RELEASE,2.1.12.RELEASE]",2,success,,,
org.opencb.biodata|biodata-tools|2.4.3,org.biojava|biojava-alignment|4.1.0,"[4.1.0,6.0.2]",2,success,,,
com.hotels|waggle-dance-api|3.10.11,org.springframework.boot|spring-boot-starter-log4j2|2.0.4.RELEASE,"[2.0.4.RELEASE,2.1.12.RELEASE]",2,success,,,
org.craftercms|crafter-deployer|3.1.22,org.springframework.boot|spring-boot-starter-log4j2|2.2.10.RELEASE,"[2.2.10.RELEASE,2.5.8]",2,success,,,
io.mateu|mdd-util-extended|1.1.6,org.telegram|telegrambots|4.4.0.1,"[4.4.0.1,4.4.0.2]",2,success,,,
com.iiifi|kite-launcher|1.2.4.RELEASE,org.springframework.boot|spring-boot-starter-log4j2|2.5.5,"[2.5.5,2.5.8]",2,success,,,
org.robotframework|remoteswinglibrary|2.3.1,org.robotframework|jrobotremoteserver|4.0.1,"[4.0.1,4.1.0]",2,success,,,
pro.haichuang.framework|hc-mybatis|1.2.0.211209,org.springframework.boot|spring-boot-starter-log4j2|2.5.5,"[2.5.5,2.5.8]",2,success,,,
com.fizzgate|fizz-core|2.5.3-beta1,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.notification|1.1.23,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.testutil|5.20.189,"[5.20.189,5.20.295]",2,success,,,
io.gamioo|gamioo-redis|0.2.11,io.gamioo|gamioo-common|0.2.11,"[0.2.11,0.2.12]",2,success,,,
br.com.anteros|Anteros-Persistence-Core|1.1.9,br.com.anteros|Anteros-Core|1.3.6,No suitable version,2,failed,,Y,
io.bitbucket.ruttagorn_chatdee|common|1.0.7,org.springframework.boot|spring-boot-starter-log4j2|2.5.6,"[2.5.6,2.5.8]",2,success,,,
com.fizzgate|fizz-core|2.6.5-beta1,org.springframework.boot|spring-boot-starter-log4j2|2.2.13.RELEASE,"[2.2.13.RELEASE,2.5.8]",2,success,,,
org.apache.servicecomb.pack|alpha-ui|0.7.0,org.springframework.boot|spring-boot-starter-log4j2|2.3.12.RELEASE,"[2.3.12.RELEASE,2.5.8]",2,success,,,
io.gamioo|gamioo-protocol|0.2.11,io.gamioo|gamioo-common|0.2.11,"[0.2.11,0.2.12]",2,success,,,
org.apereo.cas|cas-server-support-sentry|6.6.1,com.getsentry.raven|raven-log4j2|8.0.3,No suitable version,2,failed,,Y,
com.iiifi|kite-launcher|1.2.3.RELEASE,org.springframework.boot|spring-boot-starter-log4j2|2.5.5,"[2.5.5,2.5.8]",2,success,,,
in.hocg.boot|logging-spring-boot-starter|1.0.39,com.aliyun.openservices|aliyun-log-log4j2-appender|0.1.11,"[0.1.11,0.1.13]",2,success,,,
org.wso2.carbon.identity.conditional.auth.functions|org.wso2.carbon.identity.conditional.auth.functions.notification|1.2.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.testutil|5.20.189,"[5.20.189,5.20.295]",2,success,,,
org.sakaiproject.rsf|sakai-rsf-web-evolvers|22.1,uk.org.ponder.rsf|rsf-core-ponderutilcore|1.3,No suitable version,2,failed,,Y,
io.github.aafc-bicoe|dina-workbook|0.77,org.springframework.boot|spring-boot-starter-log4j2|2.5.6,"[2.5.6,2.5.8]",2,success,,,
org.intermine|bio-source-fasta|5.1.0,org.biojava|biojava-core|4.2.0,"[4.2.0,6.0.2]",2,success,,,
dev.galasa|dev.galasa.ipnetwork.manager|0.19.0,dev.galasa|dev.galasa.framework|0.18.0,"[0.18.0,0.19.1]",2,success,,,
com.jiangruyi.summer|summer-core|1.1.0-RELEASE,org.springframework.boot|spring-boot-starter-log4j2|2.2.5.RELEASE,"[2.2.5.RELEASE,2.5.8]",2,success,,,
